Email,Percent_make,Percent_address,Percent_all,Percent_3d,Percent_our,Percent_over,Percent_remove,Percent_internet,Percent_order,Percent_mail,Percent_receive,Percent_will,Percent_people,Percent_report,Percent_free,Percent_business,Percent_email,Percent_you,Percent_credit,Percent_000,Percent_money,Percent_lab,Percent_telnet,Percent_data,Percent_technology,Percent_parts,Percent_pm,Percent_direct,Percent_cs,Percent_meeting,Percent_original,Percent_project,Percent_re,Percent_edu,Percent_table,Percent_conference,Semicolon,LeftParen,LeftSquareParen,Exclamation,Dollar,PercentSign,AvgAllCap,LongAllCap,TotalAllCap,Spam
75,0,0,0.48,0,1.44,0,0.48,0,0,0,0,0.96,0,0,0.48,0.96,0,2.41,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0.08,0,0.49,0.24,0,5.13,78,236,Yes
79,0,0.41,0.2,0,1.67,0.2,0.2,0,0,1.04,0.2,0,0.2,0,0.83,0.2,0,2.09,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.62,0,0.2,0,0,0,0.13,0,0,1.65,15,175,Yes
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.83,0,0,5.13,27,118,Yes
86,0,0.46,0.46,0,1.4,0,0.46,1.86,0,0.93,0.46,0,0,0,1.86,0,0,0.93,0.46,0,0.46,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0.07,0,0.57,0.21,0,4.63,64,213,Yes
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,3.8,23,38,Yes
93,0.59,0.44,0.29,0,0.14,0.03,0.03,0.14,0.56,0.67,0.29,0.67,0.59,1.23,0.22,0.44,0.07,3.43,0,0.59,0.63,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.08,0,0.61,0.53,0.14,7.3,763,2453,Yes
96,0,0,0.46,0,0,0,0.46,0,0,0,0.46,0,0,0,0,0,1.4,1.87,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,2.68,32,91,Yes
102,0,0,0.64,0,0,0.64,0,0,0,0,0,0,0,0,0.64,0,0,2.59,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.19,0.28,0.66,0,0,10.07,131,292,Yes
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.61,0,1.53,0,0,5.5,22,66,Yes
111,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,0,1.29,7,36,Yes
121,0.05,0.3,0.4,0,0.1,0.05,0,0.05,0.1,0,0,0.3,0.2,0,0,0,0.5,1.55,0.3,0.15,0.2,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0.05,0.12,0,2.37,96,588,Yes
124,0,0.32,0.8,0,0.32,0,0.16,0,0,0.48,0.16,0,0.16,0,0.16,0,0.8,0.16,0.16,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.02,0.05,5.71,149,982,Yes
127,0.5,0,0.5,0,1.51,0,0,0,0,0,0.5,1.01,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0.09,0,0.09,0.18,0,3.42,53,164,Yes
131,0,0,0.38,0,0.76,0,0.38,0,0,1.14,0,0,0,0,0.38,0.76,0,3.04,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0.3,0,0.6,0.18,0,4.52,78,285,Yes
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0.22,0,0.22,0.43,0,4,25,76,Yes
137,0,0.39,0.39,0,0.19,0,0,0.19,0,0,0.39,0.39,0,0,0.98,0.19,0.39,0.59,0,0.19,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.13,0,0.16,0.16,0,2.13,31,730,Yes
149,0.36,0,1.09,0,0,0,0,0,0,0,0,0.72,1.81,0,0,0,0,0.72,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.13,0,0.06,0.13,0,2.56,35,123,Yes
151,0.39,0,0.39,0,0,0.39,0,0,0,0,0,0.39,0.78,0,0,1.17,0.78,3.13,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,1.46,19,114,Yes
152,0,0.56,0.56,0,2.25,0,1.12,0,0,0,0,0.56,0.56,0,0.56,2.82,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1.32,0.33,0,5.14,140,190,Yes
155,0,0,1.68,0,0.33,0,0,0,0,0.33,0,0,0,0,0.33,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.06,0,0.48,0,0,1.8,19,203,Yes
160,0,0,0,0,0.27,0,0,0,0,0.83,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.19,0.23,7.31,99,607,Yes
172,0.17,0,0.08,0,0.42,0.08,0.08,0.42,0.08,0.08,0,0.6,0.17,0.17,0,0.17,0.08,1.2,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.03,0.1,0.01,0,4.07,48,574,Yes
173,0,0,1,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.36,0,0.89,0,0,2,19,172,Yes
175,0,0,0,0,0,0.78,0,2.34,0,0.78,0.78,1.56,0,0,0,0.78,0,3.12,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,2.13,15,49,Yes
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2,11,Yes
178,0.44,0,0,0,0.89,0,0,0,0,0.44,0,1.34,0,0,0.44,0,0,4.03,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0.94,0.15,0.07,2.45,28,152,Yes
180,0,0,0,0,0,0,0,2.04,0,0,1.02,0,0,0,0,0,0,4.08,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,2.18,18,85,Yes
197,0.54,0,1.08,0,0.54,0,1.08,0,0,0,0,0.54,0,0,0.54,0.54,0,4.32,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,1.18,0.25,0,5.32,68,181,Yes
198,0.17,0,0.08,0,0.42,0.08,0.08,0.42,0.08,0.08,0,0.6,0.17,0.17,0,0.17,0.08,1.2,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.03,0.11,0.01,0,4.07,48,574,Yes
199,0.53,0,1.07,0,0.53,0,1.07,0,0,0,0,0.53,0,0,0.53,0.53,0,4.3,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,1.18,0.25,0,5.45,68,180,Yes
203,0,0,0.39,0,1.17,0,0,0,0,0.78,0,0.39,0,0,0.39,0.78,0,2.73,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0.06,0,0.87,0.19,0,4,78,256,Yes
206,0,0,1.12,0,0.56,0,0,0,0,0.56,0,0,0,0,0.56,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0.1,0,0.62,0,0,2.4,19,137,Yes
213,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.42,0,29.13,223,233,Yes
216,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,1.81,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.17,0.17,0,6.27,41,94,Yes
225,0,0,0.32,0,0.65,0.65,0.32,0.32,0,0,0,0.32,0.32,0,0.32,0.32,0,2.28,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.1,0,0,0.16,0.05,1.54,10,143,Yes
226,0,0,0.32,0,0.64,0.64,0.32,0.32,0,0,0,0.32,0.32,0,0.32,0.32,0,2.27,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.11,0,0,0.16,0.05,1.54,10,143,Yes
227,0.19,0.19,0.39,0,0.19,0,0,0.59,0,0,0,0.39,0,0,0.59,0.39,1.37,4.52,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.03,0,3.11,43,305,Yes
231,0,0,0.16,0,0.33,0,0.16,0,0.5,0,0.16,0,0,0,0.5,0,1.5,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.88,0.75,0.02,5.33,47,1087,Yes
238,0.17,0,0.08,0,0.43,0.08,0.08,0.43,0.08,0.08,0,0.6,0.17,0.17,0,0.17,0.08,1.2,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.03,0.09,0.01,0,4.16,48,1140,Yes
253,0.08,0.16,0.32,0,1.38,0.16,0.08,0,0.24,0.08,0,1.3,0,0.08,0.48,0.08,0.08,3.5,0,0.08,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.06,0.39,0.1,0.01,5.59,119,1561,Yes
255,0.48,0.2,0.55,0,0.27,0.2,0,0.27,0.27,0.97,0.41,0.97,0.13,0,1.11,0.69,0.06,2.23,0,0.06,0.69,0,0,0,0,0,0,0.06,0,0,0,0,0.13,0,0,0,0,0.11,0,0.75,0.31,0,3.4,94,966,Yes
265,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.79,1.58,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0.27,0,0.27,0.14,0,3.26,26,114,Yes
271,0.14,0.14,0.29,0,0,0,0,0,1.17,0.29,0.14,0.58,0,0,0.14,0,0.14,2.35,0.14,0,0.44,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.13,0.1,2.96,73,400,Yes
273,0.25,0.25,0,0,0.75,0,0,0,0.25,0.75,0,1.51,0,1.26,0,0.5,0,3.29,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.04,0.12,0.12,3.18,32,210,Yes
276,0,0.17,0,0,0,0,0.17,0.52,0,0.17,0.35,0.52,0,0,0,0.17,0.7,0.88,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.14,0.03,0.09,0.06,0.23,3.56,39,417,Yes
284,0.4,0,0.6,0,0.2,0.6,0.2,0.6,0.2,0.2,0.2,1.2,0,0,0.4,1.61,0.4,2.21,1.81,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1.45,0.13,0,3.95,64,513,Yes
288,0,0,0.85,0,0.42,0,0,0,0,0,0,0,0,0,0.42,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0.16,0,1.12,0,0,1.21,7,117,Yes
291,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,5.4,0,0.9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.21,0,24.79,295,347,Yes
296,0,0,0,0,0,0,0,1.05,0,0,0.52,1.05,0.52,0,1.05,0,0,3.7,1.05,1.58,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.26,0,6.49,47,266,Yes
301,0.35,0,0.35,0,0.35,0.7,0.35,1.41,0,0,0.35,1.06,0,0,0.7,1.06,0,5.3,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0.41,0,0,2.92,60,213,Yes
305,0,0,0.32,0,0.65,0.65,0.32,0.32,0,0,0,0.32,0.32,0,0.32,0.32,0,2.28,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.11,0,0,0.16,0,1.49,10,139,Yes
306,0.64,0,0.64,0,1.28,0,0.64,0,0,0,0,0.64,0,0,0.64,0.64,0,1.28,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.37,0,2.33,22,119,Yes
310,0,0,0,0,1.29,0.43,0.43,0,0,0,0,0,0.43,0,0.43,0.43,0.43,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.13,0,0,5.8,46,116,Yes
312,0,0.68,0.34,0,0.34,0,0,0,0,0,0,0.68,0,0,0.34,0,1.37,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.72,0,0,3.72,61,264,Yes
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,4,19,Yes
331,0,0,1.53,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,1.43,0,0,7.06,75,127,Yes
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0.23,0.23,0,5.54,41,72,Yes
341,0,0,0.32,0,0.65,0.65,0.32,0.32,0,0,0,0.32,0.32,0,0.32,0.32,0,2.28,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.11,0,0,0.16,0,1.49,10,139,Yes
345,0.65,0,0.65,0,1.3,0,0,0,0,0,0,0.65,0,0,1.3,0.65,0,1.96,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.46,0,2.44,22,122,Yes
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,2.22,10,51,Yes
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0.23,0.23,0,5.54,41,72,Yes
358,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,4.65,2.32,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,Yes
359,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,6.25,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,Yes
365,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,1,1,6,Yes
367,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,3.18,62,89,Yes
374,0,0,1.22,0,1.22,0,0,0,0,0,0,0,0,0,0.61,0,0.61,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0.52,0.1,0,2.97,28,178,Yes
382,0,0,1.33,0,1.78,0.44,0,0.44,0,0,0,0,0,0,0,0,0,4.46,0.89,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0.08,0.08,0,0,0,0,1.54,5,37,Yes
383,0.08,0.08,0.76,0,0.85,1.02,0.25,0.17,0.59,0.08,0.17,0.59,0.17,0,0.25,0.08,0.94,1.62,0.17,0.85,0.08,0,0,0,0,0,0,0.08,0,0,0.17,0.08,0.08,0.08,0,0,0,0.06,0,0.42,0.11,0.01,7.5,669,1402,Yes
389,0.08,0.08,0.35,0,1.52,0.17,0.08,0,0.35,0.17,0,1.43,0,0.08,0.53,0.08,0,3.58,0,0.08,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.07,0.37,0.11,0.03,4.91,119,1277,Yes
395,0.76,0.19,0.38,0,0.19,0.12,0,0.25,0.76,0.31,0.25,1.52,0.31,0.38,0.38,0.44,0.06,2.98,0.69,0.44,0.76,0,0,0,0,0,0,0.12,0,0,0.06,0,0,0,0,0,0,0.09,0.05,0.43,0.24,0.06,3.7,45,1070,Yes
401,0,0,0,0,0.96,0,0.96,0,0,0,0.96,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.62,0,0,1.18,3,13,Yes
406,0.08,0.08,0.35,0,1.52,0.17,0.08,0,0.35,0.17,0,1.43,0,0.08,0.53,0.08,0,3.58,0,0.08,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.07,0.37,0.11,0.03,4.9,119,1278,Yes
417,0.16,0,0.67,0,0.33,0.16,0.33,0.84,0.16,0.5,0.33,1.51,0,0,0,1.68,0.33,2.02,1.68,0,0.33,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.22,0,1.12,0.05,0,4.93,63,621,Yes
423,0,0,0.49,0,1.48,0,0.49,0,0,0,0,0.99,0,0,0.49,0.99,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0.08,0,0.5,0.17,0,5.11,78,225,Yes
424,0,0,0.94,0,0.94,0,0,0,0,0,0,0,0,0,0.94,0,0,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,3.57,0,0,1.3,7,52,Yes
428,0,1.11,1.11,0,1.11,0,2.22,0,0,0,0,0,0,0,3.33,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,2.06,5,35,Yes
430,0,0,0.91,0,1.82,0.45,0,0,0,0,0,0.45,0,0,1.36,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,2.03,12,126,Yes
450,0.12,0.12,0.24,0,1.34,0.12,0,0.12,0,0,0.36,0.85,0,0,0.24,0.24,0,2.33,0,0,0,0,0,0,0.98,0,0,0.12,0,0,0,0,0.12,0,0,0,0.06,0.02,0,0.04,0.04,0,2.35,69,254,Yes
459,0,0,0,0,0.42,0.42,0.42,0,0,0,0,0.42,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.19,0,1,7.95,74,493,Yes
461,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,4.48,20,94,Yes
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,2.3,9,23,Yes
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84,0,0,1.67,5,15,Yes
480,0,0,0,0,0.88,0,0,0,0,0,0.44,0.44,0,0,0,0,0.44,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.29,0,0,1.35,3,58,Yes
483,0.1,0,0.43,0,0.1,0.1,0.1,0.53,0.1,0,0,0.64,0,0.32,0,0.1,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.02,0.07,0,1.9,29,329,Yes
484,0.65,0.49,0.32,0,0.32,0.16,0,0.49,0.65,0.49,0.16,1.3,0,0,1.14,1.3,0.16,3.6,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.23,0,0.9,0.23,2.23,5.83,47,595,Yes
490,0.25,0,0.51,0,0.25,1.28,0,0,0.77,0.51,0,0.25,0,0,0,0,0.51,1.79,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.26,0.17,0,3.3,16,287,Yes
505,0,0,0.19,0,0.19,0,0,0.19,0.19,0.19,0,0.19,0.19,0,0.76,0,0,0.95,0,0,0,0,0,0,0.19,0,0.19,0,0,0,0.38,0,0.19,0,0,0,0,0.06,0,0.26,0,0,4.05,93,381,Yes
507,0,0,0,0,0,0,0.31,0,0,0,0,1.26,0,0,0,0,0.31,1.9,0,0.31,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.04,0.09,0,0.13,0.17,0.26,3.24,60,279,Yes
508,0.4,0.4,0.26,0,0.13,0.2,0.06,0.33,0,1.14,0.33,1.07,1,0,0.4,0.06,0,4.1,0,0.53,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,1.06,0.15,0.05,4.62,123,1045,Yes
513,0,0,0.53,0,0.53,0,0,0.53,0,0,0,1.06,0,0,0,0.53,0.53,2.65,0,1.59,0,0,0,0,0,0,0.53,0.53,0,0,0,0,0,0,0,0,0,0.19,0,0.09,0.47,0,5.04,60,131,Yes
521,0,0,0,0,0,1.29,0,0.64,0,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0.11,0,1.8,12,63,Yes
528,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,3.87,26,151,Yes
529,0.14,0.14,0.29,0,0,0,0,0,1.03,0.29,0.14,0.59,0,0,0,0,0.14,2.36,0.14,0,0.44,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.15,0.13,0.1,2.69,73,368,Yes
532,0.57,0,0.57,0,0,0,0,0.57,0,0,0,1.14,0,0,0,0,0,5.14,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.74,0,2.9,32,116,Yes
533,0.59,0,0.59,0,0,0,0,0.59,0,0,0,1.18,0,0,0,0,0,5.32,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.76,0,3,32,114,Yes
543,0.28,0,0.28,0,1.43,0.28,0,0.14,0,0,0,1.14,0,0,0.14,0.42,0,3.86,0,0.14,0.42,0,0,0.14,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.05,0,0.09,0.12,0.02,1.42,27,250,Yes
544,0,0,0,0,0.87,0,0,1.16,0,0,0.29,1.74,0,0,0,0.87,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,1.1,4,46,Yes
550,0.33,0.67,0,0,0,0,0.67,0.33,0.33,0.33,0,0.67,0,0,0,0.67,1.01,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1.2,6,59,Yes
557,0.33,0.16,0.33,0,0,0.16,0,0.16,0.16,0.08,0.16,0.57,0.24,0,0.16,0.24,0.24,3.47,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0.21,0.11,0,3.15,76,441,Yes
574,0.5,0,0.75,0,0.25,0.25,0.25,0.5,0,0,0.5,2.26,0,0,0.5,1,0.25,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.38,0.03,0,4.2,60,231,Yes
581,0.13,0.13,0.13,0,0.55,0.27,0.27,0.13,1.1,0.27,0,0.97,0.27,0,0,0,0,3.88,0.13,0.13,0.55,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.02,0,1.32,0.18,0,4.95,232,757,Yes
