Customer,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Churn
541,140,1,0,0.00,3,173.2,91,47.0,9.84,11.2,No
542,117,1,1,3.19,0,216.0,140,87.9,11.21,11.8,No
543,149,1,0,0.00,1,187.6,83,50.0,10.07,8.8,No
544,120,1,0,0.00,1,252.1,110,63.0,11.31,13.8,No
545,69,1,0,0.29,2,194.2,122,56.9,12.11,9.7,No
546,117,1,0,0.42,1,161.6,104,49.2,9.82,13.8,No
547,58,1,0,0.00,2,238.9,107,57.0,9.36,11.8,No
548,65,1,0,0.00,2,105.7,95,31.0,7.09,6.6,No
549,33,1,1,2.30,1,161.9,85,64.0,7.56,8.5,No
550,100,1,1,2.00,0,177.1,88,65.0,8.19,7.4,No
551,184,0,0,0.00,2,213.8,105,50.0,7.98,5.0,No
552,107,0,0,0.29,1,234.1,91,56.9,8.16,10.0,No
553,97,1,0,0.00,1,256.4,125,67.0,13.70,11.1,Yes
554,124,1,1,2.03,1,251.4,104,82.3,11.26,7.5,No
555,122,1,1,3.13,1,163.0,107,86.3,15.64,11.6,No
556,95,1,0,0.00,1,149.2,96,48.0,13.04,8.1,No
557,149,1,0,0.00,3,242.5,83,63.0,12.27,10.0,Yes
558,79,1,0,0.00,3,222.3,99,51.0,7.31,8.9,No
559,119,0,1,2.08,0,147.2,103,59.8,8.01,7.7,Yes
560,56,1,1,1.32,1,37.7,115,32.2,7.21,4.9,No
561,130,1,0,0.00,1,154.0,95,44.0,10.30,12.9,No
562,103,1,1,3.11,0,149.9,84,72.1,8.55,11.5,Yes
563,172,1,0,0.00,2,169.8,123,45.0,9.16,12.7,No
564,64,1,0,0.00,3,216.9,78,55.0,10.55,11.4,No
565,131,1,0,0.00,1,175.1,73,45.0,8.60,7.3,No
566,106,1,0,0.00,0,193.6,66,54.0,11.91,12.9,No
567,108,1,0,0.00,0,169.6,99,52.0,13.21,9.3,No
568,146,1,0,0.00,0,189.3,77,46.0,7.80,7.4,No
569,149,0,1,2.38,5,126.9,97,59.8,8.35,8.8,Yes
570,87,1,0,0.00,3,124.3,91,36.0,8.67,7.5,No
571,155,1,0,0.34,1,184.6,102,52.4,9.80,7.8,No
572,120,1,0,0.00,1,178.4,97,45.0,8.42,9.3,No
573,63,1,1,2.21,0,214.9,86,76.1,9.91,8.2,No
574,99,1,0,0.00,0,155.3,93,49.0,13.29,12.4,No
575,146,1,0,0.00,4,138.4,104,38.0,7.95,3.9,Yes
576,139,1,0,0.00,2,203.2,81,48.0,7.63,9.7,No
577,145,1,0,0.00,1,175.8,89,54.0,13.72,12.4,No
578,57,0,1,3.08,2,234.5,130,87.8,9.76,11.4,No
579,130,1,0,0.00,0,68.4,86,29.0,9.67,10.4,No
580,73,1,0,0.00,1,214.3,145,60.0,13.43,10.8,No
581,86,1,0,0.00,1,150.8,85,51.0,14.80,12.5,No
582,148,0,0,0.21,0,233.5,81,58.1,9.39,9.6,Yes
583,69,0,1,2.21,1,271.5,98,90.1,12.67,8.2,Yes
584,27,1,0,0.00,5,232.1,81,58.0,10.54,15.0,No
585,102,1,1,2.75,2,137.4,100,66.5,8.84,10.2,No
586,151,1,0,0.43,0,175.3,106,47.3,7.22,11.8,No
587,96,1,0,0.00,1,180.6,92,47.0,9.55,10.3,Yes
588,129,1,0,0.00,2,216.0,85,53.0,9.35,4.9,No
589,71,1,0,0.00,1,207.0,112,50.0,8.69,12.1,No
590,95,1,0,0.00,2,203.4,96,49.0,8.43,13.7,No
591,34,1,0,0.00,2,124.8,82,46.0,14.11,10.0,No
592,23,1,0,0.00,2,321.6,107,77.0,12.58,11.3,Yes
593,99,1,0,0.00,2,174.1,102,39.0,4.96,7.7,No
594,138,1,0,0.00,3,146.5,101,50.0,14.23,14.0,No
595,16,1,0,0.21,2,144.8,84,41.1,8.25,8.2,No
596,121,1,1,1.59,0,193.8,62,65.9,9.88,5.9,No
597,90,1,0,0.00,2,205.7,138,49.0,8.10,12.5,No
598,112,1,0,0.00,3,214.8,112,55.0,10.49,9.4,No
599,62,1,0,0.29,1,159.9,100,44.9,8.61,5.6,No
600,29,1,0,0.00,2,196.8,81,48.0,8.40,12.7,No
601,57,0,1,3.29,2,236.5,94,87.9,8.16,12.2,No
602,160,1,0,0.00,1,234.9,136,63.0,13.54,13.9,Yes
603,66,1,1,2.40,0,190.8,100,79.0,13.07,8.9,No
604,130,1,0,0.00,0,183.0,112,38.0,3.65,9.5,No
605,45,1,0,0.00,1,78.2,127,35.0,12.67,18.0,No
606,112,1,0,0.00,1,81.6,94,37.0,13.41,8.6,No
607,190,1,1,2.30,0,166.5,93,67.0,9.15,8.5,No
608,147,0,0,0.00,0,225.2,111,54.0,9.25,9.9,Yes
609,50,1,1,2.13,2,192.6,97,66.3,6.76,7.9,No
610,61,1,1,2.32,0,288.7,101,90.2,10.19,8.6,No
611,112,0,1,2.81,1,200.3,72,79.1,9.89,10.4,No
612,171,1,0,0.25,0,189.8,122,50.5,8.69,10.3,No
613,65,1,0,0.00,2,153.9,117,45.0,11.01,8.5,No
614,121,1,0,0.32,1,213.2,79,50.2,6.04,7.5,No
615,116,1,1,2.89,1,232.9,90,81.9,7.61,10.7,No
616,93,1,0,0.00,1,179.3,93,47.0,9.44,12.1,No
617,104,1,1,3.59,4,280.2,136,102.9,11.03,13.3,No
618,70,1,0,0.00,1,197.3,91,60.0,15.29,6.7,No
619,64,1,0,0.28,2,97.2,80,35.8,9.31,10.4,No
620,152,1,1,3.59,5,239.1,105,94.9,10.46,13.3,No
621,127,0,0,0.00,1,176.9,110,45.0,8.40,7.7,Yes
622,52,1,1,3.65,1,133.3,63,75.5,9.21,13.5,No
623,135,1,0,0.00,0,154.4,130,44.0,10.19,11.8,No
624,75,1,1,3.62,2,118.5,86,75.2,10.70,13.4,No
625,68,1,1,2.67,0,239.5,82,85.7,10.19,9.9,No
626,132,1,0,0.00,0,195.1,100,46.0,7.44,6.7,No
627,127,0,1,2.81,1,95.9,117,58.1,7.98,10.4,No
628,130,1,0,0.33,4,271.8,129,70.3,11.86,8.7,Yes
629,110,1,1,2.62,1,236.3,102,83.2,9.80,9.7,No
630,57,1,1,2.24,0,176.8,94,69.4,9.75,8.3,No
631,56,1,0,0.00,1,137.2,111,38.0,8.30,14.3,No
632,171,1,0,0.00,1,231.2,135,56.0,9.44,12.3,No
633,169,1,0,0.00,2,179.2,111,46.0,8.76,9.9,No
634,92,0,0,0.00,1,173.1,140,50.0,12.02,9.0,No
635,23,1,0,0.00,1,113.1,74,34.0,8.44,6.9,Yes
636,67,1,0,0.00,2,138.9,65,42.0,10.45,9.2,No
637,91,1,0,0.00,1,133.8,61,37.0,7.94,10.5,No
638,141,1,0,0.00,1,215.6,113,54.0,10.03,12.4,No
639,159,1,0,0.00,0,114.8,98,36.0,9.63,12.2,No
640,115,1,0,0.00,0,245.2,105,56.0,7.95,7.2,No
641,196,1,0,0.00,2,234.0,109,61.0,12.48,9.1,No
642,77,1,1,4.13,5,143.0,101,84.3,10.61,15.3,Yes
643,67,1,0,0.00,0,109.1,117,38.0,10.87,12.8,No
644,161,1,0,0.00,1,151.6,117,45.0,10.97,4.0,No
645,61,1,0,0.00,2,188.9,105,46.0,7.68,10.2,No
646,93,1,0,0.24,1,271.1,101,69.4,11.87,8.4,Yes
647,160,1,0,0.00,1,176.2,90,47.0,9.80,9.2,No
648,49,1,0,0.00,2,266.3,90,63.0,10.39,14.0,Yes
649,143,1,1,2.11,1,141.8,116,60.1,8.37,7.8,No
650,32,1,0,0.00,0,230.9,87,56.0,9.37,6.3,No
651,112,1,0,0.38,1,170.4,103,49.8,10.01,11.6,No
652,63,1,0,0.00,3,117.1,118,42.0,12.48,11.1,No
653,224,1,0,0.21,3,111.4,133,36.1,8.75,5.5,No
654,65,1,0,0.28,2,192.0,89,47.8,6.98,5.5,No
655,94,0,0,0.28,1,235.6,131,59.8,9.74,8.6,No
656,94,1,0,0.00,0,136.2,114,38.0,8.26,9.6,No
657,181,0,0,0.21,0,161.3,83,40.1,6.22,14.1,Yes
658,76,1,0,0.00,1,171.1,78,51.0,12.86,16.2,No
659,61,1,0,0.00,2,45.0,108,21.0,7.57,9.8,No
660,155,1,0,0.00,2,163.0,93,46.0,10.20,15.1,No
661,123,1,0,0.00,3,150.0,98,34.0,4.49,11.1,No
662,62,1,0,0.00,1,98.9,103,29.0,6.77,12.2,No
663,147,1,0,0.26,2,124.4,74,51.6,16.05,10.4,No
664,99,1,0,0.00,3,256.4,44,62.0,10.73,7.9,Yes
665,82,1,1,2.38,2,163.8,77,63.8,6.75,8.8,No
666,63,1,0,0.36,2,153.5,81,54.6,14.37,6.5,No
667,141,1,1,2.84,3,187.5,99,81.4,12.07,10.5,No
668,130,1,1,3.29,1,174.5,120,81.9,10.88,12.2,No
669,73,1,0,0.31,0,240.3,130,58.1,8.13,11.9,No
670,44,1,0,0.00,0,288.8,86,65.0,8.80,9.5,Yes
671,123,1,0,0.00,3,166.9,98,48.0,11.09,12.8,No
672,103,1,1,3.19,1,138.8,80,67.9,7.10,11.8,No
673,67,1,1,3.62,0,174.7,86,80.2,8.03,13.4,No
674,64,1,0,0.00,1,206.2,76,55.0,11.62,13.6,No
675,114,1,0,0.40,1,172.0,145,57.0,13.82,10.1,No
676,106,1,0,0.00,1,235.2,121,59.0,11.03,11.8,No
677,122,1,0,0.00,1,35.1,62,22.0,9.04,12.7,No
678,31,1,0,0.28,1,166.1,105,37.8,3.97,12.7,No
679,106,1,0,0.00,0,158.6,112,46.0,11.00,9.1,No
680,97,1,0,0.00,3,211.0,76,52.0,9.45,4.7,No
681,91,1,1,3.32,3,232.4,97,89.2,9.30,12.3,No
682,69,1,0,0.27,3,143.6,88,39.7,7.09,10.8,No
683,45,1,0,0.37,1,155.7,110,52.7,13.02,11.0,No
684,70,1,0,0.00,1,230.3,110,46.0,3.90,13.2,No
685,13,1,0,0.00,0,303.2,133,67.0,8.53,11.5,Yes
686,98,1,1,2.62,0,278.3,89,82.2,4.67,9.7,No
687,121,1,1,3.24,1,116.0,85,65.4,7.51,12.0,No
688,133,1,0,0.00,2,187.0,65,44.0,7.07,10.0,No
689,92,1,1,2.70,1,151.1,90,70.0,9.74,10.0,No
690,116,1,0,0.00,2,110.9,54,37.0,10.67,7.9,No
691,136,0,0,0.00,2,183.4,103,44.0,7.10,10.4,No
692,86,1,1,2.65,2,99.9,84,66.5,13.18,9.8,No
693,190,1,1,2.67,1,116.7,71,59.7,7.30,9.9,No
694,93,1,0,0.19,2,271.6,71,67.9,11.47,10.9,No
695,125,1,0,0.32,2,113.0,108,37.2,8.46,9.2,Yes
696,120,1,0,0.00,1,158.0,110,44.0,9.85,10.0,No
697,86,1,0,0.17,2,70.7,125,31.7,10.55,0.0,No
698,63,1,1,3.29,1,184.2,111,90.9,15.63,12.2,No
699,36,1,0,0.00,1,175.1,144,49.0,10.85,9.9,No
700,104,1,0,0.27,1,183.6,133,44.7,6.04,12.7,No
701,145,1,0,0.00,1,245.8,116,67.0,14.34,9.0,Yes
702,109,1,1,3.32,1,166.9,85,81.2,11.06,12.3,Yes
703,138,1,1,2.21,0,75.8,102,50.1,8.68,8.2,No
704,148,1,0,0.00,1,17.6,121,17.0,8.09,10.6,No
705,92,1,0,0.00,0,208.0,125,53.0,9.95,8.6,No
706,86,1,1,3.29,1,167.6,139,71.9,5.65,12.2,No
707,92,1,0,0.00,2,91.7,90,33.0,9.69,9.2,No
708,60,1,0,0.00,2,289.8,101,71.0,12.78,11.7,Yes
709,113,1,1,3.59,1,44.9,63,55.9,6.71,13.3,No
710,17,1,1,2.19,1,198.5,123,78.9,13.53,8.1,No
711,100,1,0,0.00,0,203.8,122,59.0,14.16,12.5,No
712,93,1,0,0.21,0,141.7,95,45.1,11.05,10.2,No
713,76,1,0,0.00,4,107.3,140,39.0,11.91,10.0,Yes
714,119,1,0,0.23,2,154.5,129,45.3,9.68,13.4,No
715,115,0,0,0.00,1,249.9,95,64.0,12.13,15.3,Yes
716,67,1,0,0.00,2,152.5,131,48.0,12.62,4.9,No
717,116,1,1,3.00,0,230.6,94,89.0,11.21,11.1,No
718,147,1,0,0.33,1,212.8,79,57.3,10.21,10.2,No
719,123,1,1,4.21,2,197.6,105,83.1,4.00,15.6,No
720,194,1,0,0.00,1,48.4,101,33.0,14.06,18.2,No
721,63,1,0,0.00,0,261.8,69,66.0,12.25,14.7,Yes
722,89,1,0,0.00,1,137.9,96,40.0,9.63,11.0,No
723,89,1,0,0.00,0,105.9,151,35.0,9.48,12.7,No
724,109,1,0,0.00,0,184.0,120,42.0,6.02,11.0,No
725,91,0,0,0.00,2,145.0,89,40.0,8.79,16.7,Yes
726,128,1,1,2.92,0,222.9,136,90.2,13.10,10.8,No
727,202,1,0,0.00,3,115.4,137,35.0,8.94,6.0,No
728,66,1,0,0.31,2,205.1,102,58.1,11.64,9.2,No
729,94,0,0,0.00,4,243.2,109,54.0,7.35,7.2,No
730,144,1,0,0.00,0,133.3,101,45.0,12.78,11.6,No
731,74,1,1,3.70,0,234.4,113,100.0,13.30,13.7,No
732,153,1,0,0.00,1,193.8,90,50.0,9.77,8.5,No
733,57,1,0,0.00,0,85.9,92,32.0,9.70,10.1,No
734,87,1,0,0.42,3,223.2,109,53.2,6.38,14.5,No
735,163,1,0,0.00,1,197.0,109,51.0,10.13,9.1,No
736,161,1,0,0.00,4,332.9,67,84.0,15.89,5.4,Yes
737,128,1,1,2.70,1,265.1,110,89.0,9.87,10.0,No
738,111,1,0,0.25,2,191.3,80,47.5,6.93,6.4,No
739,111,1,0,0.00,1,294.7,90,76.0,14.73,10.8,Yes
740,127,1,0,0.26,1,266.6,106,70.6,13.24,5.9,Yes
741,142,1,0,0.00,1,232.1,102,54.0,8.41,9.9,No
742,136,1,0,0.34,1,92.0,117,41.4,12.68,10.3,No
743,83,0,1,2.86,2,94.7,111,58.6,7.72,10.6,No
744,122,1,0,0.00,2,180.0,88,43.0,7.25,11.5,No
745,78,1,0,0.00,2,155.0,106,42.0,8.77,11.8,No
746,52,1,1,1.43,2,195.7,119,57.3,5.31,5.3,No
747,139,1,0,0.00,5,134.4,106,41.0,10.57,10.2,Yes
748,88,1,0,0.00,2,161.5,92,43.0,8.68,7.9,No
749,151,1,1,3.62,0,196.5,98,85.2,8.79,13.4,No
750,143,1,0,0.42,2,172.3,97,49.2,8.70,13.0,No
751,105,1,0,0.00,1,251.6,88,58.0,8.76,5.4,No
752,68,1,0,0.28,1,178.7,61,54.8,12.62,8.4,No
753,72,1,0,0.00,1,175.5,103,42.0,6.62,11.8,No
754,92,1,0,0.00,3,154.0,122,55.0,16.49,5.6,Yes
755,75,1,1,2.54,3,225.5,119,79.4,9.10,9.4,No
756,76,1,0,0.00,0,204.2,100,60.0,14.63,10.5,No
757,114,1,1,3.48,1,125.2,79,71.8,8.89,12.9,No
758,116,1,0,0.00,2,167.8,119,41.0,7.10,7.3,No
759,81,1,0,0.00,4,166.2,102,47.0,10.88,13.2,No
760,106,0,1,3.89,1,270.3,111,103.9,10.76,14.4,Yes
761,95,0,0,0.00,4,228.9,134,61.0,12.79,10.1,Yes
762,85,1,0,0.00,1,126.1,112,45.0,13.74,9.8,No
763,74,1,0,0.00,3,262.3,114,62.0,9.95,6.6,No
764,129,1,1,3.08,1,211.0,99,80.8,7.76,11.4,No
765,89,1,1,1.59,0,97.8,98,50.9,10.36,5.9,No
766,157,1,1,1.84,3,192.6,107,68.4,9.78,6.8,No
767,83,1,0,0.00,3,231.3,100,58.0,10.52,12.4,No
768,137,1,0,0.23,1,155.5,81,40.3,6.66,9.1,No
769,80,1,0,0.00,0,206.3,97,49.0,7.75,12.4,No
770,120,1,0,0.00,2,184.5,103,50.0,10.45,10.2,No
771,41,1,0,0.00,3,223.8,67,59.0,12.24,12.3,No
772,12,1,0,0.00,1,249.6,118,64.0,12.62,11.8,Yes
773,48,1,0,0.00,2,190.4,92,60.0,15.88,8.3,No
774,101,1,0,0.00,3,248.6,102,58.0,8.75,6.1,No
775,54,1,0,0.00,1,116.8,119,31.0,6.16,12.0,No
776,111,1,0,0.00,4,222.2,96,52.0,8.13,11.9,No
777,76,1,0,0.00,0,186.1,96,50.0,10.58,8.0,No
778,84,1,0,0.14,2,226.9,144,57.4,10.08,13.2,No
779,95,1,0,0.22,2,184.2,95,49.2,9.08,12.8,No
780,63,1,0,0.00,1,207.6,96,55.0,11.45,13.3,No
781,100,1,0,0.34,4,107.0,63,31.4,5.29,12.8,Yes
782,82,1,0,0.21,0,135.4,102,46.1,11.86,17.5,No
783,185,1,1,3.73,2,151.1,121,84.3,12.24,13.8,No
784,68,1,0,0.00,1,157.3,83,46.0,11.05,12.0,No
785,21,1,0,0.00,1,223.2,142,57.0,10.83,12.4,No
786,147,1,0,0.00,2,209.4,104,47.0,6.63,11.3,No
787,103,1,0,0.00,1,158.7,90,44.0,9.92,10.5,No
788,143,1,0,0.00,0,223.3,99,53.0,8.36,4.5,Yes
789,113,1,0,0.00,3,132.1,72,44.0,12.38,6.9,No
790,84,0,0,0.00,2,299.4,71,57.0,3.10,6.6,No
791,204,1,0,0.00,6,174.3,85,52.0,12.71,5.9,No
792,98,1,0,0.00,1,165.0,129,46.0,10.13,12.5,Yes
793,27,1,0,0.00,2,201.2,128,54.0,11.36,8.4,No
794,154,1,1,2.59,0,224.0,102,80.9,9.60,9.6,No
795,98,1,0,0.00,4,221.2,80,56.0,10.68,11.9,No
796,137,1,0,0.00,3,242.1,118,58.0,9.55,14.7,No
797,107,1,0,0.21,5,189.7,76,48.1,7.81,8.3,No
798,50,0,0,0.34,2,99.6,108,47.4,15.44,13.7,Yes
799,109,1,0,0.00,3,154.8,82,51.0,14.39,5.9,No
800,132,1,0,0.00,1,169.9,107,47.0,10.47,11.5,No
801,96,1,0,0.36,1,106.6,128,46.6,14.24,14.9,No
802,116,0,1,3.16,3,162.3,91,83.6,13.97,11.7,Yes
803,67,0,1,4.56,0,181.1,59,95.6,10.80,16.9,Yes
804,96,1,1,2.67,1,145.8,108,68.7,9.61,9.9,No
805,84,1,0,0.00,0,280.0,113,65.0,10.11,10.4,Yes
806,90,0,1,3.59,0,169.0,104,80.9,9.44,13.3,Yes
807,100,1,0,0.00,1,131.1,108,38.0,8.81,4.3,No
808,161,1,0,0.16,4,191.9,113,40.6,3.55,13.4,Yes
809,19,1,1,3.05,1,156.6,97,76.5,11.21,11.3,No
810,162,1,0,0.00,4,70.7,108,26.0,7.88,9.1,Yes
811,116,1,0,0.00,3,245.9,73,63.0,12.01,8.9,No
812,133,0,0,0.00,1,127.3,108,43.0,12.57,10.3,No
813,29,0,1,1.54,2,235.0,101,71.4,9.17,5.7,No
814,98,1,1,3.48,2,181.6,112,84.8,11.04,12.9,No
815,65,0,0,0.31,0,277.9,123,64.1,7.79,9.2,Yes
816,15,1,0,0.00,2,121.1,130,39.0,10.80,16.1,No
817,89,1,1,2.03,2,163.5,80,72.3,13.74,7.5,No
818,171,1,1,1.57,1,186.9,94,68.7,12.00,5.8,No
819,81,0,0,0.25,0,227.4,105,59.5,10.58,11.9,No
820,86,1,1,2.27,3,157.2,118,66.7,9.82,8.4,No
821,197,0,0,0.12,5,127.3,80,42.2,11.12,13.7,Yes
822,52,1,0,0.00,1,215.9,67,56.0,10.85,5.2,No
823,123,1,0,0.00,0,224.0,99,56.0,10.54,2.1,No
824,12,0,0,0.00,2,216.7,117,47.0,5.83,9.8,No
825,74,1,0,0.00,1,172.1,105,48.0,10.59,11.6,No
826,143,1,0,0.00,1,155.4,112,52.0,14.55,13.9,No
827,72,1,0,0.00,4,217.8,93,54.0,9.49,10.4,No
828,73,1,0,0.43,1,194.8,112,52.3,8.36,10.8,No
829,131,1,0,0.00,1,109.5,95,47.0,16.61,6.6,No
830,80,1,0,0.24,2,203.7,92,56.4,10.82,7.6,No
831,43,1,0,0.00,1,84.2,134,22.0,4.04,10.8,No
832,73,1,0,0.00,0,175.4,130,51.0,12.41,12.2,No
833,125,1,0,0.00,1,203.4,110,46.0,6.44,11.0,No
834,10,1,0,0.00,2,186.1,112,48.0,9.51,11.4,No
835,67,1,0,0.22,4,310.4,97,61.2,3.33,9.2,No
836,166,0,1,2.38,2,128.2,138,69.8,13.73,8.8,No
837,108,1,0,0.00,4,154.2,123,36.0,5.62,15.4,Yes
838,189,1,0,0.25,3,227.8,124,56.5,8.48,5.6,No
839,89,1,0,0.38,2,89.7,80,34.8,8.99,9.5,No
840,97,1,1,1.81,1,202.3,97,59.1,3.46,6.7,No
841,125,1,0,0.00,2,191.6,115,51.0,10.28,9.2,No
842,103,1,1,2.86,1,153.5,78,75.6,12.10,10.6,No
843,67,1,0,0.14,0,115.5,70,43.4,12.61,7.5,No
844,101,1,0,0.00,1,154.4,130,45.0,10.86,13.9,No
845,37,1,0,0.00,2,199.5,107,52.0,10.38,8.1,No
846,91,1,1,2.59,1,273.0,78,90.9,10.78,9.6,No
847,124,1,0,0.00,3,158.6,104,45.0,10.56,10.2,No
848,72,1,0,0.00,0,198.4,147,53.0,10.85,13.1,No
849,120,0,0,0.00,2,202.0,123,51.0,9.22,7.4,Yes
850,124,1,0,0.00,1,160.9,109,40.0,7.21,12.9,No
851,148,1,0,0.00,1,239.3,84,58.0,9.79,10.9,No
852,120,1,1,2.84,0,200.3,68,81.4,11.02,10.5,No
853,80,1,0,0.40,2,149.8,123,53.0,13.82,10.9,No
854,107,1,0,0.00,3,146.9,94,35.0,5.72,11.4,No
855,101,1,0,0.30,1,0.0,0,20.0,9.61,7.2,No
856,78,1,0,0.00,1,130.8,64,42.0,11.19,10.0,No
857,37,1,1,2.81,0,264.7,81,92.1,10.83,10.4,No
858,135,0,1,3.94,0,173.1,85,86.4,10.20,14.6,Yes
859,82,1,0,0.00,1,197.7,101,45.0,6.38,13.5,No
860,96,1,1,2.81,3,183.3,115,77.1,10.07,10.4,No
861,78,1,0,0.00,2,190.3,88,49.0,9.73,11.7,No
862,132,1,0,0.00,0,222.4,85,52.0,8.27,11.2,No
863,62,1,0,0.00,2,182.3,101,59.0,16.41,11.2,No
864,156,1,0,0.00,3,174.3,95,46.0,9.33,12.9,No
865,145,1,0,0.00,1,224.2,89,65.0,15.75,16.1,Yes
866,56,1,0,0.33,1,210.4,80,54.3,8.83,15.5,No
867,104,1,0,0.00,0,138.7,107,46.0,12.85,10.0,No
868,127,1,0,0.00,0,261.7,105,60.0,9.09,3.3,No
869,152,1,0,0.00,1,206.3,98,60.0,14.64,10.6,No
870,124,1,0,0.00,1,131.8,82,47.0,14.22,11.3,No
871,135,1,1,3.32,1,273.4,141,93.2,7.70,12.3,No
872,86,1,0,0.00,0,176.3,79,52.0,12.96,6.2,No
873,138,0,0,0.00,4,46.5,104,24.0,9.30,9.6,Yes
874,119,1,1,2.70,1,178.1,110,76.0,10.64,10.0,No
875,73,1,0,0.00,2,234.7,102,57.0,9.79,8.4,No
876,95,1,0,0.00,0,198.4,113,54.0,11.80,10.1,No
877,83,1,1,3.19,1,78.5,109,63.9,10.53,11.8,No
878,111,1,1,3.62,2,96.8,123,67.2,8.53,13.4,No
879,114,1,1,2.27,4,225.8,94,77.7,9.65,8.4,No
880,124,1,0,0.00,0,178.4,72,51.0,11.68,12.0,No
881,53,1,1,3.46,2,131.2,63,76.6,11.37,12.8,No
882,75,1,1,3.05,2,121.5,97,74.5,13.57,11.3,No
883,142,1,1,2.57,0,239.8,103,91.7,14.30,9.5,No
884,102,1,0,0.33,0,144.4,87,51.3,13.33,7.1,No
885,58,1,1,3.11,2,224.1,127,90.1,11.94,11.5,No
