Individual,BureauInquiries,CreditUsage,TotalCredit,CollectionReports,MissedPayments,HomeOwner,CreditAge,TimeOnJob,CreditScore
2551,6,0.250,18000,0,0,1,6.60,13,699
2552,6,0.300,11500,0,2,1,7.20,5,615
2553,5,0.330,12500,0,0,1,7.00,4,610
2554,6,0.160,16000,0,1,1,9.20,14,756
2555,6,0.670,24000,1,1,1,7.90,4,663
2556,7,0.430,14000,0,0,1,8.60,13,731
2557,6,0.310,10500,0,2,1,9.00,7,623
2558,5,0.140,13500,0,0,1,6.60,4,672
2559,8,0.140,13000,0,1,1,9.50,5,709
2560,6,0.450,4500,0,0,0,4.40,9,614
2561,6,0.360,26000,0,0,0,6.20,5,646
2562,6,0.360,27000,0,0,0,6.20,5,593
2563,8,0.230,20500,1,3,1,7.40,6,486
2564,6,0.460,12000,0,2,1,9.50,8,568
2565,7,0.360,18000,0,0,0,8.50,14,740
2566,8,0.340,13500,0,0,0,3.60,13,682
2567,6,0.520,13000,0,0,0,4.00,16,751
2568,6,0.230,16500,0,0,1,6.60,10,723
2569,7,0.290,23000,0,1,0,5.90,10,545
2570,6,0.230,14000,1,2,0,7.20,5,611
2571,6,0.300,18500,0,2,0,7.00,13,682
2572,7,0.280,14000,0,0,1,5.20,5,567
2573,5,0.280,15500,1,2,1,6.20,14,573
2574,6,0.300,14500,0,0,1,9.90,10,758
2575,6,0.290,20500,0,0,0,8.90,9,740
2576,6,0.260,13500,0,0,0,5.50,11,710
2577,6,0.140,9000,0,0,1,8.60,10,743
2578,6,0.300,16000,0,0,1,6.10,15,743
2579,6,0.260,14500,0,1,0,8.20,8,738
2580,7,0.190,15500,0,1,0,7.60,4,712
2581,7,0.330,25000,0,3,0,6.40,3,590
2582,9,0.310,25500,0,0,1,6.50,5,569
2583,6,0.240,17000,0,2,1,8.80,8,668
2584,6,0.250,12500,0,2,1,5.50,5,605
2585,6,0.240,19500,0,0,0,7.60,4,741
2586,7,0.270,21000,0,0,1,7.10,15,748
2587,6,0.390,17500,0,3,0,9.30,7,633
2588,5,0.200,11500,0,0,1,7.00,13,705
2589,6,0.110,17000,0,0,1,6.90,4,696
2590,7,0.540,11500,0,1,0,4.20,8,643
2591,6,0.140,15500,0,0,1,5.50,11,770
2592,7,0.290,20500,0,0,0,6.10,9,609
2593,8,0.350,28000,0,1,0,8.20,5,715
2594,7,0.500,6000,0,0,1,5.60,4,529
2595,7,0.260,16500,0,0,0,8.00,7,724
2596,8,0.290,16500,0,1,0,4.20,11,507
2597,7,0.240,14500,0,2,1,6.00,4,582
2598,6,0.210,15500,0,0,1,6.80,2,612
2599,6,0.260,16500,2,2,1,5.90,4,583
2600,5,0.120,15000,0,1,1,6.60,4,540
2601,6,0.430,9000,0,0,1,7.10,9,631
2602,7,0.180,15500,0,1,1,6.00,4,725
2603,7,0.380,14000,0,0,0,6.80,14,749
2604,7,0.260,21000,1,3,1,6.20,8,443
2605,7,0.330,14000,0,1,1,5.40,3,674
2606,6,0.300,17500,0,2,0,8.40,6,643
2607,7,0.280,16500,0,2,1,9.40,6,594
2608,6,0.400,9500,0,2,0,7.20,5,552
2609,7,0.180,15500,0,0,1,6.40,9,776
2610,6,0.210,14500,0,0,1,5.10,3,578
2611,7,0.190,24500,0,0,0,4.00,10,704
2612,6,0.260,18000,0,0,1,9.20,8,618
2613,6,0.400,8500,0,2,0,7.20,5,626
2614,8,0.210,19500,0,0,1,5.50,11,621
2615,6,0.170,15000,0,0,1,7.80,11,705
2616,6,0.180,39000,0,3,1,10.30,7,563
2617,6,0.500,9000,0,0,1,4.00,4,588
2618,6,0.310,15000,0,1,1,7.20,5,738
2619,8,0.500,25500,0,1,1,6.70,9,545
2620,5,0.290,19000,0,0,1,5.20,14,718
2621,6,0.330,10500,0,0,1,9.70,6,560
2622,6,0.130,14500,0,0,1,5.20,5,715
2623,8,0.330,22000,0,0,0,6.80,14,780
2624,7,0.370,20000,0,1,0,7.40,6,715
2625,6,0.200,15000,0,0,1,7.30,13,662
2626,5,0.220,16000,0,0,1,7.65,11,687
2627,7,0.240,13000,0,1,1,7.70,6,688
2628,7,0.190,24500,0,0,1,5.00,10,777
2629,7,0.310,13500,0,0,1,6.50,5,579
2630,5,0.240,7000,0,3,1,6.80,5,651
2631,6,0.270,12500,0,1,1,5.20,5,697
2632,5,0.280,11000,1,2,1,8.65,5,487
2633,6,0.160,10500,1,1,1,7.40,9,694
2634,9,0.240,25000,0,0,1,5.20,14,743
2635,6,0.350,4500,0,0,1,7.60,4,543
2636,6,0.350,19500,0,1,1,8.30,10,768
2637,7,0.150,14000,0,0,0,5.00,4,721
2638,7,0.240,15500,0,0,1,5.50,5,626
2639,6,0.230,12000,0,0,1,9.90,10,704
2640,7,0.300,18000,0,1,1,9.60,7,709
2641,7,0.230,20500,0,0,1,8.90,13,704
2642,6,0.130,22000,0,0,1,10.60,10,692
2643,6,0.230,17000,0,0,1,9.40,12,652
2644,6,0.300,23500,0,1,1,9.20,5,749
2645,6,0.190,17500,0,0,1,7.40,9,616
2646,6,0.350,10500,0,0,1,5.70,6,526
2647,6,0.430,15500,1,1,1,7.30,4,514
2648,7,0.250,15500,0,0,0,4.40,12,683
2649,8,0.270,17500,0,0,0,6.20,14,703
2650,7,0.270,13500,0,0,0,7.50,11,688
2651,8,0.360,22000,0,0,1,7.70,6,709
2652,7,0.160,18000,0,0,1,6.00,10,744
2653,7,0.190,16500,0,2,0,7.60,4,661
2654,5,0.335,18000,0,2,1,9.00,7,564
2655,9,0.590,22000,1,8,1,5.50,2,375
2656,6,0.260,14000,0,2,1,6.00,7,658
2657,7,0.240,18000,0,0,1,9.50,14,743
2658,7,0.345,13000,0,0,0,5.50,5,629
2659,6,0.220,13500,0,0,1,5.40,3,573
2660,7,0.320,30000,0,1,1,6.70,3,735
2661,6,0.360,9000,0,0,1,5.50,2,599
2662,5,0.200,16500,0,0,1,7.40,6,663
2663,7,0.220,15500,0,0,0,5.70,15,744
2664,7,0.280,19500,0,1,1,7.10,9,820
2665,7,0.230,35000,0,0,0,5.40,3,569
2666,6,0.280,13500,0,0,1,5.10,9,667
2667,7,0.150,14000,0,0,0,5.00,4,753
2668,8,0.240,12500,0,0,1,6.10,9,660
2669,7,0.190,26500,1,1,1,6.70,6,581
2670,6,0.260,12500,0,1,1,6.40,6,725
2671,5,0.200,14000,0,0,1,8.40,12,699
2672,6,0.180,24000,1,1,0,9.50,2,694
2673,6,0.180,38000,0,2,1,10.30,7,629
2674,6,0.220,9500,1,1,0,7.50,5,684
2675,7,0.180,18000,0,1,1,5.30,4,687
2676,6,0.240,16500,0,1,1,11.80,5,700
2677,6,0.320,8500,1,1,1,7.40,3,671
2678,7,0.280,16500,0,2,1,10.40,3,676
2679,7,0.310,17500,0,0,1,7.10,9,644
2680,6,0.320,24500,1,2,1,8.00,4,539
2681,5,0.220,10000,0,0,1,6.70,3,678
2682,7,0.170,21000,0,0,1,9.20,11,710
2683,7,0.180,20000,0,1,1,6.90,7,565
2684,7,0.340,14000,0,0,1,4.60,4,658
2685,6,0.160,14000,0,1,1,7.20,11,712
2686,7,0.350,24000,0,2,0,7.40,3,626
2687,7,0.230,13500,0,0,0,8.90,10,769
2688,6,0.190,14000,0,0,1,5.40,9,728
2689,7,0.310,14000,0,1,0,6.00,4,612
2690,6,0.320,6000,0,2,1,4.00,4,625
2691,6,0.210,15500,0,0,1,5.40,9,570
2692,7,0.310,11000,0,0,1,5.80,8,760
2693,6,0.150,16000,0,0,1,10.30,13,791
2694,6,0.250,20000,0,0,0,5.20,11,719
2695,7,0.230,22000,0,0,1,6.40,3,630
2696,8,0.370,33000,0,2,0,12.90,4,608
2697,6,0.190,15000,0,0,1,5.30,4,743
2698,6,0.350,23000,1,2,1,6.50,5,592
2699,7,0.280,12000,0,0,1,7.50,5,625
2700,9,0.230,29000,0,3,0,7.90,4,601
2701,6,0.360,17000,0,0,0,6.80,8,577
2702,6,0.190,18500,1,1,1,7.40,6,635
2703,6,0.270,9500,0,1,1,5.30,7,735
2704,6,0.240,14500,0,0,1,4.20,14,677
2705,6,0.260,14500,0,2,1,8.20,8,651
2706,8,0.230,24500,0,0,0,5.20,8,715
2707,6,0.280,13500,0,0,1,5.10,9,688
2708,6,0.210,11500,0,0,0,6.80,5,595
2709,6,0.220,25500,1,1,1,7.30,7,653
2710,6,0.270,24500,0,0,1,6.40,6,653
2711,7,0.640,26000,3,8,0,11.30,4,401
2712,7,0.320,17000,0,1,1,7.50,14,759
2713,7,0.470,9000,0,0,0,7.40,6,615
2714,6,0.270,8500,0,0,0,6.40,3,634
2715,7,0.320,15000,1,4,1,7.30,4,375
2716,8,0.260,13500,1,5,0,7.40,6,408
2717,7,0.300,22000,0,2,1,9.60,4,634
2718,6,0.190,17500,0,0,0,6.10,9,729
2719,7,0.460,12500,0,2,0,7.20,5,606
2720,6,0.240,12000,0,0,1,7.90,4,567
2721,7,0.230,18500,0,1,1,6.60,13,749
2722,6,0.400,22000,1,2,0,8.20,5,605
2723,9,0.240,22500,0,0,0,7.40,9,685
2724,6,0.410,13000,0,0,0,6.68,15,701
2725,7,0.320,12500,0,2,0,7.40,3,643
2726,6,0.310,12000,0,0,1,6.90,10,746
2727,6,0.280,22500,0,2,1,6.60,4,684
2728,6,0.150,16500,0,0,1,5.00,4,775
2729,8,0.280,16000,0,2,0,8.30,7,685
2730,7,0.270,13500,0,0,0,7.50,11,776
2731,7,0.330,23000,0,2,0,7.00,4,613
2732,6,0.280,12500,0,2,0,7.40,3,555
2733,6,0.555,13000,0,0,1,6.30,4,626
2734,6,0.360,13000,0,0,1,9.20,14,837
2735,7,0.420,10000,0,0,1,7.20,17,718
2736,6,0.360,25000,1,1,1,7.80,5,666
2737,7,0.190,16500,0,0,1,7.20,11,694
2738,8,0.230,20000,0,0,0,6.50,8,750
2739,6,0.150,18000,0,1,1,10.00,10,741
2740,6,0.280,14500,0,0,1,8.80,11,676
2741,6,0.280,13000,0,0,0,6.30,13,743
2742,6,0.330,17500,0,1,0,8.90,13,603
2743,6,0.180,15000,0,1,0,7.00,4,736
2744,7,0.400,14500,0,0,1,7.30,10,765
2745,9,0.420,21500,0,0,0,7.00,10,662
2746,6,0.220,16500,0,0,1,7.10,9,766
2747,6,0.200,30500,0,0,0,5.30,4,652
2748,6,0.290,20500,0,0,0,8.90,9,709
2749,6,0.160,18500,0,2,1,9.40,9,680
2750,7,0.320,16500,0,2,0,7.50,8,587
2751,7,0.200,14000,0,0,0,7.90,13,705
2752,6,0.350,19500,0,2,1,7.40,6,492
2753,6,0.200,16000,0,0,1,10.60,10,703
2754,6,0.350,15000,0,0,1,6.00,10,726
2755,6,0.380,13500,0,2,1,9.60,4,617
2756,7,0.360,16000,0,0,1,6.60,13,704
2757,5,0.360,21000,0,1,1,5.20,11,515
2758,5,0.360,13500,0,0,1,6.80,11,727
2759,6,0.310,15000,0,0,1,9.80,14,749
2760,7,0.400,26000,0,0,0,8.10,3,640
2761,8,0.240,18500,0,0,0,5.80,8,626
2762,7,0.480,14000,0,2,1,6.90,4,625
2763,6,0.250,22000,0,0,1,6.50,14,736
2764,7,0.345,26500,0,2,0,7.30,4,610
2765,9,0.200,17500,0,0,1,5.40,6,651
2766,8,0.270,21500,0,0,0,7.90,13,739
2767,6,0.320,9000,0,2,1,6.70,3,622
2768,7,0.290,14500,0,1,1,10.50,8,743
2769,7,0.190,16000,0,0,0,5.00,10,744
2770,6,0.460,17000,0,0,1,7.30,7,603
2771,6,0.430,15000,1,2,1,8.90,4,575
2772,8,0.200,38000,0,0,1,6.60,13,705
2773,8,0.170,19000,0,0,1,10.60,7,728
2774,7,0.190,12500,0,0,0,8.20,5,652
2775,7,0.310,25500,0,2,0,9.50,5,640
2776,8,0.360,20500,0,0,1,6.50,5,732
2777,6,0.270,18500,0,1,0,7.50,5,715
2778,6,0.280,17000,0,0,1,8.00,10,711
2779,6,0.360,4000,0,0,1,8.90,4,568
2780,5,0.260,13500,2,2,1,5.20,5,650
2781,7,0.300,16500,0,0,1,6.80,14,759
2782,8,0.220,16000,0,2,1,7.60,7,659
2783,7,0.130,19000,1,1,1,5.80,5,553
2784,8,0.370,16500,0,0,0,10.30,13,643
2785,6,0.400,15000,0,1,1,8.90,4,748
2786,6,0.380,9000,0,0,1,10.20,8,745
2787,6,0.230,14500,0,0,1,8.60,7,666
2788,7,0.200,17500,0,0,0,8.30,10,714
2789,5,0.340,12000,0,0,1,11.70,18,707
2790,6,0.170,19000,0,0,0,8.20,11,673
2791,5,0.210,17000,0,0,1,7.70,12,679
2792,7,0.190,15000,0,1,1,7.30,4,742
2793,6,0.230,12500,0,0,1,8.90,7,677
2794,8,0.270,24500,0,2,0,9.90,7,474
2795,6,0.180,15000,0,2,1,6.60,7,671
2796,6,0.300,12500,0,0,1,9.80,14,825
2797,7,0.220,15500,0,0,1,5.10,15,770
2798,6,0.350,16500,0,0,1,7.40,15,698
2799,8,0.300,32500,0,3,0,8.40,9,435
2800,7,0.230,11500,0,0,0,5.10,11,714
2801,6,0.270,15500,0,0,1,6.30,10,697
2802,5,0.330,13500,0,0,1,5.00,10,769
2803,6,0.320,13000,0,0,1,7.00,10,611
2804,6,0.290,25500,0,1,1,8.20,8,763
2805,6,0.170,13500,0,2,1,5.60,7,692
2806,8,0.200,16000,0,0,0,10.40,12,693
2807,6,0.200,13500,0,0,1,7.80,5,654
2808,8,0.290,24500,0,0,1,6.40,9,695
2809,6,0.270,24500,0,1,1,6.20,5,722
2810,6,0.200,15000,0,1,1,6.50,2,741
2811,7,0.520,24500,0,1,1,5.40,12,696
2812,5,0.450,22000,1,2,0,6.00,4,588
2813,6,0.280,15500,1,2,1,7.00,4,626
2814,6,0.150,20000,0,0,1,10.00,10,717
2815,6,0.300,17000,1,2,1,6.30,7,604
2816,6,0.320,16500,0,0,1,7.60,7,679
2817,7,0.180,18000,0,0,1,5.10,15,736
2818,6,0.160,16500,0,0,1,6.70,9,777
2819,6,0.180,17000,0,0,1,7.20,5,670
2820,6,0.130,23500,0,1,1,5.40,6,735
2821,6,0.260,23000,0,2,1,7.20,5,636
2822,7,0.260,15000,0,1,1,7.70,3,678
2823,6,0.690,4500,0,0,1,5.30,7,691
2824,6,0.280,18500,0,0,1,10.80,8,623
2825,6,0.310,18000,1,2,1,8.90,7,610
2826,7,0.370,7500,0,0,1,8.80,14,779
2827,6,0.150,16000,0,0,1,6.40,3,706
2828,6,0.280,13500,0,0,1,10.90,7,724
2829,6,0.180,15000,0,1,0,7.00,4,720
2830,6,0.170,13500,0,0,1,6.00,10,754
2831,8,0.280,22500,0,0,0,4.30,10,726
2832,8,0.200,19000,0,1,1,12.70,3,690
2833,6,0.330,16000,0,0,1,9.50,14,716
2834,6,0.180,19000,0,1,1,8.40,6,737
2835,7,0.585,10000,0,0,1,6.20,5,625
2836,6,0.280,16500,0,0,0,5.10,12,717
2837,5,0.655,7000,1,2,1,7.50,8,460
2838,5,0.595,6000,0,0,1,5.90,4,615
2839,5,0.240,7500,0,0,1,7.70,6,711
2840,7,0.290,20000,0,2,0,4.50,11,687
2841,7,0.240,27500,0,3,0,9.50,5,548
2842,7,0.230,19500,0,1,0,6.00,4,670
2843,5,0.220,18500,0,0,1,6.50,14,693
2844,7,0.300,15000,0,1,1,7.30,4,667
2845,7,0.230,20500,0,0,1,7.30,10,687
2846,7,0.270,13000,0,0,1,6.70,3,570
2847,6,0.270,18500,0,1,1,7.50,5,713
2848,10,0.440,47000,0,3,0,7.70,6,414
2849,6,0.110,14000,0,0,1,5.40,6,668
2850,6,0.350,18000,0,0,0,7.30,13,763
2851,6,0.220,16000,0,1,1,8.40,9,704
2852,6,0.250,20000,1,1,1,13.50,8,672
2853,7,0.460,32500,0,2,1,6.10,3,625
2854,5,0.255,17500,0,0,1,9.90,10,678
2855,7,0.180,21500,0,0,1,6.20,8,624
2856,6,0.180,15000,0,0,1,6.00,10,694
2857,7,0.480,21500,2,4,0,8.20,8,341
2858,6,0.280,9500,0,2,1,6.20,5,594
2859,6,0.290,23500,1,2,1,8.30,4,581
2860,7,0.170,18500,0,0,0,6.00,10,776
2861,7,0.240,12000,0,2,1,6.60,7,679
2862,6,0.180,15000,0,1,0,7.00,4,726
2863,8,0.300,25500,0,2,1,7.00,7,601
2864,6,0.220,12500,0,1,0,5.20,5,703
2865,8,0.210,14000,0,0,0,5.20,11,683
2866,7,0.210,17000,0,3,1,8.50,8,667
2867,8,0.320,18000,0,2,1,7.00,13,688
2868,6,0.280,15000,0,0,0,5.90,13,749
2869,7,0.685,10500,0,1,0,8.30,4,657
2870,5,0.150,15500,0,0,1,6.70,12,714
2871,7,0.110,17000,0,0,0,8.00,10,739
2872,7,0.260,15500,0,0,0,7.30,13,761
2873,9,0.160,16000,0,2,1,6.30,4,647
2874,6,0.310,17500,0,1,1,6.10,12,833
2875,5,0.555,13000,0,0,1,6.30,4,635
2876,6,0.180,20500,1,2,0,6.30,4,577
2877,5,0.270,16000,0,1,1,4.80,14,744
2878,6,0.230,9500,0,0,0,8.50,5,590
2879,6,0.260,13500,0,1,1,6.00,7,710
2880,7,0.330,14000,0,2,0,10.50,5,562
2881,7,0.320,20000,0,1,1,7.20,8,671
2882,6,0.560,8000,0,0,0,5.30,4,708
2883,7,0.210,14000,0,1,1,8.20,8,745
2884,6,0.380,18000,0,2,1,11.00,7,591
2885,6,0.460,11500,0,0,1,8.00,16,660
2886,6,0.300,17000,0,0,1,7.50,5,696
2887,7,0.270,14000,0,0,1,5.70,9,745
2888,6,0.200,22000,0,1,1,10.10,12,580
2889,3,0.310,6000,0,0,1,6.20,14,650
2890,7,0.285,17000,0,2,0,6.60,4,620
2891,6,0.270,17500,0,2,1,6.10,9,611
2892,6,0.250,14500,0,0,0,5.10,12,776
2893,9,0.260,17000,0,1,0,7.80,8,739
2894,6,0.330,8000,0,0,1,7.20,5,559
2895,7,0.220,21000,0,0,1,7.40,12,735
2896,6,0.320,17500,1,2,1,9.00,7,560
2897,6,0.270,20000,1,1,1,8.80,5,688
2898,6,0.200,13000,0,0,1,5.50,11,716
2899,8,0.340,24500,0,2,0,7.10,9,682
2900,6,0.310,27500,1,2,1,6.30,4,612
2901,7,0.160,17000,0,0,1,4.00,7,667
2902,7,0.230,19000,0,1,0,6.00,4,733
2903,6,0.170,14000,0,0,1,5.00,7,655
2904,7,0.105,17000,0,0,1,5.00,4,720
2905,5,0.185,9500,0,0,1,6.50,5,709
2906,7,0.220,14000,0,2,1,7.60,10,681
2907,7,0.280,15000,0,0,1,5.90,7,759
2908,6,0.180,20000,0,0,1,8.10,6,679
2909,6,0.180,16000,0,0,1,6.20,8,702
2910,5,0.310,15500,0,0,1,9.50,8,721
2911,7,0.220,18000,0,0,0,7.40,6,651
2912,7,0.230,15500,0,1,0,8.50,5,729
2913,7,0.280,22000,0,0,1,7.60,13,775
2914,8,0.310,17500,0,1,0,4.50,11,560
2915,5,0.270,12000,0,1,1,5.90,13,705
2916,8,0.270,20500,0,0,1,8.90,7,621
2917,7,0.150,16500,0,1,1,5.30,7,561
2918,7,0.120,15000,0,0,1,6.80,5,634
2919,6,0.260,10500,0,0,1,5.90,10,773
2920,6,0.170,16000,0,1,1,7.10,6,729
2921,7,0.240,14500,0,0,1,9.00,10,707
2922,6,0.390,11000,0,0,1,7.00,16,739
2923,6,0.230,19000,0,0,1,6.40,3,594
2924,6,0.270,21000,0,2,1,7.20,5,606
2925,8,0.200,24500,0,0,1,5.50,11,742
2926,5,0.240,15000,0,0,0,9.70,15,682
2927,7,0.380,12500,0,0,0,6.80,17,698
2928,7,0.160,13500,0,0,0,6.10,3,733
2929,6,0.200,13500,0,0,1,7.80,5,661
2930,6,0.320,22500,0,0,1,9.20,14,744
2931,7,0.310,14500,0,0,1,8.00,10,675
2932,6,0.160,13000,0,0,1,8.90,7,659
2933,5,0.315,12500,0,0,1,6.70,12,811
2934,6,0.270,16000,0,2,1,6.20,5,578
2935,6,0.180,13000,0,1,0,8.00,7,570
2936,7,0.305,21000,1,2,0,6.00,4,593
2937,6,0.250,10000,0,0,1,5.50,8,630
2938,5,0.430,15000,0,0,1,9.90,13,771
2939,6,0.290,10000,0,3,1,7.00,7,515
2940,6,0.280,18500,0,2,0,6.70,3,624
2941,7,0.200,16500,0,0,1,6.10,12,754
2942,6,0.260,16500,0,2,0,6.50,8,682
2943,8,0.240,17500,0,0,0,6.50,14,674
2944,6,0.360,16000,0,0,1,5.80,8,579
2945,7,0.250,19500,0,1,0,7.00,4,666
2946,7,0.240,16000,0,0,0,5.50,14,687
2947,6,0.360,16000,0,0,1,10.80,5,641
2948,5,0.205,9000,0,0,1,5.40,9,668
2949,7,0.190,13500,0,0,0,8.90,4,708
2950,7,0.490,24500,0,0,1,4.00,7,627
2951,8,0.200,14000,0,0,0,5.30,10,712
2952,7,0.350,24500,0,0,0,7.60,4,618
2953,6,0.430,16000,0,0,1,4.70,15,743
2954,7,0.460,8000,0,0,0,7.40,9,726
2955,6,0.250,15000,0,0,0,5.80,14,680
2956,6,0.250,19000,0,2,1,7.80,5,592
2957,8,0.420,15500,0,0,0,4.40,15,707
2958,5,0.170,14500,0,0,1,6.40,6,629
2959,6,0.260,14500,0,0,0,5.90,4,722
2960,6,0.350,26500,1,1,0,6.20,5,629
2961,5,0.370,8000,0,2,1,9.40,6,567
2962,6,0.260,24000,0,3,1,7.20,5,531
2963,6,0.520,17500,0,0,0,5.00,10,677
2964,8,0.360,16500,0,1,1,5.00,13,567
2965,6,0.180,15000,0,1,0,7.00,4,701
2966,6,0.290,10500,0,0,0,8.30,7,699
2967,6,0.260,19000,0,0,0,9.20,11,655
2968,7,0.160,14000,0,2,1,8.30,7,661
2969,6,0.545,6000,0,0,1,4.70,12,643
2970,6,0.430,17500,1,3,1,7.50,2,643
2971,9,0.550,17000,0,1,0,5.40,12,555
2972,7,0.320,14500,0,2,0,7.90,4,595
2973,7,0.230,18500,0,1,0,7.00,4,766
2974,7,0.530,5000,0,0,1,4.00,4,637
2975,6,0.240,20000,0,0,1,7.40,15,805
2976,6,0.400,12000,0,0,1,6.20,5,569
2977,6,0.320,11000,0,0,1,10.20,8,673
2978,6,0.170,15500,0,0,0,6.50,8,685
2979,7,0.330,14000,0,2,0,10.50,5,614
2980,7,0.160,17000,0,0,1,5.60,4,606
2981,6,0.340,10500,0,0,1,9.00,7,721
2982,6,0.290,14500,1,2,0,6.70,6,468
