CustomerID,Age,Entrepreneur,Unemployed,Married,Divorced,High School,College,AverageBalance
125,60,0,0,1,0,0,0,53.3
126,44,0,0,0,1,0,0,557.7
128,39,0,0,1,0,0,0,173
129,41,0,0,1,0,0,0,794.3
130,47,0,0,0,1,0,0,1423.5
132,50,0,0,0,1,0,0,11157.9
133,52,0,0,1,0,0,0,3107
134,47,0,0,0,0,0,0,887.9
136,55,0,0,1,0,0,0,414.7
138,50,0,0,1,0,0,0,643.5
141,54,0,0,1,0,0,0,35
142,46,0,0,1,0,0,0,609.7
143,48,0,0,1,0,0,0,3.9
144,52,0,0,1,0,0,0,2965.3
145,43,0,0,1,0,0,0,509.6
146,37,0,0,0,0,0,0,118.3
148,49,0,0,1,0,0,0,891.8
150,48,0,0,1,0,0,0,5796.7
153,57,0,0,0,1,0,0,269.1
154,52,0,0,1,0,0,0,270.4
156,33,0,0,1,0,0,0,648.7
157,47,0,0,0,0,0,0,887.9
158,37,0,0,1,0,0,0,244.4
159,36,0,0,0,1,0,0,1465.1
161,57,0,0,1,0,0,0,262.6
163,27,0,0,1,0,0,0,513.5
164,29,0,0,1,0,0,0,170.3
165,45,0,0,0,1,0,0,557.7
166,57,0,0,1,0,0,0,1454.7
167,41,0,0,1,0,0,0,1710.8
168,56,0,0,1,0,0,0,2711.8
169,52,0,0,1,0,0,0,748.8
170,59,0,0,0,1,0,0,248.3
171,51,0,0,1,0,0,0,2.6
174,47,0,0,1,0,0,0,40.3
179,53,0,0,1,0,0,0,169
181,40,0,0,0,0,0,0,2561
182,46,0,0,0,1,0,0,2349.1
184,35,0,0,1,0,0,0,245.7
185,54,0,0,1,0,0,0,15191.8
186,37,0,0,0,0,0,0,1185.6
187,40,0,0,1,0,0,0,167.7
188,34,0,0,1,0,0,0,535.6
189,34,0,0,0,0,0,0,371.8
190,50,0,0,1,0,0,0,319.8
192,53,0,0,1,0,0,0,304.2
193,49,0,0,0,0,0,0,851.5
194,40,0,0,0,0,0,0,1099.8
195,34,0,0,1,0,0,0,152
196,57,0,0,0,1,0,0,232.7
200,33,0,0,0,0,0,0,335.4
201,27,0,0,0,0,0,0,686.4
202,28,0,0,0,0,0,0,32.5
204,67,0,0,1,0,0,0,1420.9
205,42,0,0,1,0,0,0,397.8
207,46,0,0,0,1,0,0,557.7
208,72,0,0,1,0,0,0,3017.3
209,72,0,0,1,0,0,0,3017.3
210,41,0,0,0,1,1,0,351
211,29,0,0,0,0,1,0,507
212,44,0,0,1,0,1,0,483.6
214,36,0,0,0,1,1,0,657.8
215,37,0,0,0,0,1,0,115
217,45,0,0,0,0,1,0,267.8
218,59,0,0,1,0,1,0,3045.9
219,56,0,0,1,0,1,0,58.5
220,60,0,0,1,0,1,0,377
221,34,0,0,1,0,1,0,79.3
222,41,0,0,1,0,1,0,456.3
223,29,0,0,0,0,1,0,1063.4
224,32,0,0,0,0,1,0,282.1
228,53,0,0,0,1,1,0,1496.3
229,42,0,0,1,0,1,0,578.5
230,47,0,0,1,0,1,0,284.7
232,44,0,0,0,1,1,0,85.8
234,49,0,0,1,0,1,0,556.4
235,39,0,0,0,1,1,0,453.7
236,37,0,0,1,0,1,0,247
237,41,0,0,1,0,1,0,80.6
239,47,0,0,1,0,1,0,478.4
240,51,0,0,1,0,1,0,690.3
241,56,0,0,1,0,1,0,458.9
242,46,0,0,1,0,1,0,465.4
243,31,0,0,0,0,1,0,127.4
244,42,0,0,0,0,1,0,1328.6
245,51,0,0,0,0,1,0,2.6
246,34,0,0,1,0,1,0,728
248,48,0,0,1,0,1,0,163.8
249,59,0,0,1,0,1,0,299
250,38,0,0,0,1,1,0,400.4
251,38,0,0,1,0,1,0,59.8
252,25,0,0,0,0,1,0,158.6
254,27,0,0,1,0,1,0,5.2
256,38,0,0,1,0,1,0,1.3
257,39,0,0,0,0,1,0,32.5
260,39,0,0,0,0,1,0,146.9
261,55,0,0,1,0,1,0,170.3
262,55,0,0,1,0,1,0,237.9
263,35,0,0,1,0,1,0,689
264,51,0,0,0,1,1,0,296.4
266,36,0,0,0,0,1,0,26
267,34,0,0,1,0,1,0,1129.7
269,39,0,0,0,0,1,0,133
270,26,0,0,0,0,1,0,925.6
272,52,0,0,1,0,1,0,629.2
274,52,0,0,1,0,1,0,1606.8
277,30,0,0,1,0,1,0,59.8
278,36,0,0,1,0,1,0,137.8
280,36,0,0,0,1,1,0,170.3
282,38,0,0,0,0,1,0,287.3
285,33,0,0,0,0,1,0,131.3
286,35,0,0,0,0,1,0,192.4
287,41,0,0,1,0,1,0,46
289,49,0,0,1,0,1,0,106.6
290,53,0,0,1,0,1,0,317.2
292,33,0,0,1,0,1,0,27.3
294,31,0,0,1,0,1,0,61
295,41,0,0,0,1,1,0,418.6
297,28,0,0,0,0,1,0,326.3
298,42,0,0,1,0,1,0,131.3
300,37,0,0,0,0,1,0,739.7
302,44,0,0,0,1,1,0,209.3
303,39,0,0,1,0,1,0,26
304,42,0,0,1,0,1,0,578.5
308,37,0,0,0,0,1,0,318.5
309,47,0,0,0,0,1,0,772.2
311,38,0,0,1,0,1,0,10.4
314,52,0,0,0,0,1,0,708.5
315,40,0,0,1,0,1,0,2730
316,32,0,0,0,0,1,0,83.2
317,34,0,0,0,1,1,0,815.1
318,43,0,0,0,0,1,0,182
320,33,0,0,1,0,1,0,57.2
321,52,0,0,1,0,1,0,40.3
322,33,0,0,1,0,1,0,7.8
323,43,0,0,1,0,1,0,92.3
324,38,0,0,0,0,1,0,178.1
325,46,0,0,0,1,1,0,269.1
327,34,0,0,1,0,1,0,617.5
328,39,0,0,0,0,1,0,744.9
329,39,0,0,1,0,1,0,477.1
330,31,0,0,0,1,1,0,400.4
332,42,0,0,0,1,1,0,123
333,31,0,0,1,0,1,0,115.7
334,32,0,0,1,0,1,0,1680.9
335,40,0,0,0,0,1,0,295.1
336,43,0,0,0,0,1,0,3285.1
337,48,0,0,1,0,1,0,6.5
338,44,0,0,0,0,1,0,39
340,31,0,0,0,1,1,0,68.9
342,29,0,0,0,0,1,0,1452.1
343,32,0,0,0,0,1,0,115.7
346,36,0,0,0,0,1,0,267.8
347,39,0,0,1,0,1,0,544.7
348,30,0,0,0,0,1,0,503.1
349,48,0,0,0,0,1,0,124.8
350,41,0,0,0,0,1,0,2229.5
351,33,0,0,0,1,1,0,1466.4
354,36,0,0,1,0,1,0,148.2
355,41,0,0,1,0,1,0,71.5
356,33,0,0,0,0,1,0,393.9
357,44,0,0,0,0,1,0,109.2
360,49,0,0,0,1,1,0,218.4
361,33,0,0,0,1,1,0,182
363,39,0,0,0,0,1,0,990.6
366,49,0,0,0,0,1,0,357.5
369,45,0,0,0,1,1,0,1279.2
370,48,0,0,0,1,1,0,347.1
371,46,0,0,1,0,1,0,1389.7
372,32,0,0,0,0,1,0,239.2
373,57,0,0,1,0,1,0,1580.8
375,33,0,0,1,0,1,0,79.3
376,37,0,0,1,0,1,0,18.2
377,40,0,0,1,0,1,0,679.9
380,32,0,0,0,1,1,0,365.3
381,47,0,0,0,1,1,0,210.6
384,28,0,0,1,0,1,0,327.6
385,25,0,0,0,0,1,0,170.3
386,31,0,0,1,0,1,0,399.1
387,31,0,0,1,0,1,0,461.5
388,28,0,0,0,0,1,0,3680.3
390,54,0,0,1,0,1,0,288.6
391,29,0,0,1,0,1,0,14
392,31,0,0,1,0,1,0,695.5
393,29,0,0,0,1,1,0,139
394,22,0,0,0,0,1,0,1.3
396,43,0,0,1,0,1,0,800.8
397,32,0,0,0,0,1,0,295.1
398,27,0,0,0,0,1,0,860.6
399,31,0,0,1,0,1,0,35.1
400,29,0,0,0,0,1,0,68.9
402,32,0,0,0,0,1,0,920.4
403,41,0,0,1,0,1,0,574.6
404,34,0,0,1,0,1,0,405.6
408,25,0,0,0,0,1,0,79.3
409,29,0,0,0,0,1,0,462.8
411,29,0,0,0,0,1,0,55.9
412,25,0,0,1,0,1,0,13
413,38,0,0,1,0,1,0,328.9
414,32,0,0,0,1,1,0,55.9
415,29,0,0,0,0,1,0,5181.8
416,25,0,0,0,0,1,0,124.8
418,28,0,0,0,0,1,0,317.2
420,28,0,0,1,0,1,0,2.6
421,30,0,0,1,0,1,0,19.5
422,27,0,0,1,0,1,0,172.9
425,49,0,0,1,0,1,0,19.5
426,47,0,0,0,0,1,0,19.5
427,34,0,0,0,1,1,0,286
429,28,0,0,1,0,1,0,261.3
431,31,0,0,1,0,1,0,239.2
432,27,0,0,0,0,1,0,1.3
433,45,0,0,1,0,1,0,222.3
434,31,0,0,1,0,1,0,438.1
435,29,0,0,0,1,1,0,1158.3
436,33,0,0,0,0,1,0,513.5
437,39,0,0,0,0,1,0,644.8
438,28,0,0,1,0,1,0,1244.1
440,26,0,0,0,0,1,0,761.8
441,31,0,0,0,0,1,0,169
442,43,0,0,0,0,1,0,357.5
443,23,0,0,0,0,1,0,377
444,29,0,0,0,0,1,0,496.6
445,23,0,0,0,0,1,0,6.5
446,37,0,0,0,0,1,0,23.4
447,56,0,0,1,0,1,0,2713.1
448,50,0,0,0,0,1,0,551.2
449,35,0,0,0,0,1,0,1111.5
451,32,0,0,0,1,1,0,23.4
452,50,0,0,1,0,1,0,1448.2
453,23,0,0,0,0,1,0,1435.2
454,34,0,0,1,0,1,0,321.1
455,32,0,0,0,0,1,0,1905.8
457,34,0,0,0,0,1,0,1955.2
460,53,0,0,1,0,1,0,604.5
462,46,0,0,1,0,1,0,325
463,56,0,0,1,0,1,0,14.3
464,26,0,0,0,1,1,0,3.9
465,31,0,0,0,0,1,0,384.8
466,27,0,0,0,0,1,0,703.3
467,34,0,0,1,0,1,0,4140.5
468,24,0,0,0,0,1,0,1098.5
470,37,0,0,1,0,1,0,46.8
472,36,0,0,1,0,1,0,549.9
473,28,0,0,0,0,1,0,384.8
474,23,0,0,0,0,1,0,6.5
475,23,0,0,0,0,1,0,365.3
476,41,0,0,1,0,1,0,916.5
477,31,0,0,0,1,1,0,328.9
478,26,0,0,0,0,1,0,119.6
479,39,0,0,0,1,1,0,183.3
481,47,0,0,1,0,1,0,5148
482,52,0,0,0,1,1,0,170.3
485,35,0,0,0,0,1,0,538.2
486,44,0,0,1,0,1,0,1770.6
488,31,0,0,0,0,1,0,195
489,51,0,0,0,1,1,0,2853.5
491,35,0,0,1,0,1,0,72.8
492,46,0,0,0,0,1,0,976.3
493,45,0,0,1,0,1,0,1280.5
494,53,0,0,0,1,1,0,769.6
495,34,0,0,1,0,1,0,44.2
496,31,0,0,0,0,1,0,666.9
497,44,0,0,1,0,1,0,1849.9
498,32,0,0,0,1,1,0,2094.3
499,42,0,0,1,0,1,0,166.4
500,53,0,0,0,1,1,0,1153.1
501,52,0,0,0,1,1,0,33.8
502,38,0,0,1,0,1,0,789.1
503,24,0,0,0,0,1,0,659.1
504,29,0,0,0,0,1,0,57.2
506,58,0,0,1,0,1,0,4725.5
510,42,0,0,0,0,1,0,315.9
511,52,0,0,0,0,1,0,4352.4
514,50,0,0,1,0,1,0,2492.1
515,31,0,0,1,0,1,0,510.9
516,31,0,0,1,0,1,0,977.6
517,50,0,0,1,0,1,0,956.8
518,29,0,0,0,0,1,0,1290.9
519,55,0,0,1,0,1,0,431.6
520,42,0,0,1,0,1,0,3452.8
522,40,0,0,1,0,1,0,198.9
523,45,0,0,1,0,1,0,676
524,42,0,0,0,0,1,0,360.1
525,51,0,0,1,0,1,0,666.9
526,42,0,0,0,1,1,0,1398.8
527,46,0,0,1,0,1,0,3936.4
530,41,0,0,1,0,1,0,1701.7
531,40,0,0,1,0,1,0,1313
534,33,0,0,0,0,1,0,874.9
535,42,0,0,1,0,1,0,1690
536,40,0,0,0,1,1,0,1300
537,33,0,0,0,0,1,0,2096.9
538,37,0,0,0,1,1,0,146.9
541,36,0,0,1,0,1,0,1297.4
542,37,0,0,1,0,1,0,995.8
545,29,0,0,0,0,1,0,1336.4
546,42,0,0,0,1,1,0,2354.3
547,29,0,0,1,0,1,0,503.1
548,29,0,0,0,0,1,0,1170
549,48,0,0,1,0,1,0,8491.6
551,45,0,0,1,0,1,0,178.1
552,31,0,0,1,0,1,0,536.9
553,43,0,0,0,1,1,0,959.4
555,31,0,0,1,0,1,0,130
556,41,0,0,0,0,1,0,39
559,41,0,0,1,0,1,0,2332.2
560,58,0,0,1,0,1,0,1554.8
561,53,0,0,1,0,1,0,5803.2
562,30,0,0,0,0,1,0,45.5
563,42,0,0,1,0,1,0,3793.4
564,46,0,0,1,0,1,0,722.8
565,48,0,0,1,0,1,0,2905.5
568,46,0,0,1,0,1,0,5262.4
569,46,0,0,0,1,1,0,3269.5
570,48,0,0,0,1,1,0,1440.4
572,46,0,0,1,0,1,0,2514.2
575,47,0,0,1,0,1,0,3060.2
576,53,0,0,0,1,1,0,512.2
577,49,0,0,0,0,1,0,930.8
578,45,0,0,0,1,1,0,858
579,53,0,0,0,0,1,0,1531.4
580,60,0,0,0,1,1,0,3926
583,34,0,0,0,0,1,0,2215.2
584,58,0,0,0,1,1,0,2226.9
585,53,0,0,1,0,1,0,256.1
586,42,0,0,1,0,1,0,365.3
587,38,0,0,1,0,1,0,66
588,32,0,0,0,0,1,0,373.1
589,39,0,0,1,0,1,0,777.4
590,47,0,0,1,0,1,0,334.1
591,30,0,0,0,1,1,0,481
593,56,0,0,1,0,1,0,2932.8
594,55,0,0,1,0,1,0,1432.6
595,53,0,0,1,0,1,0,2260.7
596,60,0,0,1,0,1,0,2444
602,46,0,0,1,0,1,0,45.5
603,50,0,0,0,1,1,0,1731.6
604,31,0,0,0,0,1,0,58
605,32,0,0,1,0,1,0,108
607,40,0,0,1,0,1,0,3279.9
611,42,0,0,0,1,1,0,81.9
614,36,0,0,0,0,1,0,45
616,31,0,0,1,0,1,0,608.4
617,30,0,0,1,0,1,0,87.1
618,42,0,0,1,0,1,0,694.2
621,29,0,0,0,0,1,0,211.9
622,40,0,0,0,1,1,0,1017.9
623,57,0,0,1,0,1,0,5418.4
624,59,0,0,0,1,1,0,226.2
625,30,0,0,1,0,1,0,52
626,38,0,0,1,0,1,0,845
628,23,0,0,0,0,1,0,231.4
629,31,0,0,1,0,1,0,6.5
630,36,0,0,0,1,1,0,319.8
631,41,0,0,1,0,1,0,439.4
633,44,0,0,1,0,1,0,94.9
635,32,0,0,0,0,1,0,548.6
636,30,0,0,1,0,1,0,158.6
637,34,0,0,1,0,1,0,833.3
640,25,0,0,0,0,1,0,395.2
641,50,0,0,1,0,1,0,2477.8
642,31,0,0,0,0,1,0,62.4
643,44,0,0,1,0,1,0,3493.1
644,37,0,0,1,0,1,0,365.3
645,32,0,0,1,0,1,0,250.9
646,35,0,0,0,0,1,0,478.4
647,45,0,0,1,0,1,0,237.9
648,27,0,0,0,0,1,0,358.8
649,26,0,0,0,0,1,0,423.8
651,60,0,0,1,0,1,0,15873
652,33,0,0,1,0,1,0,128
655,44,0,0,1,0,1,0,1623.7
656,44,0,0,0,1,1,0,2.6
658,47,0,0,1,0,1,0,379.6
659,38,0,0,1,0,1,0,1268.8
660,31,0,0,0,0,1,0,113
661,57,0,0,0,1,1,0,5691.4
662,31,0,0,0,0,1,0,7854.6
663,31,0,0,1,0,1,0,126.1
664,54,0,0,0,1,1,0,1185.6
666,52,0,0,0,0,1,0,449.8
667,36,0,0,0,0,1,0,4494.1
669,41,0,0,1,0,1,0,5011.5
670,27,0,0,0,1,1,0,145.6
672,34,0,0,1,0,1,0,838.5
673,28,0,0,0,0,1,0,455
675,24,0,0,0,0,1,0,1324.7
676,38,0,0,1,0,1,0,1747.2
677,35,0,0,1,0,1,0,1099.8
678,27,0,0,0,0,1,0,4908.8
679,33,0,0,1,0,1,0,949
681,39,0,0,0,0,1,0,5250.7
686,59,0,0,0,1,1,0,53.3
687,31,0,0,0,0,1,0,101.4
688,35,0,0,1,0,1,0,2778.1
692,37,0,0,1,0,1,0,1667.9
693,33,0,0,1,0,1,0,2.6
694,31,0,0,0,0,1,0,2787.2
695,35,0,0,1,0,1,0,169
698,34,0,0,0,0,1,0,163.8
699,32,0,0,1,0,1,0,36
702,32,0,0,0,1,1,0,179.4
703,33,0,0,1,0,1,0,1907.1
704,39,0,0,1,0,1,0,470.6
705,31,0,0,0,0,1,0,560.3
707,31,0,0,0,1,1,0,1757.6
712,32,0,0,0,0,1,0,2789.8
713,37,0,0,0,1,1,0,4984.2
715,35,0,0,1,0,1,0,647.4
716,36,0,0,1,0,1,0,82
717,33,0,0,0,0,1,0,1868.1
718,36,0,0,0,0,1,0,127.4
719,31,0,0,0,0,1,0,813.8
720,34,0,0,1,0,1,0,2172.3
723,36,0,0,1,0,1,0,1244.1
726,34,0,0,1,0,1,0,1548.3
727,28,0,0,1,0,1,0,221
728,29,0,0,0,0,1,0,7424.3
729,36,0,0,0,1,1,0,1007.5
731,52,0,0,1,0,1,0,2512.9
732,31,0,0,0,1,1,0,2982.2
733,32,0,0,0,1,1,0,435.5
735,38,0,0,1,0,1,0,4851.6
737,31,0,0,0,0,1,0,7185.1
738,36,0,0,0,1,1,0,638.3
739,32,0,0,1,0,1,0,98.8
741,56,0,0,1,0,1,0,4919.2
742,35,0,0,1,0,1,0,2909.4
743,29,0,0,1,0,1,0,344.5
744,33,0,0,0,0,1,0,1587.3
745,37,0,0,1,0,1,0,682.5
746,31,0,0,0,0,1,0,884
748,34,0,0,0,1,1,0,2787.2
749,34,0,0,0,0,1,0,2444
751,34,0,0,1,0,1,0,102.7
752,29,0,0,0,0,1,0,171.6
753,42,0,0,0,0,1,0,79.3
754,52,0,0,0,1,1,0,271.7
755,36,0,0,1,0,1,0,2081.3
756,37,0,0,0,0,1,0,431.6
758,35,0,0,0,1,1,0,752.7
760,32,0,0,1,0,1,0,101
761,35,0,0,0,1,1,0,39
764,27,0,0,1,0,1,0,510.9
766,36,0,0,1,0,1,0,228.8
767,35,0,0,0,0,1,0,536.9
769,53,0,0,1,0,1,0,487.5
770,45,0,0,1,0,1,0,193.7
771,36,0,0,1,0,1,0,798.2
772,42,0,0,0,1,1,0,893.1
774,34,0,0,1,0,1,0,1363.7
775,35,0,0,0,0,1,0,118.3
776,32,0,0,1,0,1,0,646.1
777,38,0,0,1,0,1,0,2390.7
778,27,0,0,0,0,1,0,1939.6
780,45,0,0,0,1,1,0,1137.5
782,32,0,0,0,0,1,0,2055.3
785,51,0,0,1,0,1,0,3.9
787,36,0,0,1,0,1,0,214.5
788,53,0,0,1,0,1,0,9877.4
789,46,0,0,1,0,1,0,185.9
790,38,0,0,1,0,1,0,83
793,52,0,0,0,1,1,0,63
794,53,0,0,0,1,1,0,483.6
795,33,0,0,1,0,1,0,136.5
796,59,0,0,1,0,1,0,514.8
797,46,0,0,0,1,1,0,590.2
798,37,0,0,0,0,1,0,201.5
803,32,0,0,1,0,1,0,111.8
807,34,0,0,1,0,1,0,2683.2
808,35,0,0,1,0,1,0,1024.4
810,31,0,0,0,0,1,0,971.1
813,25,0,0,0,0,1,0,124.8
814,34,0,0,0,0,1,0,85.8
816,31,0,0,0,1,1,0,752.7
817,37,0,0,1,0,1,0,647.4
818,49,0,0,0,1,1,0,367.9
819,33,0,0,1,0,1,0,217.1
820,38,0,0,0,1,1,0,257.4
821,28,0,0,0,0,1,0,598
822,41,0,0,0,1,1,0,182
827,30,0,0,1,0,1,0,1644.5
829,42,0,0,0,1,1,0,716.3
830,33,0,0,0,1,1,0,509.6
831,32,0,0,0,1,1,0,430.3
834,42,0,0,1,0,1,0,270.4
835,36,0,0,1,0,1,0,166
837,26,0,0,1,0,1,0,4108
838,52,0,0,1,0,1,0,1138.8
839,43,0,0,1,0,1,0,483.6
840,23,0,0,1,0,1,0,1086.8
841,32,0,0,1,0,1,0,22.1
842,31,0,0,0,0,1,0,5704.4
843,32,0,0,1,0,1,0,595.4
844,27,0,0,1,0,1,0,1917.5
846,40,0,0,1,0,1,0,4013.1
848,38,0,0,0,1,1,0,275.6
849,23,0,0,0,0,1,0,448.5
850,34,0,0,1,0,1,0,332.8
852,42,0,0,1,0,1,0,1063.4
854,24,0,0,0,0,1,0,659.1
856,42,0,0,0,0,1,0,1101.1
857,36,0,0,1,0,1,0,88.4
859,44,0,0,0,1,1,0,114.4
861,37,0,0,1,0,1,0,356.2
863,29,0,0,0,0,1,0,1189.5
864,47,0,0,0,1,1,0,529.1
865,31,0,0,0,0,1,0,392.6
866,34,0,0,0,0,1,0,114.4
867,33,0,0,0,1,1,0,622.7
868,26,0,0,1,0,1,0,102
869,31,0,0,1,0,1,0,3967.6
870,53,0,0,0,1,1,0,156
871,34,0,0,1,0,1,0,713.7
872,30,0,0,0,0,1,0,276.9
873,27,0,0,0,0,1,0,1808.3
874,41,0,0,0,1,1,0,452.4
875,33,0,0,1,0,1,0,286
876,36,0,0,0,1,1,0,48.1
880,28,0,0,0,0,1,0,1158.3
882,45,0,0,0,1,1,0,1463.8
883,49,0,0,0,1,1,0,263.9
884,28,0,0,1,0,1,0,8357.7
887,45,0,0,1,0,1,0,224.9
888,27,0,0,1,0,1,0,171.6
889,28,0,0,0,0,1,0,556.4
891,34,0,0,0,0,1,0,26
893,47,0,0,1,0,1,0,318.5
894,27,0,0,0,0,1,0,453.7
895,33,0,0,1,0,1,0,386.1
896,38,0,0,1,0,1,0,321.1
897,37,0,0,0,0,1,0,168
899,40,0,0,0,0,1,0,1140.1
901,36,0,0,0,0,1,0,118
902,37,0,0,1,0,1,0,1459.9
903,23,0,0,0,0,1,0,6085.3
906,44,0,0,0,1,1,0,583.7
907,31,0,0,0,1,1,0,106.6
908,33,0,0,0,0,1,0,777.4
909,37,0,0,1,0,1,0,23.4
910,28,0,0,1,0,1,0,12712.7
911,31,0,0,0,0,1,0,210.6
912,25,0,0,0,0,1,0,5967
914,27,0,0,0,0,1,0,143
915,46,0,0,0,0,1,0,176.8
916,29,0,0,0,0,1,0,1885
917,41,0,0,0,1,1,0,474.5
918,30,0,0,0,0,1,0,1.3
919,31,0,0,1,0,1,0,946.4
920,42,0,0,1,0,1,0,278.2
921,48,0,0,0,0,1,0,1495
922,46,0,0,1,0,1,0,471.9
923,40,0,0,1,0,1,0,362.7
924,32,0,0,0,0,1,0,842.4
925,44,0,0,1,0,1,0,93.6
926,29,0,0,1,0,1,0,46.8
927,40,0,0,0,1,1,0,703.3
929,26,0,0,0,0,1,0,880.1
931,29,0,0,1,0,1,0,683.8
932,32,0,0,0,0,1,0,834.6
933,31,0,0,0,0,1,0,583.7
934,28,0,0,0,0,1,0,544.7
935,50,0,0,1,0,1,0,4726.8
936,34,0,0,0,0,1,0,9.1
937,26,0,0,1,0,1,0,928.2
938,32,0,0,0,0,1,0,730.6
939,34,0,0,0,0,1,0,1433.9
941,29,0,0,1,0,1,0,578.5
945,27,0,0,0,0,1,0,314.6
947,39,0,0,0,1,1,0,28.6
949,53,0,0,1,0,1,0,798.2
950,35,0,0,0,0,1,0,3.9
951,32,0,0,0,0,1,0,94.9
952,46,0,0,1,0,1,0,1726.4
953,33,0,0,1,0,1,0,877.5
955,45,0,0,1,0,1,0,1215.5
956,28,0,0,1,0,1,0,28822.3
957,57,0,0,0,1,1,0,182
958,31,0,0,1,0,1,0,570.7
959,33,0,0,0,0,1,0,418.6
961,28,0,0,0,0,1,0,1609.4
964,41,0,0,0,0,1,0,1146.6
965,35,0,0,1,0,1,0,525.2
966,41,0,0,1,0,1,0,4262.7
967,38,0,0,0,0,1,0,809.9
968,54,0,0,1,0,1,0,553.8
969,46,0,0,0,1,1,0,2520.7
970,40,0,0,1,0,1,0,586.3
971,56,0,0,1,0,1,0,1955.2
972,40,0,0,1,0,1,0,82
973,49,0,0,0,1,1,0,345.8
975,37,0,0,0,0,1,0,3963.7
977,32,0,0,1,0,1,0,442
978,45,0,0,1,0,1,0,339.3
979,41,0,0,0,0,1,0,2619.5
980,46,0,0,0,0,1,0,2007.2
982,34,0,0,1,0,1,0,1774.5
983,35,0,0,0,1,1,0,1129.7
984,40,0,0,1,0,1,0,289.9
985,30,0,0,1,0,1,0,1134.9
986,43,0,0,0,1,1,0,4355
987,30,0,0,1,0,1,0,3810.3
988,35,0,0,0,1,1,0,58.5
989,34,0,0,0,0,1,0,13
