CustomerID,Age,Entrepreneur,Unemployed,Married,Divorced,High School,College,Partition,AverageBalance
341,28,0,0,0,0,1,0,s,338
344,30,0,0,0,1,1,0,s,1.3
345,29,0,0,0,1,1,0,s,1716
352,27,0,0,0,0,1,0,s,235.3
353,57,0,0,0,1,1,0,s,3975.4
358,32,0,0,1,0,1,0,s,668.2
359,51,0,0,0,1,1,0,s,442
362,42,0,0,1,0,1,0,s,419.9
364,28,0,0,0,1,1,0,s,1020.5
365,51,0,0,0,1,1,0,s,149.5
367,36,0,0,0,1,1,0,s,644.8
368,40,0,0,0,0,1,0,s,1718.6
374,40,0,0,0,0,1,0,s,153.4
378,33,0,0,1,0,1,0,s,5215.6
379,45,0,0,1,0,1,0,s,403
382,45,0,0,1,0,1,0,s,234
383,45,0,0,0,0,1,0,s,114.4
389,37,0,0,0,1,1,0,s,44.2
395,25,0,0,0,0,1,0,s,1023.1
401,37,0,0,0,0,1,0,s,1446.9
405,27,0,0,1,0,1,0,s,1342.9
406,44,0,0,1,0,1,0,s,609.7
407,37,0,0,1,0,1,0,s,462.8
410,29,0,0,0,0,1,0,s,296.4
417,34,0,0,0,0,1,0,s,508.3
419,56,0,0,0,1,1,0,s,565.5
423,31,0,0,0,0,1,0,s,806
424,41,0,0,0,0,1,0,s,332.8
428,54,0,0,1,0,1,0,s,54.6
430,28,0,0,0,0,1,0,s,133.9
439,32,0,0,0,0,1,0,s,6.5
450,52,0,0,0,1,1,0,s,1227.2
456,31,0,0,1,0,1,0,s,616.2
458,39,0,0,0,0,1,0,s,1614.6
459,31,0,0,0,0,1,0,s,127.4
461,25,0,0,0,0,1,0,s,1.3
469,25,0,0,0,0,1,0,s,998.4
471,30,0,0,0,0,1,0,s,1786.2
480,36,0,0,0,1,1,0,s,399.1
483,54,0,0,0,1,1,0,s,2358.2
484,51,0,0,0,0,1,0,s,4071.6
487,40,0,0,0,1,1,0,s,287.3
490,39,0,0,0,0,1,0,s,18.2
505,37,0,0,1,0,1,0,s,1333.8
507,57,0,0,1,0,1,0,s,9.1
508,46,0,0,1,0,1,0,s,156
509,58,0,0,1,0,1,0,s,973.7
512,25,0,0,0,0,1,0,s,68.9
513,49,0,0,1,0,1,0,s,665.6
521,42,0,0,0,1,1,0,s,189.8
528,40,0,0,1,0,1,0,s,1995.5
529,47,0,0,1,0,1,0,s,1077.7
532,49,0,0,1,0,1,0,s,503.1
533,41,0,0,1,0,1,0,s,4724.2
539,32,0,0,0,0,1,0,s,118.3
540,44,0,0,1,0,1,0,s,581.1
543,50,0,0,0,1,1,0,s,650
544,45,0,0,1,0,1,0,s,40.3
550,31,0,0,0,0,1,0,s,465.4
554,37,0,0,1,0,1,0,s,85.8
557,36,0,0,1,0,1,0,s,522.6
558,38,0,0,1,0,1,0,s,863.2
566,43,0,0,0,0,1,0,s,73880.3
567,49,0,0,0,0,1,0,s,2652
571,49,0,0,1,0,1,0,s,1989
573,52,0,0,1,0,1,0,s,292.5
574,47,0,0,0,1,1,0,s,137.8
581,55,0,0,1,0,1,0,s,1436.5
582,55,0,0,1,0,1,0,s,11750.7
592,42,0,0,1,0,1,0,s,882.7
597,31,0,0,0,0,1,0,s,465.4
598,52,0,0,1,0,1,0,s,513.5
599,59,0,0,0,1,1,0,s,1267.5
600,32,0,0,0,0,1,0,s,375.7
601,45,0,0,1,0,1,0,s,1046.5
606,40,0,0,1,0,1,0,s,2.6
608,29,0,0,0,0,1,0,s,659.1
609,42,0,0,0,1,1,0,s,198.9
610,43,0,0,0,0,1,0,s,3300.7
612,25,0,0,1,0,1,0,s,20.8
613,26,0,0,0,0,1,0,s,305.5
615,45,0,0,0,1,1,0,s,141.7
619,43,0,0,0,0,1,0,s,7.8
620,40,0,0,0,0,1,0,s,960.7
627,22,0,0,0,0,1,0,s,153.4
632,44,0,0,1,0,1,0,s,153
634,50,0,0,0,1,1,0,s,471.9
638,21,0,0,0,0,1,0,s,422.5
639,24,0,0,0,0,1,0,s,1001
650,52,0,0,0,1,1,0,s,444.6
653,41,0,0,0,0,1,0,s,1326
654,40,0,0,1,0,1,0,s,1794
657,43,0,0,0,0,1,0,s,578.5
665,51,0,0,0,1,1,0,s,607.1
668,31,0,0,0,0,1,0,s,514.8
671,31,0,0,0,1,1,0,s,61.1
674,55,0,0,0,1,1,0,s,4581.2
680,33,0,0,0,0,1,0,s,564.2
682,39,0,0,1,0,1,0,s,8347.3
683,38,0,0,0,1,1,0,s,4875
684,36,0,0,1,0,1,0,s,604.5
685,35,0,0,1,0,1,0,s,4143.1
689,31,0,0,0,0,1,0,s,208
690,31,0,0,0,0,1,0,s,157.3
691,34,0,0,1,0,1,0,s,2195.7
696,36,0,0,1,0,1,0,s,2639
697,39,0,0,0,1,1,0,s,789.1
700,36,0,0,0,0,1,0,s,175
701,39,0,0,1,0,1,0,s,2624.7
706,34,0,0,0,0,1,0,s,2055.3
708,27,0,0,0,0,1,0,s,279.5
709,34,0,0,1,0,1,0,s,65
710,35,0,0,1,0,1,0,s,247
711,33,0,0,0,0,1,0,s,1159.6
714,38,0,0,1,0,1,0,s,1394.9
721,45,0,0,1,0,1,0,s,484.9
722,33,0,0,1,0,1,0,s,2896.4
724,31,0,0,1,0,1,0,s,11419.2
725,29,0,0,1,0,1,0,s,894.4
730,39,0,0,1,0,1,0,s,2580.5
734,27,0,0,0,0,1,0,s,509.6
736,33,0,0,0,0,1,0,s,2312.7
740,33,0,0,1,0,1,0,s,1948.7
747,34,0,0,0,0,1,0,s,7211.1
750,36,0,0,1,0,1,0,s,153.4
757,29,0,0,0,0,1,0,s,608.4
759,39,0,0,0,1,1,0,s,3482.7
762,32,0,0,0,0,1,0,s,165.1
763,43,0,0,0,1,1,0,s,314.6
765,40,0,0,1,0,1,0,s,69
768,50,0,0,1,0,1,0,s,39
773,43,0,0,0,0,1,0,s,643.5
779,37,0,0,0,0,1,0,s,249.6
781,39,0,0,1,0,1,0,s,374.4
783,32,0,0,1,0,1,0,s,657.8
784,44,0,0,1,0,1,0,s,176
786,31,0,0,1,0,1,0,s,1427.4
791,27,0,0,1,0,1,0,s,3.9
792,32,0,0,1,0,1,0,s,53.3
799,48,0,0,0,1,1,0,s,309.4
800,50,0,0,0,0,1,0,s,2146.3
801,36,0,0,1,0,1,0,s,50
802,48,0,0,0,1,1,0,s,275.6
804,30,0,0,1,0,1,0,s,278.2
805,37,0,0,1,0,1,0,s,331.5
806,30,0,0,1,0,1,0,s,221
809,29,0,0,1,0,1,0,s,642.2
811,31,0,0,1,0,1,0,s,387.4
812,34,0,0,1,0,1,0,s,825.5
815,32,0,0,0,0,1,0,s,806
823,40,0,0,1,0,1,0,s,1725.1
824,43,0,0,1,0,1,0,s,265.2
825,44,0,0,1,0,1,0,s,12
826,27,0,0,1,0,1,0,s,1238.9
828,33,0,0,0,0,1,0,s,5766.8
832,43,0,0,1,0,1,0,s,557.7
833,32,0,0,0,0,1,0,s,19.5
836,58,0,0,1,0,1,0,s,119.6
845,27,0,0,0,0,1,0,s,171
847,32,0,0,0,0,1,0,s,189.8
851,26,0,0,1,0,1,0,s,2133.3
853,36,0,0,1,0,1,0,s,2427.1
855,49,0,0,0,1,1,0,s,432.9
858,32,0,0,0,0,1,0,s,16.9
860,54,0,0,0,1,1,0,s,374.4
862,32,0,0,1,0,1,0,s,481
877,36,0,0,1,0,1,0,s,304.2
878,36,0,0,0,1,1,0,s,794.3
879,32,0,0,0,0,1,0,s,289.9
881,40,0,0,1,0,1,0,s,865.8
885,31,0,0,0,0,1,0,s,172.9
886,27,0,0,1,0,1,0,s,241.8
890,24,0,0,0,0,1,0,s,1033.5
892,41,0,0,1,0,1,0,s,1196
898,52,0,0,1,0,1,0,s,951.6
900,56,0,0,1,0,1,0,s,379.6
904,37,0,0,0,0,1,0,s,1385.8
905,52,0,0,0,0,1,0,s,2553.2
913,33,0,0,0,1,1,0,s,523.9
928,25,0,0,1,0,1,0,s,1162.2
930,32,0,0,0,0,1,0,s,382.2
940,50,0,0,0,0,1,0,s,429
942,33,0,0,1,0,1,0,s,510.9
943,47,0,0,0,1,1,0,s,624
944,29,0,0,1,0,1,0,s,7286.5
946,31,0,0,0,0,1,0,s,1697.8
948,57,0,0,1,0,1,0,s,130
954,40,0,0,1,0,1,0,s,2.6
960,37,0,0,1,0,1,0,s,139.1
962,45,0,0,1,0,1,0,s,32.5
963,32,0,0,1,0,1,0,s,960.7
974,38,0,0,0,0,1,0,s,3048.5
976,38,0,0,1,0,1,0,s,990.6
981,35,0,0,0,1,1,0,s,462.8
999,43,0,0,1,0,1,0,s,2349.1
1000,55,0,0,0,0,1,0,s,2410.2
1003,51,0,0,1,0,1,0,s,5431.4
1004,38,0,0,0,1,1,0,s,859.3
1006,48,0,0,0,1,1,0,s,171.6
1007,28,0,0,1,0,1,0,s,10019.1
1010,49,0,0,0,1,1,0,s,219.7
1011,32,0,0,1,0,1,0,s,2566.2
1013,40,0,0,1,0,1,0,s,2076.1
1014,45,0,0,1,0,1,0,s,1066
1015,41,0,0,1,0,1,0,s,5900.7
1021,43,0,0,1,0,1,0,s,33463.3
1022,43,0,0,0,1,1,0,s,947.7
1028,55,0,0,1,0,1,0,s,546
1029,50,0,0,0,0,1,0,s,899.6
1032,44,0,0,0,0,1,0,s,1229.8
1034,55,0,0,1,0,1,0,s,180.7
1047,34,0,0,1,0,1,0,s,4533.1
1048,28,0,0,0,0,1,0,s,1398.8
1049,31,0,0,1,0,1,0,s,932.1
1052,30,0,0,1,0,1,0,s,867.1
1056,31,0,0,1,0,1,0,s,755.3
1058,34,0,0,1,0,1,0,s,373.1
1059,43,0,0,1,0,1,0,s,8086
1060,48,0,0,1,0,1,0,s,973.7
1061,46,0,0,0,0,1,0,s,16.9
1062,39,0,0,0,0,1,0,s,2652
1071,58,0,0,1,0,1,0,s,4544.8
1075,45,0,0,0,1,1,0,s,157.3
1076,54,0,0,0,0,1,0,s,3149.9
1077,31,0,0,1,0,1,0,s,9924.2
1084,28,0,0,0,0,1,0,s,1719.9
1090,30,0,0,1,0,1,0,s,475.8
1096,24,0,0,0,0,1,0,s,85.8
1102,39,0,0,0,0,1,0,s,1401.4
1107,31,0,0,0,0,1,0,s,881.4
1109,52,0,0,1,0,1,0,s,91
1119,41,0,0,0,0,1,0,s,520
1123,30,0,0,0,1,1,0,s,490.1
1129,27,0,0,1,0,1,0,s,5387.2
1135,29,0,0,1,0,1,0,s,2124.2
1136,26,0,0,0,1,1,0,s,58.5
1139,29,0,0,0,1,1,0,s,261.3
1140,29,0,0,0,1,1,0,s,635.7
1141,35,0,0,0,1,1,0,s,568.1
1149,30,0,0,0,0,1,0,s,916.5
1151,36,0,0,0,0,1,0,s,175.5
1155,59,0,0,0,0,1,0,s,1102.4
1161,28,0,0,0,0,1,0,s,32.5
1169,48,0,0,1,0,1,0,s,1428.7
1171,55,0,0,0,0,1,0,s,692.9
1181,46,0,0,0,0,1,0,s,2327
1186,26,0,0,1,0,1,0,s,923
1189,36,0,0,1,0,1,0,s,6220.5
1191,47,0,0,1,0,1,0,s,1378
1193,40,0,0,1,0,1,0,s,434.2
1200,47,0,0,1,0,1,0,s,1797.9
1203,49,0,0,1,0,1,0,s,2121.6
1205,45,0,0,0,1,1,0,s,319.8
1207,36,0,0,1,0,1,0,s,300.3
1208,28,0,0,0,0,1,0,s,774.8
1212,32,0,0,1,0,1,0,s,1653.6
1213,40,0,0,1,0,1,0,s,1231.1
1214,38,0,0,1,0,1,0,s,6336.2
1217,41,0,0,1,0,1,0,s,228.8
1219,35,0,0,1,0,1,0,s,7498.4
1223,52,0,0,1,0,1,0,s,1305.2
1224,47,0,0,1,0,1,0,s,692.9
1225,45,0,0,1,0,1,0,s,1257.1
1230,42,0,0,1,0,1,0,s,1339
1231,45,0,0,0,0,1,0,s,358.8
1238,25,0,0,0,0,1,0,s,85.8
1242,38,0,0,0,0,1,0,s,5229.9
1246,53,0,0,0,0,1,0,s,370.5
1251,54,0,0,1,0,1,0,s,1723.8
1263,56,0,0,1,0,1,0,s,1677
1269,35,0,0,0,0,1,0,s,211.9
1271,35,0,0,1,0,1,0,s,36
1273,44,0,0,1,0,1,0,s,41.6
1276,60,0,0,1,0,1,0,s,655.2
1279,39,0,0,0,1,1,0,s,1237.6
1281,56,0,0,0,0,1,0,s,16.9
1290,36,0,0,0,0,1,0,s,20.8
1292,51,0,0,1,0,1,0,s,3857.1
1293,48,0,0,0,0,1,0,s,75.4
1294,50,0,0,1,0,1,0,s,568.1
1296,36,0,0,0,0,1,0,s,1053
1298,40,0,0,1,0,1,0,s,45.5
1299,35,0,0,1,0,1,0,s,98.8
1302,48,0,0,1,0,1,0,s,397.8
1304,55,0,0,0,1,1,0,s,159
1310,48,0,0,0,0,1,0,s,1628.9
1312,39,0,0,1,0,1,0,s,291.2
1314,42,0,0,0,1,1,0,s,132
1315,26,0,0,1,0,1,0,s,540.8
1321,48,0,0,1,0,1,0,s,23344.1
1323,48,0,0,1,0,1,0,s,2340
1337,53,0,0,0,1,1,0,s,145.6
1338,41,0,0,1,0,1,0,s,2.6
1340,45,0,0,1,0,1,0,s,1072.5
1347,41,0,0,0,1,1,0,s,332.8
1349,42,0,0,1,0,1,0,s,130
1354,52,0,0,1,0,1,0,s,548.6
1357,37,0,0,0,1,1,0,s,1034.8
1360,37,0,0,1,0,1,0,s,406.9
1362,47,0,0,1,0,1,0,s,6399.9
1369,51,0,0,1,0,1,0,s,48.1
1371,43,0,0,1,0,1,0,s,759.2
1372,50,0,0,0,1,1,0,s,13
1374,27,0,0,1,0,1,0,s,62.4
1375,43,0,0,1,0,1,0,s,873.6
1377,43,0,0,1,0,1,0,s,657.8
1378,42,0,0,1,0,1,0,s,11.7
1381,30,0,0,1,0,1,0,s,890.5
1386,43,0,0,0,0,1,0,s,1280.5
1389,36,0,0,0,0,1,0,s,583.7
1395,30,0,0,1,0,1,0,s,1363.7
1405,39,0,0,0,1,1,0,s,41.6
1407,30,0,0,1,0,1,0,s,5.2
1410,50,0,0,0,0,1,0,s,1713.4
1415,32,0,0,1,0,1,0,s,206.7
1416,52,0,0,1,0,1,0,s,249.6
1419,28,0,0,0,0,1,0,s,9.1
1421,32,0,0,1,0,1,0,s,243.1
1422,32,0,0,0,1,1,0,s,313.3
1430,44,0,0,1,0,1,0,s,14
1436,32,0,0,1,0,1,0,s,77
1437,43,0,0,0,0,1,0,s,118.3
1439,35,0,0,1,0,1,0,s,1179.1
1448,27,0,0,1,0,1,0,s,565.5
1451,31,0,0,1,0,1,0,s,46.8
1457,29,0,0,0,0,1,0,s,3642.6
1459,30,0,0,1,0,1,0,s,279.5
1462,31,0,0,0,0,1,0,s,236.6
1464,59,0,0,1,0,1,0,s,2488.2
1467,41,0,0,1,0,1,0,s,162.5
1470,29,0,0,1,0,1,0,s,634.4
1474,37,0,0,0,0,1,0,s,152.1
1476,45,0,0,0,1,1,0,s,228.8
1477,34,0,0,0,1,1,0,s,733.2
1490,37,0,0,1,0,1,0,s,191.1
1492,41,0,0,1,0,1,0,s,514.8
1499,26,0,0,0,0,1,0,s,491.4
1500,39,0,0,0,0,1,0,s,2159.3
1501,27,0,0,0,0,1,0,s,520
1506,28,0,0,0,0,1,0,s,187.2
1507,38,0,0,1,0,1,0,s,18.2
1509,38,0,0,1,0,1,0,s,439.4
1510,42,0,0,1,0,1,0,s,195
1511,33,0,0,0,0,1,0,s,1622.4
1512,35,0,0,0,1,1,0,s,192.4
1516,34,0,0,0,0,1,0,s,364
1521,30,0,0,0,1,1,0,s,5.2
1523,28,0,0,0,0,1,0,s,163.8
1524,35,0,0,0,0,1,0,s,74.1
1526,28,0,0,0,0,1,0,s,24.7
1528,52,0,0,1,0,1,0,s,455
1529,48,0,0,1,0,1,0,s,661.7
1531,32,0,0,1,0,1,0,s,1.3
1538,27,0,0,0,0,1,0,s,16.9
1542,42,0,0,1,0,1,0,s,112
1548,36,0,0,0,0,1,0,s,365.3
1550,40,0,0,1,0,1,0,s,109
1552,36,0,0,0,0,1,0,s,61.1
1554,40,0,0,1,0,1,0,s,328.9
1556,45,0,0,1,0,1,0,s,435.5
1557,28,0,0,0,0,1,0,s,525.2
1560,52,0,0,1,0,1,0,s,41.6
1561,44,0,0,0,1,1,0,s,188.5
1563,33,0,0,1,0,1,0,s,46
1572,50,0,0,1,0,1,0,s,1115.4
1575,46,0,0,1,0,1,0,s,3357.9
1590,32,0,0,0,1,1,0,s,28
1593,37,0,0,0,0,1,0,s,339.3
1594,51,0,0,0,1,1,0,s,676
1597,56,0,0,1,0,1,0,s,663
1600,25,0,0,0,0,1,0,s,24.7
1607,45,0,0,1,0,1,0,s,1803.1
1613,33,0,0,1,0,1,0,s,115.7
1614,33,0,0,1,0,1,0,s,17108
1618,27,0,0,1,0,1,0,s,1223.3
1622,57,0,0,1,0,1,0,s,3273.4
1625,39,0,0,1,0,1,0,s,521.3
1626,34,0,0,1,0,1,0,s,577.2
1628,36,0,0,0,1,1,0,s,62.4
1629,34,0,0,1,0,1,0,s,4958.2
1635,31,0,0,1,0,1,0,s,2159.3
1636,34,0,0,0,1,1,0,s,32.5
1640,25,0,0,0,0,1,0,s,239.2
1641,29,0,0,1,0,1,0,s,120.9
1648,50,0,0,1,0,1,0,s,4235.4
1650,32,0,0,1,0,1,0,s,219.7
1651,47,0,0,0,0,1,0,s,430.3
1653,57,0,0,1,0,1,0,s,1050.4
1655,35,0,0,0,1,1,0,s,84
1664,42,0,0,0,1,1,0,s,323.7
1665,37,0,0,1,0,1,0,s,131
1666,31,0,0,1,0,1,0,s,29.9
1668,27,0,0,0,1,1,0,s,173
1669,40,0,0,1,0,1,0,s,102.7
1672,29,0,0,1,0,1,0,s,1.3
1674,44,0,0,1,0,1,0,s,130
1676,56,0,0,1,0,1,0,s,136.5
1677,43,0,0,1,0,1,0,s,76.7
1680,57,0,0,1,0,1,0,s,1657.5
1684,48,0,0,1,0,1,0,s,3983.2
1685,32,0,0,1,0,1,0,s,3.9
1686,39,0,0,1,0,1,0,s,1804.4
1687,28,0,0,1,0,1,0,s,412.1
1688,30,0,0,1,0,1,0,s,90
1689,50,0,0,1,0,1,0,s,284.7
1691,35,0,0,1,0,1,0,s,452.4
1692,36,0,0,1,0,1,0,s,1167.4
1693,52,0,0,1,0,1,0,s,106.6
1695,26,0,0,0,1,1,0,s,1.3
1696,28,0,0,1,0,1,0,s,136.5
1701,31,0,0,0,1,1,0,s,1573
1703,57,0,0,0,1,1,0,s,1823.9
1704,30,0,0,0,0,1,0,s,46.8
1705,26,0,0,0,0,1,0,s,122
1708,32,0,0,1,0,1,0,s,157
1712,55,0,0,1,0,1,0,s,624
1713,29,0,0,1,0,1,0,s,94.9
1719,37,0,0,1,0,1,0,s,993.2
1725,40,0,0,1,0,1,0,s,999.7
1726,42,0,0,1,0,1,0,s,1662.7
1735,43,0,0,0,1,1,0,s,763.1
1738,33,0,0,1,0,1,0,s,22
1742,35,0,0,1,0,1,0,s,583.7
1744,28,0,0,0,0,1,0,s,50.7
1746,42,0,0,1,0,1,0,s,1268.8
1748,32,0,0,1,0,1,0,s,364
1755,27,0,0,1,0,1,0,s,367.9
1762,27,0,0,1,0,1,0,s,68.9
1766,34,0,0,0,1,1,0,s,326.3
1767,38,0,0,0,0,1,0,s,79.3
1773,32,0,0,0,1,1,0,s,59.8
1775,28,0,0,0,0,1,0,s,396.5
1778,44,0,0,1,0,1,0,s,7.8
1779,44,0,0,0,1,1,0,s,6294.6
1782,35,0,0,0,0,1,0,s,87.1
1784,34,0,0,1,0,1,0,s,58.5
1785,28,0,0,1,0,1,0,s,653.9
1786,51,0,0,1,0,1,0,s,32
1787,46,0,0,0,1,1,0,s,375.7
1788,34,0,0,1,0,1,0,s,206.7
1804,52,0,0,1,0,1,0,s,1038.7
1808,31,0,0,1,0,1,0,s,116
1812,38,0,0,0,1,1,0,s,171
1813,44,0,0,1,0,1,0,s,33.8
1814,33,0,0,0,0,1,0,s,760.5
1815,51,0,0,1,0,1,0,s,1179.1
1819,36,0,0,1,0,1,0,s,2252.9
1820,31,0,0,0,0,1,0,s,145.6
1821,43,0,0,1,0,1,0,s,22.1
1828,43,0,0,1,0,1,0,s,2.6
1829,33,0,0,0,0,1,0,s,313.3
1835,45,0,0,1,0,1,0,s,147
1838,50,0,0,0,1,1,0,s,227.5
1841,45,0,0,1,0,1,0,s,837.2
1843,58,0,0,0,1,1,0,s,96.2
1846,36,0,0,0,0,1,0,s,391.3
1848,35,0,0,0,0,1,0,s,659.1
1851,49,0,0,1,0,1,0,s,825.5
1853,37,0,0,1,0,1,0,s,1814.8
1857,30,0,0,0,0,1,0,s,2210
1860,53,0,0,0,1,1,0,s,289.9
1862,32,0,0,1,0,1,0,s,2000.7
1863,45,0,0,1,0,1,0,s,383.5
1864,34,0,0,1,0,1,0,s,1045.2
1867,46,0,0,1,0,1,0,s,960.7
1873,47,0,0,0,1,1,0,s,176.8
1875,35,0,0,1,0,1,0,s,1748.5
1876,49,0,0,0,1,1,0,s,3126.5
1879,52,0,0,1,0,1,0,s,4813.9
1883,37,0,0,1,0,1,0,s,755.3
1886,45,0,0,1,0,1,0,s,681.2
1889,32,0,0,0,0,1,0,s,1678.3
1890,37,0,0,1,0,1,0,s,696.8
1896,28,0,0,1,0,1,0,s,1.3
1899,42,0,0,0,1,1,0,s,27
1900,37,0,0,0,1,1,0,s,16
1902,26,0,0,1,0,1,0,s,10.4
1903,40,0,0,1,0,1,0,s,2098.2
1904,41,0,0,1,0,1,0,s,3459.3
1909,39,0,0,0,1,1,0,s,1411.8
1910,50,0,0,0,0,1,0,s,33.8
1911,36,0,0,0,0,1,0,s,1665.3
1912,37,0,0,1,0,1,0,s,457.6
1913,30,0,0,0,0,1,0,s,3512.6
1914,45,0,0,0,1,1,0,s,76.7
1915,56,0,0,1,0,1,0,s,468
1917,30,0,0,0,1,1,0,s,101.4
1920,54,0,0,1,0,1,0,s,1735.5
1923,45,0,0,1,0,1,0,s,564.2
1931,30,0,0,1,0,1,0,s,78
1938,33,0,0,0,0,1,0,s,390
1940,39,0,0,0,1,1,0,s,3773.9
1942,38,0,0,1,0,1,0,s,895.7
1944,27,0,0,1,0,1,0,s,205.4
1949,28,0,0,0,0,1,0,s,843.7
1955,59,0,0,1,0,1,0,s,484.9
1957,56,0,0,0,1,1,0,s,1333.8
1966,50,0,0,0,0,1,0,s,217.1
1973,39,0,0,1,0,1,0,s,135.2
1976,45,0,0,1,0,1,0,s,1578.2
1978,32,0,0,1,0,1,0,s,62.4
1979,26,0,0,0,0,1,0,s,2197
1981,27,0,0,0,0,1,0,s,249.6
1987,51,0,0,0,0,1,0,s,2769
1989,37,0,0,1,0,1,0,s,422.5
1990,36,0,0,1,0,1,0,s,419.9
2001,50,0,0,1,0,1,0,s,228.8
2003,49,0,0,0,1,1,0,s,81.9
2004,35,0,0,1,0,1,0,s,145.6
2008,38,0,0,1,0,1,0,s,1667.9
2009,34,0,0,1,0,1,0,s,191.1
2011,36,0,0,1,0,1,0,s,82
2018,58,0,0,1,0,1,0,s,188.5
2019,36,0,0,0,0,1,0,s,891.8
2021,31,0,0,1,0,1,0,s,24
2024,32,0,0,1,0,1,0,s,3463.2
2029,49,0,0,0,1,1,0,s,94.9
2030,42,0,0,1,0,1,0,s,1231.1
