CustomerID,Age,Entrepreneur,Unemployed,Married,Divorced,HighSchool,College,AverageBalance,LoanDefault
475,23,0,0,0,0,1,0,365.3,No
479,39,0,0,0,1,1,0,183.3,No
488,31,0,0,0,0,1,0,195,No
489,51,0,0,0,1,1,0,2853.5,No
493,45,0,0,1,0,1,0,1280.5,No
494,53,0,0,0,1,1,0,769.6,No
500,53,0,0,0,1,1,0,1153.1,No
508,46,0,0,1,0,1,0,156,No
515,31,0,0,1,0,1,0,510.9,No
520,42,0,0,1,0,1,0,3452.8,No
526,42,0,0,0,1,1,0,1398.8,No
529,47,0,0,1,0,1,0,1077.7,No
532,49,0,0,1,0,1,0,503.1,No
539,32,0,0,0,0,1,0,118.3,No
540,44,0,0,1,0,1,0,581.1,No
545,29,0,0,0,0,1,0,1336.4,No
552,31,0,0,1,0,1,0,536.9,No
568,46,0,0,1,0,1,0,5262.4,No
579,53,0,0,0,0,1,0,1531.4,No
586,42,0,0,1,0,1,0,365.3,No
593,56,0,0,1,0,1,0,2932.8,No
597,31,0,0,0,0,1,0,465.4,No
599,59,0,0,0,1,1,0,1267.5,No
601,45,0,0,1,0,1,0,1046.5,No
604,31,0,0,0,0,1,0,58,No
611,42,0,0,0,1,1,0,81.9,No
616,31,0,0,1,0,1,0,608.4,No
622,40,0,0,0,1,1,0,1017.9,No
623,57,0,0,1,0,1,0,5418.4,No
624,59,0,0,0,1,1,0,226.2,No
628,23,0,0,0,0,1,0,231.4,No
645,32,0,0,1,0,1,0,250.9,No
652,33,0,0,1,0,1,0,128,No
654,40,0,0,1,0,1,0,1794,No
656,44,0,0,0,1,1,0,2.6,No
659,38,0,0,1,0,1,0,1268.8,No
664,54,0,0,0,1,1,0,1185.6,No
666,52,0,0,0,0,1,0,449.8,No
673,28,0,0,0,0,1,0,455,No
687,31,0,0,0,0,1,0,101.4,No
690,31,0,0,0,0,1,0,157.3,No
695,35,0,0,1,0,1,0,169,No
698,34,0,0,0,0,1,0,163.8,No
701,39,0,0,1,0,1,0,2624.7,No
706,34,0,0,0,0,1,0,2055.3,No
714,38,0,0,1,0,1,0,1394.9,No
736,33,0,0,0,0,1,0,2312.7,No
739,32,0,0,1,0,1,0,98.8,No
741,56,0,0,1,0,1,0,4919.2,No
746,31,0,0,0,0,1,0,884,No
749,34,0,0,0,0,1,0,2444,No
757,29,0,0,0,0,1,0,608.4,No
759,39,0,0,0,1,1,0,3482.7,No
765,40,0,0,1,0,1,0,69,No
771,36,0,0,1,0,1,0,798.2,No
774,34,0,0,1,0,1,0,1363.7,No
779,37,0,0,0,0,1,0,249.6,No
781,39,0,0,1,0,1,0,374.4,No
782,32,0,0,0,0,1,0,2055.3,No
784,44,0,0,1,0,1,0,176,No
793,52,0,0,0,1,1,0,63,No
795,33,0,0,1,0,1,0,136.5,No
805,37,0,0,1,0,1,0,331.5,No
809,29,0,0,1,0,1,0,642.2,No
814,34,0,0,0,0,1,0,85.8,No
824,43,0,0,1,0,1,0,265.2,Yes
830,33,0,0,0,1,1,0,509.6,No
839,43,0,0,1,0,1,0,483.6,No
849,23,0,0,0,0,1,0,448.5,No
857,36,0,0,1,0,1,0,88.4,No
858,32,0,0,0,0,1,0,16.9,No
868,26,0,0,1,0,1,0,102,No
870,53,0,0,0,1,1,0,156,No
879,32,0,0,0,0,1,0,289.9,No
893,47,0,0,1,0,1,0,318.5,No
894,27,0,0,0,0,1,0,453.7,No
895,33,0,0,1,0,1,0,386.1,No
896,38,0,0,1,0,1,0,321.1,No
907,31,0,0,0,1,1,0,106.6,No
910,28,0,0,1,0,1,0,12712.7,No
915,46,0,0,0,0,1,0,176.8,No
930,32,0,0,0,0,1,0,382.2,No
936,34,0,0,0,0,1,0,9.1,Yes
939,34,0,0,0,0,1,0,1433.9,No
941,29,0,0,1,0,1,0,578.5,No
944,29,0,0,1,0,1,0,7286.5,No
948,57,0,0,1,0,1,0,130,No
951,32,0,0,0,0,1,0,94.9,No
970,40,0,0,1,0,1,0,586.3,No
979,41,0,0,0,0,1,0,2619.5,No
980,46,0,0,0,0,1,0,2007.2,No
982,34,0,0,1,0,1,0,1774.5,No
986,43,0,0,0,1,1,0,4355,No
987,30,0,0,1,0,1,0,3810.3,No
988,35,0,0,0,1,1,0,58.5,No
989,34,0,0,0,0,1,0,13,No
997,27,0,0,0,0,1,0,235.3,No
999,43,0,0,1,0,1,0,2349.1,No
1020,41,0,0,1,0,1,0,144.3,No
1023,40,0,0,0,0,1,0,2602.6,No
1030,41,0,0,1,0,1,0,10709.4,No
1032,44,0,0,0,0,1,0,1229.8,No
1034,55,0,0,1,0,1,0,180.7,No
1036,32,0,0,1,0,1,0,702,No
1043,40,0,0,0,0,1,0,3091.4,No
1047,34,0,0,1,0,1,0,4533.1,No
1061,46,0,0,0,0,1,0,16.9,No
1062,39,0,0,0,0,1,0,2652,No
1070,41,0,0,0,1,1,0,137.8,No
1073,42,0,0,1,0,1,0,8378.5,No
1080,25,0,0,0,0,1,0,156,No
1084,28,0,0,0,0,1,0,1719.9,No
1094,31,0,0,0,0,1,0,2735.2,No
1096,24,0,0,0,0,1,0,85.8,No
1116,50,0,0,0,1,1,0,3955.9,No
1119,41,0,0,0,0,1,0,520,No
1136,26,0,0,0,1,1,0,58.5,No
1137,27,0,0,1,0,1,0,321.1,No
1139,29,0,0,0,1,1,0,261.3,No
1140,29,0,0,0,1,1,0,635.7,Yes
1142,42,0,0,0,1,1,0,223.6,No
1145,28,0,0,0,0,1,0,923,No
1146,39,0,0,1,0,1,0,282.1,No
1157,42,0,0,1,0,1,0,5471.7,No
1158,41,0,0,0,0,1,0,3627,No
1162,42,0,0,0,0,1,0,3585.4,No
1170,37,0,0,1,0,1,0,828.1,No
1180,35,0,0,0,0,1,0,3187.6,No
1181,46,0,0,0,0,1,0,2327,No
1182,47,0,0,1,0,1,0,529.1,No
1196,41,0,0,0,0,1,0,109.2,No
1204,35,0,0,1,0,1,0,832,No
1211,40,0,0,1,0,1,0,4204.2,No
1215,38,0,0,1,0,1,0,12503.4,No
1217,41,0,0,1,0,1,0,228.8,No
1220,56,0,0,1,0,1,0,2789.8,No
1227,47,0,0,0,1,1,0,473.2,No
1228,37,0,0,1,0,1,0,1420.9,No
1232,41,0,0,1,0,1,0,71,No
1235,39,0,0,0,1,1,0,994.5,No
1241,41,0,0,0,0,1,0,1055.6,No
1250,48,0,0,1,0,1,0,201.5,No
1252,37,0,0,0,0,1,0,2028,No
1257,29,0,0,0,0,1,0,222.3,No
1261,49,0,0,0,1,1,0,2221.7,No
1268,49,0,0,1,0,1,0,3551.6,No
1270,35,0,0,0,0,1,0,166.4,No
1271,35,0,0,1,0,1,0,36,No
1278,35,0,0,1,0,1,0,6851,No
1280,37,0,0,1,0,1,0,397.8,No
1283,47,0,0,1,0,1,0,5599.1,No
1291,40,0,0,1,0,1,0,45,No
1297,38,0,0,1,0,1,0,656.5,No
1299,35,0,0,1,0,1,0,98.8,Yes
1301,49,0,0,1,0,1,0,847.6,No
1302,48,0,0,1,0,1,0,397.8,No
1308,37,0,0,1,0,1,0,13604.5,No
1313,48,0,0,1,0,1,0,1424.8,No
1321,48,0,0,1,0,1,0,23344.1,No
1323,48,0,0,1,0,1,0,2340,No
1333,36,0,0,1,0,1,0,704.6,No
1339,51,0,0,1,0,1,0,1149.2,No
1345,57,0,0,0,0,1,0,7498.4,No
1352,20,0,0,0,0,1,0,85.8,No
1353,39,0,0,0,0,1,0,109,No
1365,23,0,0,1,0,1,0,388.7,No
1367,41,0,0,1,0,1,0,5431.4,No
1368,35,0,0,0,0,1,0,3679,No
1370,35,0,0,1,0,1,0,214.5,No
1376,39,0,0,0,0,1,0,611,No
1379,47,0,0,1,0,1,0,74.1,Yes
1380,32,0,0,0,0,1,0,3023.8,No
1382,29,0,0,0,0,1,0,647.4,No
1386,43,0,0,0,0,1,0,1280.5,No
1388,39,0,0,0,0,1,0,8465.6,No
1393,43,0,0,1,0,1,0,89,No
1394,42,0,0,0,0,1,0,2081.3,No
1399,39,0,0,0,1,1,0,1328.6,No
1403,38,0,0,1,0,1,0,4147,No
1408,58,0,0,0,0,1,0,321.1,No
1414,50,0,0,1,0,1,0,129,No
1418,25,0,0,0,0,1,0,885.3,No
1421,32,0,0,1,0,1,0,243.1,No
1423,42,0,0,0,1,1,0,29.9,No
1426,34,0,0,0,0,1,0,621.4,No
1432,49,0,0,1,0,1,0,2680.6,No
1444,56,0,0,1,0,1,0,26,No
1447,42,0,0,0,0,1,0,657.8,No
1448,27,0,0,1,0,1,0,565.5,No
1451,31,0,0,1,0,1,0,46.8,No
1453,35,0,0,1,0,1,0,112,Yes
1457,29,0,0,0,0,1,0,3642.6,No
1459,30,0,0,1,0,1,0,279.5,No
1463,47,0,0,0,0,1,0,4590.3,No
1465,27,0,0,0,0,1,0,585,No
1466,31,0,0,0,0,1,0,119.6,No
1469,57,0,0,1,0,1,0,1485.9,No
1477,34,0,0,0,1,1,0,733.2,No
1482,50,0,0,0,0,1,0,102.7,No
1488,39,0,0,0,1,1,0,1.3,No
1496,28,0,0,1,0,1,0,70.2,No
1504,26,0,0,0,0,1,0,45.5,No
1511,33,0,0,0,0,1,0,1622.4,No
1519,30,0,0,0,0,1,0,1623.7,No
1523,28,0,0,0,0,1,0,163.8,No
1532,26,0,0,0,0,1,0,132.6,No
1534,29,0,0,0,0,1,0,48.1,No
1538,27,0,0,0,0,1,0,16.9,No
1544,37,0,0,0,0,1,0,1303.9,No
1548,36,0,0,0,0,1,0,365.3,No
1561,44,0,0,0,1,1,0,188.5,No
1563,33,0,0,1,0,1,0,46,No
1568,47,0,0,1,0,1,0,4464.2,No
1570,40,0,0,1,0,1,0,3407.3,No
1583,36,0,0,0,0,1,0,11702.6,No
1586,45,0,0,0,0,1,0,266.5,No
1599,38,0,0,1,0,1,0,338,No
1601,28,0,0,0,0,1,0,221,No
1602,50,0,0,1,0,1,0,169,No
1606,26,0,0,0,0,1,0,105.3,No
1610,29,0,0,1,0,1,0,1033.5,No
1611,44,0,0,0,0,1,0,131.3,No
1625,39,0,0,1,0,1,0,521.3,No
1627,42,0,0,1,0,1,0,838.5,No
1628,36,0,0,0,1,1,0,62.4,No
1629,34,0,0,1,0,1,0,4958.2,No
1631,58,0,0,1,0,1,0,107,No
1632,35,0,0,0,0,1,0,183.3,No
1633,41,0,0,1,0,1,0,634.4,No
1639,44,0,0,1,0,1,0,1396.2,No
1642,35,0,0,1,0,1,0,263.9,No
1647,36,0,0,0,0,1,0,26,No
1648,50,0,0,1,0,1,0,4235.4,No
1652,47,0,0,1,0,1,0,135.2,No
1655,35,0,0,0,1,1,0,84,No
1660,55,0,0,1,0,1,0,703.3,No
1664,42,0,0,0,1,1,0,323.7,No
1671,28,0,0,1,0,1,0,136,No
1682,44,0,0,0,1,1,0,5658.9,No
1688,30,0,0,1,0,1,0,90,No
1694,44,0,0,1,0,1,0,448.5,No
1705,26,0,0,0,0,1,0,122,Yes
1706,34,0,0,1,0,1,0,514.8,No
1713,29,0,0,1,0,1,0,94.9,No
1715,31,0,0,0,0,1,0,49,No
1723,27,0,0,0,0,1,0,234,No
1727,52,0,0,0,1,1,0,1853.8,No
1728,32,0,0,0,1,1,0,2622.1,No
1731,35,0,0,0,1,1,0,26,No
1732,34,0,0,1,0,1,0,248.3,No
1736,59,0,0,1,0,1,0,1036.1,No
1737,29,0,0,1,0,1,0,588.9,No
1739,26,0,0,1,0,1,0,6800.3,No
1746,42,0,0,1,0,1,0,1268.8,No
1752,45,0,0,1,0,1,0,484.9,No
1775,28,0,0,0,0,1,0,396.5,No
1780,41,0,0,0,0,1,0,5803.2,No
1784,34,0,0,1,0,1,0,58.5,No
1790,37,0,0,0,0,1,0,1120.6,No
1799,58,0,0,1,0,1,0,1891.5,No
1804,52,0,0,1,0,1,0,1038.7,No
1807,28,0,0,0,0,1,0,752.7,No
1813,44,0,0,1,0,1,0,33.8,No
1818,30,0,0,1,0,1,0,1136.2,No
1819,36,0,0,1,0,1,0,2252.9,No
1820,31,0,0,0,0,1,0,145.6,No
1821,43,0,0,1,0,1,0,22.1,No
1826,27,0,0,1,0,1,0,665.6,No
1831,51,0,0,1,0,1,0,252.2,No
1835,45,0,0,1,0,1,0,147,No
1838,50,0,0,0,1,1,0,227.5,No
1840,32,0,0,1,0,1,0,74.1,No
1841,45,0,0,1,0,1,0,837.2,No
1844,34,0,0,0,0,1,0,1.3,No
1845,39,0,0,1,0,1,0,846.3,No
1847,37,0,0,1,0,1,0,3888.3,No
1866,38,0,0,1,0,1,0,691.6,No
1868,31,0,0,0,0,1,0,42.9,No
1870,31,0,0,0,0,1,0,6822.4,No
1871,26,0,0,0,0,1,0,10.4,No
1873,47,0,0,0,1,1,0,176.8,No
1874,42,0,0,1,0,1,0,604.5,No
1875,35,0,0,1,0,1,0,1748.5,No
1884,41,0,0,0,1,1,0,109,No
1886,45,0,0,1,0,1,0,681.2,No
1888,51,0,0,0,0,1,0,1163.5,No
1891,36,0,0,1,0,1,0,275.6,No
1893,51,0,0,0,1,1,0,27.3,No
1909,39,0,0,0,1,1,0,1411.8,No
1914,45,0,0,0,1,1,0,76.7,No
1916,32,0,0,1,0,1,0,35,No
1918,31,0,0,1,0,1,0,15.6,No
1919,37,0,0,1,0,1,0,4193.8,No
1928,33,0,0,1,0,1,0,106.6,No
1936,52,0,0,1,0,1,0,614.9,No
1937,32,0,0,1,0,1,0,2.6,No
1942,38,0,0,1,0,1,0,895.7,No
1944,27,0,0,1,0,1,0,205.4,No
1960,28,0,0,1,0,1,0,204.1,No
1961,48,0,0,1,0,1,0,208,No
1962,50,0,0,0,1,1,0,111.8,No
1974,30,0,0,1,0,1,0,50.7,No
1977,33,0,0,1,0,1,0,2.6,No
1979,26,0,0,0,0,1,0,2197,No
1984,50,0,0,1,0,1,0,387.4,No
1985,44,0,0,1,0,1,0,326.3,No
1987,51,0,0,0,0,1,0,2769,No
1990,36,0,0,1,0,1,0,419.9,No
1993,40,0,0,1,0,1,0,122.2,Yes
1995,48,0,0,1,0,1,0,379.6,No
2000,59,0,0,0,1,1,0,1982.5,No
2003,49,0,0,0,1,1,0,81.9,No
2004,35,0,0,1,0,1,0,145.6,No
2013,57,0,0,1,0,1,0,166.4,No
2016,49,0,0,0,1,1,0,161.2,No
2018,58,0,0,1,0,1,0,188.5,No
2019,36,0,0,0,0,1,0,891.8,No
2023,49,0,0,1,0,1,0,27,No
2027,39,0,0,1,0,1,0,527.8,No
2028,50,0,0,1,0,1,0,3481.4,No
2030,42,0,0,1,0,1,0,1231.1,No
2031,26,0,0,0,0,1,0,54.6,Yes
2034,45,0,0,1,0,1,0,4299.1,No
2039,54,0,0,0,1,1,0,1797.9,No
2040,46,0,0,0,1,1,0,1563.9,No
2042,44,0,0,1,0,1,0,1696.5,No
2044,36,0,0,0,0,1,0,1726.4,No
2045,51,0,0,1,0,1,0,208,Yes
2056,49,0,0,0,1,1,0,999.7,No
2064,43,0,0,1,0,1,0,31,No
2065,30,0,0,1,0,1,0,150.8,No
2066,39,0,0,1,0,1,0,91,No
2072,46,0,0,0,0,1,0,353.6,No
2080,47,0,0,1,0,1,0,5116.8,No
2094,43,0,0,1,0,1,0,241.8,No
2096,33,0,0,1,0,1,0,215.8,No
2098,37,0,0,1,0,1,0,1363.7,No
2100,37,0,0,1,0,1,0,553.8,No
2102,28,0,0,0,0,1,0,245.7,No
2112,44,0,0,0,0,1,0,5839.6,No
2118,58,0,0,1,0,1,0,8941.4,No
2130,53,0,0,1,0,1,0,334.1,No
2133,50,0,0,1,0,1,0,6311.5,No
2148,50,0,0,1,0,1,0,102.7,No
2149,49,0,0,1,0,1,0,369.2,No
2161,55,0,0,1,0,1,0,3159,No
2166,49,0,0,1,0,1,0,2750.8,No
2172,46,0,0,1,0,1,0,2792.4,No
2175,52,0,0,1,0,1,0,451.1,No
2178,45,0,0,1,0,1,0,144.3,No
2187,60,0,0,1,0,1,0,924.3,No
2188,45,0,0,1,0,1,0,55.9,No
2193,51,0,0,1,0,1,0,27.3,No
2194,51,0,0,1,0,1,0,102.7,No
2208,55,0,0,1,0,1,0,665.6,No
2218,53,0,0,1,0,1,0,223.6,No
2224,34,0,0,1,0,1,0,578.5,No
2225,46,0,0,1,0,1,0,1272.7,No
2226,50,0,0,1,0,1,0,1860.3,No
2229,55,0,0,1,0,1,0,166.4,No
2234,49,0,0,1,0,1,0,3204.5,No
2237,53,0,0,1,0,1,0,136.5,No
2239,47,0,0,1,0,1,0,37.7,No
2243,46,0,0,1,0,1,0,200.2,No
2253,48,0,0,1,0,1,0,57.2,No
2272,50,0,0,1,0,1,0,929.5,No
2279,47,0,0,1,0,1,0,1294.8,No
2290,47,0,0,1,0,1,0,109.2,No
2291,47,0,0,0,1,1,0,721.5,No
2293,47,0,0,1,0,1,0,31922.8,No
2294,32,0,0,1,0,1,0,11373.7,No
2301,30,0,0,1,0,1,0,1703,No
2316,57,0,0,1,0,1,0,49,No
2322,57,0,0,0,1,1,0,2441.4,No
2326,46,0,0,0,1,1,0,78,No
2328,51,0,0,1,0,1,0,146.9,No
2332,54,0,0,1,0,1,0,1124.5,No
2336,52,0,0,0,1,1,0,62.4,No
2345,56,0,0,1,0,1,0,1651,No
2346,44,0,0,1,0,1,0,6273.8,No
2352,34,0,0,0,0,1,0,781.3,No
2355,53,0,0,1,0,1,0,455,No
2360,59,0,0,1,0,1,0,2788.5,No
2363,38,0,0,1,0,1,0,7,No
2364,48,0,0,1,0,1,0,3519.1,No
2368,56,0,0,0,1,1,0,4338.1,No
2373,41,0,0,1,0,1,0,5616,No
2376,42,0,0,0,0,1,0,321.1,No
2379,36,0,0,0,1,1,0,590.2,No
2385,31,0,0,0,0,1,0,626.6,No
2388,35,0,0,1,0,1,0,154,Yes
2389,47,0,0,1,0,1,0,1077.7,No
2392,56,0,0,0,1,1,0,160,No
2405,47,0,0,0,0,1,0,3302,No
2412,40,0,0,0,0,1,0,3710.2,No
2421,45,0,0,1,0,1,0,776.1,No
2423,31,0,0,1,0,1,0,4659.2,No
2429,38,0,0,0,0,1,0,3380,No
2430,30,0,0,0,0,1,0,496.6,No
2431,30,0,0,1,0,1,0,677.3,No
2434,41,0,0,0,0,1,0,807.3,No
2436,39,0,0,1,0,1,0,206.7,No
2437,32,0,0,0,0,1,0,13283.4,No
2444,57,0,0,0,1,1,0,23748.4,No
2447,56,0,0,1,0,1,0,42.9,No
2448,42,0,0,1,0,1,0,254.8,No
2469,43,0,0,0,0,1,0,952.9,No
2471,33,0,0,0,0,1,0,106,No
2472,42,0,0,1,0,1,0,687.7,No
2475,53,0,0,1,0,1,0,3801.2,No
2479,31,0,0,1,0,1,0,926.9,No
2482,33,0,0,1,0,1,0,6372.6,No
2495,53,0,0,1,0,1,0,11559.6,No
2512,31,0,0,1,0,1,0,12884.3,No
2515,32,0,0,0,0,1,0,1015.3,No
2518,35,0,0,0,0,1,0,71,No
2522,31,0,0,1,0,1,0,1016.6,No
2524,46,0,0,0,1,1,0,2713.1,No
2528,33,0,0,0,0,1,0,3312.4,No
2534,34,0,0,0,0,1,0,5766.8,No
2546,30,0,0,0,0,1,0,6402.5,No
2548,31,0,0,1,0,1,0,4602,No
2552,45,0,0,0,1,1,0,3274.7,No
2555,32,0,0,0,0,1,0,3662.1,No
2558,37,0,0,0,1,1,0,1992.9,No
2560,43,0,0,1,0,1,0,1062.1,No
2561,49,0,0,1,0,1,0,18772,No
2563,31,0,0,1,0,1,0,594.1,No
2566,42,0,0,0,0,1,0,2723.5,No
2576,31,0,0,1,0,1,0,70.2,No
2578,57,0,0,1,0,1,0,5127.2,No
2583,30,0,0,1,0,1,0,5794.1,No
2605,47,0,0,1,0,1,0,8703.5,No
2608,32,0,0,1,0,1,0,6193.2,No
2612,28,0,0,0,0,1,0,7930,No
2617,30,0,0,0,0,1,0,1701.7,No
2619,33,0,0,1,0,1,0,5215.6,No
2620,41,0,0,0,1,1,0,1414.4,No
2638,35,0,0,0,1,1,0,2343.9,No
2641,32,0,0,0,0,1,0,256.1,No
2648,29,0,0,0,1,1,0,2.6,No
2649,34,0,0,0,0,1,0,874.9,No
2651,31,0,0,0,0,1,0,65,No
2652,36,0,0,1,0,1,0,647.4,No
2656,35,0,0,0,0,1,0,144.3,No
2659,31,0,0,0,0,1,0,711.1,No
2661,32,0,0,0,0,1,0,735.8,No
2668,34,0,0,0,0,1,0,933.4,No
2669,38,0,0,0,1,1,0,621.4,No
2670,46,0,0,1,0,1,0,605.8,No
2673,34,0,0,0,0,1,0,508.3,No
2679,35,0,0,1,0,1,0,191.1,No
2680,38,0,0,0,0,1,0,3027.7,No
2682,29,0,0,0,0,1,0,1188.2,No
2685,32,0,0,1,0,1,0,444.6,No
2691,33,0,0,0,0,1,0,393.9,No
2695,54,0,0,1,0,1,0,341.9,No
2697,32,0,0,0,1,1,0,881.4,No
2698,39,0,0,0,0,1,0,211.9,No
2703,32,0,0,1,0,1,0,114,No
2705,60,0,0,0,1,1,0,861.9,No
2708,38,0,0,0,1,1,0,66.3,No
2710,42,0,0,0,1,1,0,1216.8,No
2713,26,0,0,0,0,1,0,243.1,No
2725,28,0,0,1,0,1,0,15.6,No
2732,43,0,0,1,0,1,0,1140.1,No
2733,32,0,0,0,0,1,0,1.3,No
2734,50,0,0,1,0,1,0,240.5,No
2741,47,0,0,0,1,1,0,269.1,No
2743,37,0,0,0,1,1,0,657.8,No
2744,36,0,0,0,0,1,0,269.1,No
2746,47,0,0,1,0,1,0,2797.6,No
2754,29,0,0,0,0,1,0,254.8,No
2758,34,0,0,1,0,1,0,65,No
2761,57,0,0,1,0,1,0,14.3,No
2774,30,0,0,0,0,1,0,4102.8,No
2778,52,0,0,1,0,1,0,3706.3,No
2780,36,0,0,1,0,1,0,395.2,No
2781,45,0,0,1,0,1,0,1.3,Yes
2783,36,0,0,1,0,1,0,787.8,No
2791,57,0,0,1,0,1,0,219.7,No
2802,38,0,0,1,0,1,0,499.2,No
2813,42,0,0,0,0,1,0,520,No
2815,54,0,0,0,0,1,0,1531.4,No
2816,58,0,0,1,0,1,0,1484.6,No
2836,28,0,0,1,0,1,0,738.4,No
2842,40,0,0,1,0,1,0,1484.6,No
2845,33,0,0,0,0,1,0,395.2,No
2851,29,0,0,0,0,1,0,338,No
2857,30,0,0,0,0,1,0,406.9,No
2859,50,0,0,1,0,1,0,989.3,No
2864,29,0,0,1,0,1,0,653.9,No
2866,27,0,0,0,0,1,0,769.6,No
2888,33,0,0,0,0,1,0,1162.2,No
2895,56,0,0,1,0,1,0,2020.2,No
2901,43,0,0,0,0,1,0,401.7,No
2906,35,0,0,0,1,1,0,237.9,No
2914,47,0,0,1,0,1,0,676,No
2917,29,0,0,0,0,1,0,133.9,No
2920,52,0,0,1,0,1,0,600.6,No
2931,51,0,0,1,0,1,0,297.7,No
2933,34,0,0,1,0,1,0,37,No
2934,31,0,0,0,0,1,0,720.2,No
2940,36,0,0,1,0,1,0,1238.9,No
2943,28,0,0,0,0,1,0,154.7,No
2944,26,0,0,0,0,1,0,3261.7,No
2947,37,0,0,1,0,1,0,4455.1,No
2954,30,0,0,0,0,1,0,679.9,No
2956,36,0,0,1,0,1,0,2679.3,No
