Voter,Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church,Undecided
53,35,1,1,1,5,174,18,1,No
54,49,1,1,1,5,66,20,1,No
55,64,1,1,1,5,73,20,0,Yes
56,54,1,1,1,2,218,18,1,Yes
57,37,0,0,1,2,114,18,1,No
58,48,1,1,1,2,49,15,1,Yes
59,65,0,1,1,5,32,8,0,No
60,39,1,1,1,3,167,18,1,No
61,49,1,1,1,4,216,12,0,No
62,39,1,1,1,4,84,15,1,Yes
63,56,1,1,1,2,88,20,1,No
64,54,1,0,1,2,82,9,0,No
65,48,1,1,0,1,68,10,0,No
66,54,1,1,1,2,47,8,1,No
67,42,1,1,1,3,138,15,1,Yes
68,51,1,1,0,1,92,18,0,Yes
69,73,0,1,1,2,90,20,0,Yes
70,65,1,1,1,4,171,20,0,Yes
71,47,1,1,1,5,96,15,0,Yes
72,33,1,1,1,4,81,8,0,No
73,44,1,0,1,7,135,20,0,No
74,45,1,0,1,6,190,16,0,No
75,51,1,1,1,4,150,18,0,Yes
76,38,1,1,1,4,130,15,0,Yes
77,38,1,1,1,3,131,18,0,Yes
78,43,1,1,1,4,119,20,1,No
79,55,1,1,1,3,78.5,20,1,No
80,43,0,0,0,1,24,8,1,No
81,59,1,0,0,3,71,20,0,No
82,51,1,1,1,3,164,13,1,Yes
83,55,1,1,1,5,51,20,0,Yes
84,51,1,1,1,3,127,18,0,Yes
85,54,1,1,1,3,92,20,1,No
86,48,0,0,1,3,85,20,0,No
87,54,1,0,1,4,126,18,1,No
88,64,1,0,1,3,100,16,0,Yes
89,62,0,1,0,3,65.5,20,0,Yes
90,39,1,0,1,4,91,15,0,Yes
91,43,1,1,1,4,233,18,0,Yes
92,66,1,1,0,2,38,20,1,No
93,44,1,1,1,3,157,12,1,No
94,60,1,0,1,2,134,20,0,No
95,37,1,1,1,3,161,18,0,Yes
96,47,1,1,1,3,101,12,1,No
97,46,0,1,1,4,123,18,1,No
98,46,1,1,0,1,85,18,0,Yes
99,61,1,1,1,5,108,20,0,Yes
100,41,1,1,1,4,99,18,1,No
101,57,1,1,1,5,87,16,0,Yes
102,50,1,1,1,3,44,18,1,No
103,52,1,1,1,4,57,8,0,No
104,55,1,0,1,4,237,20,0,No
105,56,1,0,1,4,56,20,1,No
106,69,1,1,1,2,30,20,1,No
107,33,1,1,1,2,111.5,8,0,No
108,37,0,1,1,4,107,15,0,Yes
109,51,1,1,1,3,82,20,0,Yes
110,36,1,0,1,3,160,15,1,Yes
111,46,1,1,1,2,96,18,0,Yes
112,39,1,1,0,4,31,18,1,No
113,64,1,1,1,3,16,13,0,Yes
114,53,1,1,1,5,124,8,1,No
115,46,1,1,0,1,82,18,0,Yes
116,61,1,0,1,3,77,20,1,No
117,47,1,0,1,4,132,12,0,No
118,36,1,1,1,7,60,15,1,Yes
119,49,1,0,1,4,138,16,1,Yes
120,63,1,1,1,5,450,20,1,No
121,37,1,0,1,3,20,12,1,Yes
122,41,1,1,0,2,22,10,1,No
123,54,1,0,1,3,110.5,8,1,No
124,46,0,1,0,1,135.5,8,0,No
125,47,1,0,1,3,177,20,1,No
126,61,1,0,1,6,12,16,1,Yes
127,42,0,1,1,5,59,18,0,Yes
128,35,1,1,1,6,28,15,0,Yes
129,49,1,1,1,2,117,12,1,No
130,58,1,1,1,2,112,20,0,Yes
131,57,1,1,1,2,108,8,1,No
132,45,1,1,1,2,98,18,1,No
133,33,1,1,1,3,21,18,1,Yes
134,43,1,1,1,6,77,12,0,No
135,44,1,1,0,5,79.5,18,1,No
136,58,0,1,1,3,16,16,0,Yes
137,43,1,1,1,6,119,15,1,Yes
138,43,1,1,1,4,85,20,1,No
139,51,0,0,1,3,107,9,0,No
140,54,0,0,1,3,49,8,0,No
141,49,1,1,1,4,154,15,1,Yes
142,75,1,1,0,1,67,20,1,No
143,32,1,1,1,3,37,15,0,Yes
144,52,1,1,1,2,69.5,20,1,No
145,48,1,0,1,3,90,20,0,No
146,34,1,1,1,3,4,18,1,No
147,34,1,0,1,3,126,15,0,Yes
148,31,1,0,1,5,108,15,1,Yes
149,50,1,0,0,2,118,20,1,No
150,46,1,0,1,5,153,18,1,No
151,49,0,1,1,3,112,13,0,Yes
152,54,1,1,1,4,46,18,1,No
153,45,1,1,1,3,134,18,1,No
154,65,1,1,0,4,58,8,0,No
155,36,1,1,1,5,91,18,1,No
156,58,1,1,1,3,88,20,0,Yes
157,37,1,1,1,5,142,18,1,No
158,49,0,0,1,7,117,8,0,No
159,34,1,1,1,4,94,12,0,No
160,35,1,1,1,6,229,15,1,No
161,54,1,1,1,2,32,20,1,No
162,48,1,1,0,1,61,18,0,Yes
163,57,1,1,1,2,50,16,1,Yes
164,47,1,0,0,2,31,18,1,Yes
165,29,1,1,1,7,131,15,0,Yes
166,59,1,1,0,1,41,20,1,No
167,61,1,0,1,3,127,20,0,No
168,44,1,0,0,1,59,18,1,Yes
169,43,1,1,1,3,260,20,1,No
170,55,1,1,1,2,178,18,0,Yes
171,62,1,1,0,1,131,20,0,Yes
172,61,1,1,1,3,26,20,1,No
173,47,1,1,1,7,165,15,1,Yes
174,53,1,1,1,5,220,20,1,No
175,46,1,1,1,4,187,12,1,No
176,37,1,1,1,2,81.5,15,0,Yes
177,57,1,1,1,3,68.5,15,0,Yes
178,30,1,1,1,6,291,15,0,No
179,58,1,1,0,1,107.5,8,1,No
180,30,1,1,1,5,504,15,0,No
181,45,1,0,1,3,179,16,0,No
182,42,1,1,0,1,64,20,0,Yes
183,58,1,1,1,6,18,15,1,Yes
184,54,1,1,0,1,48,18,1,No
185,62,1,1,0,1,30,20,0,Yes
186,32,1,1,1,4,424,15,0,No
187,34,1,1,1,2,256,15,0,No
188,37,1,1,1,5,17,15,0,Yes
189,41,1,0,1,4,56,15,1,Yes
190,51,0,0,1,2,58,18,1,No
191,50,0,0,1,2,47,8,1,No
192,36,1,1,0,1,94,9,0,No
193,47,1,1,1,6,17,15,0,Yes
194,43,1,1,1,4,38,8,1,No
195,47,1,1,1,3,137,18,0,Yes
196,32,1,1,1,5,96,8,0,No
197,48,1,1,1,4,144,18,0,Yes
198,41,1,1,1,6,132,15,0,Yes
199,40,1,0,0,3,60,8,0,No
200,43,1,1,1,3,21,18,0,Yes
201,41,0,1,0,3,26,8,0,No
202,54,1,0,0,1,111,20,1,No
203,64,1,1,1,2,120,20,0,Yes
204,47,1,1,0,2,48,18,1,No
205,28,1,1,1,7,82,12,1,No
206,35,1,0,1,4,189,18,0,No
207,51,1,1,1,2,56,20,0,Yes
208,43,0,1,0,6,22,10,1,No
209,49,1,1,1,4,171,20,0,Yes
210,56,1,0,1,2,62,20,0,No
211,53,1,1,1,6,69,12,1,No
212,46,1,1,1,3,55,18,0,Yes
213,57,1,1,1,4,96,20,0,Yes
214,53,1,0,1,6,27,16,0,Yes
215,55,1,1,0,2,52,9,0,No
216,64,1,0,1,4,115,20,0,No
217,53,1,1,0,2,28,10,0,No
218,49,1,1,1,2,146,18,0,Yes
219,45,1,0,1,5,113,16,0,Yes
220,60,0,0,0,2,5,20,1,No
221,47,1,1,1,5,88,15,0,Yes
222,58,1,1,1,4,84,18,1,No
223,43,1,1,1,3,55,18,1,No
224,60,1,1,0,1,90,20,1,No
225,67,1,1,0,1,4,20,1,No
226,50,1,1,1,3,33,18,1,No
227,68,1,1,0,1,37,13,1,Yes
228,39,1,0,1,3,174,8,1,No
229,39,1,1,0,1,88,18,0,Yes
230,45,1,1,1,5,80,18,1,No
231,40,1,0,1,4,151,15,0,Yes
232,44,1,1,1,5,73,15,0,Yes
233,66,1,1,0,1,80,20,0,Yes
234,55,1,1,1,2,6,18,0,Yes
235,32,1,1,1,5,225,15,0,No
236,50,1,1,1,3,128,20,0,Yes
237,66,1,1,1,6,90,13,1,Yes
238,67,1,1,0,1,6,20,1,No
239,32,1,1,1,7,82,15,1,Yes
240,35,1,1,1,3,72,18,0,Yes
241,54,1,1,1,2,113,18,0,Yes
242,41,1,0,1,5,53,16,0,Yes
243,56,1,1,1,2,41,20,1,No
244,48,0,1,0,1,4,20,0,Yes
245,55,0,1,1,4,133,15,0,Yes
246,71,0,0,1,2,38,8,1,No
247,42,1,1,1,4,162,15,1,Yes
248,43,1,1,1,4,285,15,0,No
249,50,1,1,1,4,271,15,1,No
250,34,1,1,0,2,77,15,0,Yes
251,34,1,1,1,3,134,15,0,Yes
252,44,1,1,1,4,247,15,0,No
253,67,1,0,1,6,9,20,1,No
254,44,1,1,1,7,73,15,1,Yes
255,47,0,1,1,3,63,8,0,No
256,54,1,1,1,6,26,8,0,No
257,48,1,1,1,2,137,20,0,Yes
258,62,1,1,1,2,76,20,0,Yes
259,38,1,1,0,1,236,8,0,No
260,44,0,1,1,2,80,8,0,No
261,59,1,0,1,2,46.5,20,0,No
262,54,1,1,1,3,82,16,1,Yes
263,40,1,0,1,5,101,15,1,Yes
264,53,1,0,1,3,167,20,1,No
265,33,1,0,1,6,178,15,1,No
266,45,1,1,1,3,121,18,0,Yes
267,49,1,0,0,2,239,18,0,No
268,48,1,1,1,2,62,18,1,No
269,63,1,0,1,4,47,20,0,No
270,50,1,1,1,3,105,8,1,No
271,57,0,1,1,3,131,8,1,No
272,49,1,1,0,1,57,20,0,Yes
273,30,1,1,1,2,54,15,0,Yes
274,54,0,1,0,2,15,8,0,No
275,44,1,1,0,4,41,12,1,No
276,46,1,0,1,5,62,15,0,Yes
277,50,1,1,1,5,127,18,1,No
278,47,1,1,1,5,147,15,1,Yes
279,47,0,1,1,5,299,12,0,No
280,56,1,1,1,2,28,20,1,No
281,30,1,1,1,5,128,12,1,No
282,32,1,1,1,6,146,15,0,Yes
283,40,1,1,1,6,121,12,1,No
284,36,1,1,1,4,102,9,1,No
285,47,1,0,1,4,77,18,1,No
286,59,1,1,0,1,59,20,1,No
287,46,1,1,1,4,258,15,1,No
288,42,1,1,1,2,168,15,0,Yes
289,55,1,1,1,6,154,10,1,No
290,53,1,1,1,4,109,18,0,Yes
291,35,1,0,1,3,22,18,1,No
292,38,1,1,1,5,211,15,0,No
293,40,1,1,1,5,324,8,1,No
294,63,0,1,1,6,50,16,1,Yes
295,50,1,1,1,3,183,18,0,Yes
296,50,1,1,1,3,101,20,1,No
297,70,1,1,1,5,457,16,1,No
298,43,1,1,0,4,63,20,1,No
299,45,0,1,1,3,193,15,0,No
300,64,1,1,1,2,124,20,0,Yes
301,57,1,1,0,1,33,8,0,No
302,54,1,1,1,2,143,20,1,No
303,54,0,1,0,3,87,18,1,No
304,46,1,1,1,3,108,20,0,Yes
305,52,1,0,1,3,97,20,1,No
306,40,1,1,1,3,119,15,0,Yes
307,32,1,1,1,7,114,12,1,No
308,40,0,0,1,3,84,8,1,No
309,48,1,1,1,4,176,20,1,No
310,51,1,0,1,5,93,20,1,No
311,47,0,1,0,1,32,8,0,No
312,47,1,1,1,2,36,18,1,No
313,37,0,1,1,3,130,9,1,No
314,65,0,1,0,1,157,20,0,Yes
315,66,1,1,0,1,51,20,1,No
316,69,1,1,1,3,121,20,0,Yes
317,60,0,1,1,3,17,8,1,No
318,40,0,0,0,2,62,18,1,No
319,41,1,1,1,5,197,13,1,No
320,52,1,1,0,1,162,20,1,No
321,61,1,1,1,3,95,20,1,No
322,53,1,1,1,4,39,20,0,Yes
323,52,1,1,1,5,21,16,0,Yes
324,45,1,1,1,4,218,18,0,Yes
325,58,1,1,1,3,39,20,0,Yes
326,59,1,1,1,2,132,16,0,Yes
327,37,1,1,1,4,76,18,1,No
328,62,0,1,1,5,64,8,1,No
329,31,1,0,1,3,79,15,1,Yes
330,46,1,1,1,3,133,9,0,No
331,48,1,1,1,2,40,18,0,Yes
332,52,0,1,1,3,5,12,1,No
333,34,1,1,1,4,167,15,1,Yes
334,44,1,1,1,4,90,12,1,No
335,59,1,0,1,4,43,20,1,No
336,50,0,1,1,2,83,20,1,No
337,39,1,1,1,7,323,8,0,No
338,33,1,1,1,6,99,12,0,No
339,42,1,1,1,4,142,18,1,No
340,52,1,1,1,4,121.5,20,1,No
341,49,1,1,1,6,102,20,1,No
342,58,1,0,1,4,14,8,0,No
343,46,1,1,0,2,88,20,1,No
344,48,0,0,1,3,17,8,1,No
345,54,1,0,1,3,175,15,0,No
346,38,1,1,1,5,58.5,8,1,No
347,41,0,1,1,5,74,15,0,Yes
348,69,1,1,1,2,26,16,0,Yes
349,69,0,0,1,2,96,20,0,No
350,62,1,1,1,4,67.5,20,0,Yes
351,55,1,1,1,5,285,10,1,No
352,33,1,1,1,2,121,15,1,Yes
353,50,1,1,1,2,54,10,0,No
354,45,1,0,1,3,5,20,0,No
355,48,1,1,1,4,156,8,0,No
356,45,1,1,1,2,99,8,1,No
357,47,1,1,1,4,72,15,1,Yes
358,57,1,1,0,3,43,20,1,No
359,46,1,1,1,3,165,20,0,Yes
360,59,1,1,1,2,112,20,0,Yes
361,43,1,1,1,2,95,12,1,No
362,48,1,1,1,7,102,9,1,No
363,48,1,0,1,3,257,15,1,No
364,44,1,1,1,6,91,15,0,Yes
365,45,1,1,1,4,91,9,0,No
366,50,1,0,1,4,35,8,0,No
367,59,1,0,0,1,112,13,1,Yes
368,51,1,1,1,2,110,16,0,Yes
369,41,1,1,1,3,70,20,0,Yes
370,45,1,1,1,6,121,15,1,Yes
371,64,1,1,1,6,81,20,0,Yes
372,33,1,1,0,1,114,18,0,Yes
373,45,1,1,1,5,92,8,0,No
374,50,1,1,1,3,161,20,0,Yes
375,37,1,1,1,2,37,15,1,Yes
376,58,0,1,1,5,176.5,8,0,No
377,39,1,0,1,2,92.5,15,1,Yes
378,42,0,0,1,3,141,18,0,No
379,35,1,1,1,2,34,15,1,Yes
380,40,0,1,1,5,114,15,0,Yes
381,50,1,1,1,4,73,18,0,Yes
382,60,1,0,1,5,122,20,1,No
383,45,1,0,1,3,61,16,1,Yes
384,30,1,1,1,3,171,15,1,Yes
385,61,1,0,1,3,150,20,0,No
386,37,1,0,0,1,47,18,1,No
387,56,0,1,1,3,46,20,1,No
388,40,1,1,1,4,233,18,1,No
389,59,1,1,1,4,41.5,20,0,Yes
390,63,1,1,1,6,152,20,1,No
391,47,1,1,1,2,178,20,1,No
392,66,1,0,1,6,92,20,1,No
393,48,1,1,1,4,135,15,1,Yes
394,63,1,1,1,2,64,20,0,Yes
395,49,1,1,1,4,43,18,1,No
396,50,1,1,1,6,138,18,0,Yes
397,57,1,1,0,1,99,20,1,No
398,57,1,1,1,3,116,20,0,Yes
399,51,1,1,1,5,108,16,1,Yes
400,60,1,0,1,3,101,20,1,No
401,37,1,1,1,3,108.5,18,1,No
402,50,1,1,1,4,99,20,0,Yes
403,39,1,1,1,3,131,12,0,No
404,48,1,1,0,1,17,18,0,Yes
405,55,1,1,0,2,66,20,1,No
406,43,0,1,1,6,115.5,8,1,No
407,47,1,1,1,4,51,8,1,No
408,44,0,1,1,3,130,16,0,Yes
409,51,1,1,1,2,168,20,1,No
410,52,1,0,0,1,95,18,1,No
411,55,1,1,1,4,235,18,0,Yes
412,47,1,1,1,4,48,20,0,Yes
413,39,1,1,1,3,101,15,0,Yes
414,52,1,1,1,2,100,18,1,No
415,58,1,1,0,1,64.5,8,0,No
416,67,1,0,1,6,134,13,1,Yes
417,47,1,0,1,4,285,15,0,No
418,45,1,1,1,4,88,18,0,Yes
419,46,0,0,1,2,151.5,9,0,No
420,47,1,0,1,4,247,15,1,No
421,66,1,0,1,3,15,20,0,No
422,33,1,1,1,3,215,15,0,No
423,53,1,0,1,2,213,18,0,No
424,47,1,1,1,2,172,16,0,Yes
425,40,1,1,1,4,115,15,0,Yes
426,67,1,1,1,3,59,20,0,Yes
427,55,1,0,1,4,46,12,0,No
428,65,0,0,1,2,6,10,0,No
429,33,1,1,1,3,314,15,0,No
430,42,1,1,1,2,59.5,18,1,No
431,55,1,1,1,4,130,18,1,No
432,46,1,1,0,2,280,20,1,No
433,43,1,1,1,2,135,15,1,Yes
434,51,1,1,1,4,177,16,1,No
435,51,1,1,1,4,266,15,0,No
436,56,0,1,0,1,131,8,0,No
437,62,1,1,1,5,140,20,0,Yes
438,51,1,1,1,5,17,10,0,No
439,51,1,1,1,5,123,18,0,Yes
440,35,1,1,1,5,83,12,0,No
441,50,1,0,1,6,69,10,1,No
442,35,1,1,1,3,108,18,0,Yes
443,70,1,1,0,2,46,20,0,Yes
444,48,0,1,1,4,398,15,1,No
445,50,1,1,1,6,106,15,1,Yes
446,33,1,1,1,4,135,15,1,Yes
447,37,1,1,1,6,37,8,0,No
448,60,1,1,0,1,23,20,1,No
449,56,1,0,1,3,99,20,0,No
450,48,1,1,1,2,134,20,0,Yes
451,57,1,0,0,2,80,13,1,Yes
452,62,1,1,1,4,202,20,0,Yes
453,57,1,1,1,2,101,20,0,Yes
454,33,1,0,1,3,103,15,0,Yes
455,56,1,1,1,6,154,8,0,No
456,29,1,1,0,1,78,9,0,No
457,45,1,1,1,5,143,8,0,No
458,41,0,1,1,5,40,8,0,No
459,44,0,1,1,4,13,8,1,No
460,78,1,1,0,1,91,16,0,Yes
461,55,1,1,1,5,44,20,1,No
462,37,1,1,1,4,100,15,1,Yes
463,50,0,1,1,4,94,12,0,No
464,59,1,1,1,2,76,20,1,No
465,46,0,0,1,2,125.5,8,1,No
466,51,1,1,1,3,81,20,1,No
467,47,0,1,1,2,193,15,0,No
468,55,1,1,0,2,43,20,0,Yes
469,44,1,1,1,3,58,20,1,No
470,46,1,1,0,1,75,18,0,Yes
471,64,1,1,1,2,73,20,1,No
472,34,1,1,1,4,238,18,1,No
473,62,0,1,0,2,118,8,0,No
474,48,1,1,1,5,95,16,0,Yes
475,60,1,1,0,1,41,20,1,No
476,39,1,0,1,5,102,15,0,Yes
477,68,1,0,1,2,31,20,0,No
478,34,0,1,1,5,125,15,0,Yes
479,43,1,1,0,2,58,12,1,No
480,60,1,1,1,2,73,8,1,No
481,49,1,1,1,3,106,18,0,Yes
482,49,1,1,1,3,112,20,1,No
483,68,1,1,1,3,63,20,0,Yes
484,41,0,0,1,3,136,18,1,No
485,38,0,1,1,3,48,15,0,Yes
486,51,1,1,0,1,58,20,0,Yes
487,44,1,1,0,2,26,8,1,No
488,49,1,1,0,1,108,18,1,No
489,59,0,0,1,2,70,20,0,No
490,45,1,1,1,4,66,12,0,No
491,45,1,1,1,6,128,15,0,Yes
492,57,1,0,1,2,69,20,1,No
493,66,1,0,1,4,142,20,1,No
494,56,1,1,1,2,130,20,0,Yes
495,45,0,1,1,6,244,12,1,No
496,41,1,1,1,2,96,20,0,Yes
497,74,1,1,1,3,37,13,0,Yes
498,37,1,0,0,1,23,8,1,No
499,57,0,0,1,7,70,20,0,No
500,48,1,1,1,5,97,16,1,Yes
501,35,1,1,1,3,503,15,0,No
502,36,1,1,1,4,177,15,1,No
503,43,1,0,1,4,61,18,1,No
504,57,1,1,1,2,160,18,1,Yes
505,50,1,1,1,5,135,15,1,Yes
506,47,1,1,1,7,26,12,0,No
507,53,1,1,1,4,134,20,0,Yes
508,55,1,1,1,2,158,20,1,No
509,33,1,1,1,6,25,15,0,Yes
510,38,1,0,1,7,141,18,1,No
511,57,1,1,1,3,145,8,0,Yes
512,70,1,0,1,3,124,20,0,No
513,51,0,0,0,1,6,8,1,No
514,38,0,1,1,5,185,18,1,No
515,37,1,0,0,1,84,18,1,No
516,41,1,1,1,5,150,18,1,No
517,58,1,0,1,3,128,8,0,No
518,50,1,1,1,5,123,15,1,Yes
519,42,1,1,1,2,68,20,1,No
520,47,1,1,1,3,159,15,1,Yes
521,33,1,1,1,5,226,15,1,No
522,74,0,1,0,1,20,20,1,No
523,52,1,1,1,4,4,8,1,No
524,34,1,0,1,4,63,15,1,Yes
525,43,0,0,1,2,218,15,0,No
526,49,1,1,0,2,59,18,1,No
527,69,1,0,1,6,88.5,13,0,Yes
528,29,1,1,0,4,71,15,0,Yes
529,73,0,0,1,3,57,20,1,No
530,42,1,1,1,5,152,12,0,No
531,36,1,1,0,2,41,18,0,Yes
532,41,0,1,0,2,31,8,0,No
533,35,0,1,0,2,38,8,1,No
534,65,1,1,1,3,114,20,1,No
535,42,1,1,1,4,246,18,0,Yes
536,58,1,0,1,5,108,16,1,Yes
537,49,1,1,1,4,70,12,1,No
538,65,1,1,1,2,62,20,0,Yes
539,50,1,0,1,6,127,15,0,Yes
540,55,1,1,1,2,101,15,0,Yes
541,64,1,1,1,4,86,20,1,No
542,35,1,1,1,3,100,15,0,Yes
543,43,1,1,1,2,140,15,0,Yes
544,71,1,1,0,1,19,20,0,Yes
545,44,1,1,1,4,5,8,1,No
546,48,1,1,1,2,80,15,1,Yes
547,46,1,1,1,4,142,15,0,Yes
548,43,1,1,1,2,40,16,0,Yes
549,31,1,1,1,6,214,12,0,No
550,63,1,1,0,1,213,8,0,No
551,62,1,1,1,3,48,20,1,No
552,44,1,1,1,5,321,12,0,No
553,40,1,1,0,1,33,18,0,Yes
554,51,0,1,1,6,123,18,1,No
555,60,1,1,0,1,65,20,0,Yes
556,57,1,0,1,3,22,8,0,No
557,40,1,1,1,2,27,18,1,No
558,65,1,1,1,4,88,20,0,Yes
559,46,1,1,1,6,127,15,0,Yes
560,46,1,0,1,4,175.5,15,1,No
561,47,1,1,1,2,77,8,1,No
562,45,1,1,1,4,92,20,1,No
563,51,1,0,1,2,122,18,0,No
564,61,1,0,1,6,101,20,0,No
565,38,1,1,1,2,37,18,0,Yes
566,37,1,1,1,6,91,15,0,Yes
567,38,1,1,1,4,126,15,1,Yes
568,45,1,1,0,1,108,18,0,Yes
569,30,1,1,0,3,107,18,0,Yes
570,51,1,1,0,2,51,18,0,Yes
571,46,1,1,1,4,136,18,1,No
572,52,1,1,1,4,111,20,1,No
573,58,1,1,0,3,113,20,1,No
574,40,1,0,1,5,149,15,1,Yes
575,51,1,1,1,5,60,16,0,Yes
576,31,1,1,1,6,334,15,0,No
577,48,1,1,1,5,100,15,0,Yes
578,49,1,0,1,5,287,15,1,No
579,41,1,1,1,5,80,18,0,Yes
580,55,1,1,1,6,145,8,1,No
581,46,0,0,1,4,87,15,1,Yes
582,53,1,0,1,5,62,18,0,No
583,33,1,1,1,5,49,15,1,Yes
584,40,1,1,1,5,15,12,1,No
585,54,1,0,1,3,64,18,0,No
586,53,1,1,1,6,139,20,0,Yes
587,46,1,1,1,3,79,15,0,Yes
588,55,0,0,1,3,318,16,0,No
589,53,1,1,1,6,183,8,0,No
590,45,1,1,1,3,180,18,1,No
591,35,1,0,1,3,131,15,0,Yes
592,43,1,0,0,1,38,20,0,No
593,31,1,0,1,7,173,15,0,Yes
594,43,1,1,1,5,68,8,0,No
595,50,1,1,0,1,71,15,0,Yes
596,40,1,1,1,4,69,18,1,No
597,53,1,1,1,5,82,18,1,No
598,55,1,1,1,6,285,12,0,No
599,51,0,1,0,5,46,8,1,No
600,34,0,1,1,3,155,15,1,Yes
601,43,1,0,1,2,102,9,1,No
602,44,1,1,1,6,46,18,1,No
603,44,1,1,1,3,60,8,1,No
604,45,0,1,1,5,101,8,1,No
605,42,1,0,1,7,98,15,0,Yes
606,41,1,1,1,3,134,18,0,Yes
607,41,1,1,1,2,151,18,1,No
608,52,1,1,1,6,122,15,1,Yes
609,45,1,1,1,5,189,8,1,No
610,47,1,1,1,3,77,13,0,Yes
611,44,1,0,1,5,235,15,0,No
612,52,1,1,1,4,163,15,0,Yes
613,57,1,1,0,2,47,18,0,Yes
614,52,1,1,1,6,22,18,0,Yes
615,41,1,1,1,3,81,18,0,Yes
616,59,1,1,1,2,231,18,1,No
617,48,0,1,0,1,35,18,1,No
618,56,0,0,1,4,483,20,1,No
619,45,1,1,1,3,78,18,1,No
620,47,1,1,1,7,67,12,1,No
621,66,1,1,1,5,10,20,0,Yes
622,49,1,1,1,5,171,20,1,No
623,32,1,0,1,6,165,8,1,Yes
624,50,1,1,1,4,531,15,0,No
625,41,1,1,1,6,153,15,0,Yes
626,58,1,1,0,4,14,16,1,Yes
627,58,1,1,1,3,85,20,0,Yes
628,46,0,1,1,3,184,15,1,No
629,40,1,1,1,5,100,12,0,No
630,49,1,1,1,4,113,15,1,Yes
631,37,1,0,1,4,107,8,1,No
632,41,1,1,1,2,94,18,0,Yes
633,65,1,1,0,1,78.5,20,1,No
634,48,1,1,1,3,543,20,0,No
635,59,1,0,1,7,176,13,1,No
636,38,1,1,1,3,149,15,0,Yes
637,39,1,0,1,2,110,18,1,No
638,42,0,1,1,5,294,15,0,No
639,61,1,1,1,6,104,20,0,Yes
640,33,1,0,1,2,150,12,0,No
641,55,1,1,1,3,177,18,1,No
642,47,1,1,1,3,12,20,0,Yes
643,54,1,1,1,3,14,20,0,Yes
644,37,1,1,1,5,50,15,1,Yes
645,51,1,1,1,2,70,20,1,No
646,55,1,0,1,2,41,18,0,No
647,56,1,1,1,2,70,15,1,Yes
648,40,1,0,1,4,108,12,0,No
649,52,1,1,0,1,19,20,0,Yes
650,52,1,1,0,1,103,18,0,Yes
651,45,1,1,1,3,120,18,0,Yes
652,52,1,1,1,5,108,15,1,Yes
653,39,1,1,1,3,188,15,1,No
654,44,1,1,1,3,104,20,1,No
655,50,1,1,1,3,180,20,0,Yes
656,53,1,1,1,4,157,18,1,No
657,33,1,1,1,5,211,12,0,No
658,43,1,1,1,2,240,18,1,No
659,41,1,1,1,2,36,8,0,No
660,63,1,0,0,2,56.5,20,0,No
661,76,1,1,1,3,166,20,0,Yes
662,42,1,1,1,7,133,12,1,No
663,33,1,0,1,5,263,15,0,No
664,47,1,0,1,3,43,20,0,No
