CustomerID,Age,Entrepreneur,Unemployed,Married,Divorced,High School,College,AverageBalance,LoanDefault
1887,31,0,0,0,0,1,0,491.4,No
1890,37,0,0,1,0,1,0,696.8,No
1892,51,0,0,1,0,1,0,67.6,No
1908,29,0,0,1,0,1,0,243.1,No
1912,37,0,0,1,0,1,0,457.6,No
1917,30,0,0,0,1,1,0,101.4,No
1919,37,0,0,1,0,1,0,4193.8,No
1923,45,0,0,1,0,1,0,564.2,No
1924,33,0,0,0,0,1,0,79.3,No
1932,41,0,0,0,0,1,0,24.0,No
1937,32,0,0,1,0,1,0,2.6,No
1939,35,0,0,1,0,1,0,1021.8,No
1948,28,0,0,0,0,1,0,299.0,No
1960,28,0,0,1,0,1,0,204.1,No
1963,30,0,0,0,0,1,0,712.4,No
1967,32,0,0,1,0,1,0,3208.4,No
1970,38,0,0,1,0,1,0,438.1,No
1974,30,0,0,1,0,1,0,50.7,No
1976,45,0,0,1,0,1,0,1578.2,No
1978,32,0,0,1,0,1,0,62.4,No
1981,27,0,0,0,0,1,0,249.6,No
1999,42,0,0,0,0,1,0,3294.2,No
2000,59,0,0,0,1,1,0,1982.5,No
2005,41,0,0,0,1,1,0,339.3,No
2007,39,0,0,1,0,1,0,512.2,No
2009,34,0,0,1,0,1,0,191.1,No
2010,27,0,0,0,0,1,0,314.6,No
2011,36,0,0,1,0,1,0,82.0,No
2018,58,0,0,1,0,1,0,188.5,No
2032,39,0,0,0,1,1,0,107.9,No
2041,39,0,0,1,0,1,0,180.7,No
2046,30,0,0,0,0,1,0,1589.9,No
2051,33,0,0,1,0,1,0,109.0,No
2052,30,0,0,0,0,1,0,429.0,No
2054,36,0,0,1,0,1,0,326.3,No
2063,34,0,0,1,0,1,0,317.2,No
2069,43,0,0,1,0,1,0,457.6,No
2071,42,0,0,1,0,1,0,4994.6,No
2075,31,0,0,1,0,1,0,490.1,No
2078,36,0,0,1,0,1,0,4300.4,No
2083,51,0,0,0,1,1,0,3937.7,No
2087,36,0,0,1,0,1,0,611.0,No
2088,42,0,0,0,0,1,0,5645.9,No
2097,40,0,0,1,0,1,0,1835.6,No
2102,28,0,0,0,0,1,0,245.7,No
2103,38,0,0,0,0,1,0,1172.6,No
2106,43,0,0,1,0,1,0,6562.4,No
2112,44,0,0,0,0,1,0,5839.6,No
2119,53,0,0,1,0,1,0,999.7,No
2122,50,0,0,1,0,1,0,44.0,No
2124,46,0,0,1,0,1,0,3292.9,No
2137,46,0,0,1,0,1,0,863.2,No
2143,45,0,0,1,0,1,0,1202.5,No
2145,46,0,0,1,0,1,0,858.0,No
2147,48,0,0,1,0,1,0,637.0,No
2162,46,0,0,1,0,1,0,28.6,No
2170,49,0,0,1,0,1,0,1361.1,No
2174,47,0,0,1,0,1,0,94.9,No
2179,52,0,0,1,0,1,0,10064.6,No
2180,59,0,0,0,1,1,0,826.8,No
2181,51,0,0,1,0,1,0,1995.5,No
2201,39,0,0,0,1,1,0,518.7,No
2205,47,0,0,1,0,1,0,403.0,No
2212,37,0,0,0,1,1,0,383.5,No
2217,51,0,0,1,0,1,0,118.3,No
2225,46,0,0,1,0,1,0,1272.7,No
2227,56,0,0,1,0,1,0,486.2,No
2233,55,0,0,1,0,1,0,66.3,No
2238,56,0,0,1,0,1,0,2202.2,No
2249,49,0,0,1,0,1,0,825.5,No
2255,46,0,0,1,0,1,0,28.6,No
2256,49,0,0,1,0,1,0,165.0,No
2265,55,0,0,1,0,1,0,1601.6,No
2287,41,0,0,1,0,1,0,156.0,Yes
2288,60,0,0,1,0,1,0,287.3,No
2296,45,0,0,1,0,1,0,6949.8,No
2301,30,0,0,1,0,1,0,1703.0,No
2304,38,0,0,0,0,1,0,3211.0,No
2309,23,0,0,0,0,1,0,52.0,No
2312,33,0,0,0,0,1,0,267.8,No
2313,49,0,0,1,0,1,0,4690.4,No
2315,54,0,0,1,0,1,0,5236.4,No
2322,57,0,0,0,1,1,0,2441.4,No
2326,46,0,0,0,1,1,0,78.0,No
2327,44,0,0,0,1,1,0,97.0,No
2335,49,0,0,1,0,1,0,15893.8,No
2357,50,0,0,0,1,1,0,262.6,No
2360,59,0,0,1,0,1,0,2788.5,No
2363,38,0,0,1,0,1,0,7.0,No
2369,41,0,0,1,0,1,0,111.0,No
2370,54,0,0,1,0,1,0,3815.5,No
2377,41,0,0,1,0,1,0,21472.1,No
2378,46,0,0,0,1,1,0,9591.4,No
2389,47,0,0,1,0,1,0,1077.7,No
2394,34,0,0,0,1,1,0,1541.8,No
2411,39,0,0,0,0,1,0,936.0,No
2412,40,0,0,0,0,1,0,3710.2,No
2424,30,0,0,1,0,1,0,243.1,No
2426,47,0,0,1,0,1,0,102.7,No
2430,30,0,0,0,0,1,0,496.6,No
2433,41,0,0,1,0,1,0,104.0,No
2441,48,0,0,1,0,1,0,1856.4,No
2453,34,0,0,1,0,1,0,170.3,No
2484,34,0,0,1,0,1,0,4140.5,No
2486,38,0,0,1,0,1,0,98.8,No
2492,59,0,0,1,0,1,0,1914.9,No
2502,34,0,0,1,0,1,0,21435.7,No
2508,40,0,0,1,0,1,0,10024.3,No
2511,35,0,0,1,0,1,0,5021.9,No
2512,31,0,0,1,0,1,0,12884.3,No
2514,49,0,0,0,1,1,0,652.6,No
2527,31,0,0,0,0,1,0,9075.3,No
2532,46,0,0,0,1,1,0,1011.4,No
2539,51,0,0,1,0,1,0,69.0,No
2543,53,0,0,1,0,1,0,1563.9,No
2550,52,0,0,0,1,1,0,522.6,No
2558,37,0,0,0,1,1,0,1992.9,No
2565,39,0,0,0,1,1,0,595.4,No
2573,43,0,0,1,0,1,0,195.0,No
2575,50,0,0,0,1,1,0,4212.0,No
2578,57,0,0,1,0,1,0,5127.2,No
2580,49,0,0,0,1,1,0,8465.6,No
2581,39,0,0,1,0,1,0,3014.7,No
2585,57,0,0,0,1,1,0,8004.1,No
2588,30,0,0,0,0,1,0,382.2,No
2593,34,0,0,0,0,1,0,1159.6,No
2595,40,0,0,0,0,1,0,1560.0,No
2605,47,0,0,1,0,1,0,8703.5,No
2610,49,0,0,0,0,1,0,1275.3,No
2613,26,0,0,0,0,1,0,791.7,No
2621,29,0,0,1,0,1,0,24.7,No
2623,51,0,0,1,0,1,0,228.8,No
2625,56,0,0,0,1,1,0,5029.7,No
2635,41,0,0,0,0,1,0,284.7,No
2643,40,0,0,0,1,1,0,518.7,No
2645,57,0,0,1,0,1,0,1955.2,No
2646,34,0,0,0,0,1,0,529.1,No
2658,28,0,0,1,0,1,0,126.1,No
2661,32,0,0,0,0,1,0,735.8,No
2667,38,0,0,1,0,1,0,42.9,No
2670,46,0,0,1,0,1,0,605.8,No
2671,29,0,0,0,0,1,0,3598.4,No
2677,37,0,0,0,0,1,0,426.4,No
2682,29,0,0,0,0,1,0,1188.2,No
2691,33,0,0,0,0,1,0,393.9,No
2704,32,0,0,0,0,1,0,2119.0,No
2716,26,0,0,0,0,1,0,1042.6,No
2719,53,0,0,1,0,1,0,487.5,No
2720,33,0,0,0,1,1,0,1249.3,No
2721,31,0,0,0,1,1,0,282.1,No
2722,32,0,0,0,0,1,0,1904.5,No
2732,43,0,0,1,0,1,0,1140.1,No
2734,50,0,0,1,0,1,0,240.5,No
2739,42,0,0,0,1,1,0,1058.2,No
2741,47,0,0,0,1,1,0,269.1,No
2751,58,0,0,1,0,1,0,754.0,No
2756,36,0,0,1,0,1,0,170.3,No
2767,53,0,0,0,1,1,0,483.6,No
2774,30,0,0,0,0,1,0,4102.8,No
2783,36,0,0,1,0,1,0,787.8,No
2798,31,0,0,0,0,1,0,984.1,No
2799,31,0,0,1,0,1,0,137.8,No
2807,27,0,0,1,0,1,0,521.3,No
2808,33,0,0,0,0,1,0,375.7,No
2811,59,0,0,1,0,1,0,1415.7,No
2818,52,0,0,0,1,1,0,1006.2,No
2825,39,0,0,0,1,1,0,665.6,No
2832,39,0,0,0,0,1,0,289.9,No
2833,28,0,0,1,0,1,0,465.4,No
2841,27,0,0,0,0,1,0,387.4,No
2844,41,0,0,1,0,1,0,709.8,No
2849,30,0,0,1,0,1,0,29.9,Yes
2851,29,0,0,0,0,1,0,338.0,No
2852,36,0,0,1,0,1,0,406.9,No
2853,48,0,0,0,1,1,0,1241.5,No
2856,28,0,0,0,0,1,0,509.6,No
2863,53,0,0,1,0,1,0,343.2,No
2868,29,0,0,0,0,1,0,1639.3,No
2875,46,0,0,1,0,1,0,1220.7,No
2877,32,0,0,1,0,1,0,2159.3,No
2880,40,0,0,1,0,1,0,477.1,No
2883,35,0,0,0,0,1,0,1320.8,No
2885,45,0,0,1,0,1,0,87.1,No
2887,34,0,0,0,0,1,0,926.9,No
2895,56,0,0,1,0,1,0,2020.2,No
2903,33,0,0,1,0,1,0,6.0,No
2908,27,0,0,0,0,1,0,8439.6,No
2920,52,0,0,1,0,1,0,600.6,No
2923,30,0,0,1,0,1,0,2826.2,No
2924,26,0,0,0,0,1,0,331.5,No
2939,44,0,0,0,1,1,0,516.1,No
2946,36,0,0,1,0,1,0,942.5,No
2951,25,0,0,0,0,1,0,1428.7,No
2958,29,0,0,0,0,1,0,1134.9,No
2959,34,0,0,0,0,1,0,5781.1,No
2960,27,0,0,0,0,1,0,603.2,No
2964,46,0,0,1,0,1,0,1266.2,No
2965,35,0,0,1,0,1,0,2.6,No
2968,24,0,0,0,0,1,0,640.9,No
2972,48,0,0,0,1,1,0,7.0,No
2973,28,0,0,0,0,1,0,1660.1,No
2975,46,0,0,1,0,1,0,678.6,No
2983,52,0,0,0,1,1,0,1632.8,No
2999,40,0,0,0,0,1,0,600.6,No
3000,37,0,0,1,0,1,0,1569.1,No
3006,36,0,0,1,0,1,0,50.7,No
3008,40,0,0,0,0,1,0,1251.9,No
3011,36,0,0,0,1,1,0,462.8,No
3012,25,0,0,0,0,1,0,106.6,No
3014,35,0,0,1,0,1,0,163.8,No
3020,32,0,0,0,0,1,0,6.5,No
3023,25,0,0,0,0,1,0,850.2,No
3026,53,0,0,0,0,1,0,3759.6,No
3028,32,0,0,1,0,1,0,510.9,No
3032,35,0,0,1,0,1,0,1167.4,No
3039,44,0,0,0,1,1,0,27.3,No
3041,38,0,0,0,1,1,0,4984.2,No
3042,30,0,0,1,0,1,0,903.5,No
3043,49,0,0,0,1,1,0,247.0,No
3056,34,0,0,1,0,1,0,513.5,No
3073,32,0,0,1,0,1,0,1401.4,No
