CustomerID,Age,Entrepreneur,Unemployed,Married,Divorced,HighSchool,College,AverageBalance,LoanDefault
507,57,0,0,1,0,1,0,9.1,No
511,52,0,0,0,0,1,0,4352.4,No
513,49,0,0,1,0,1,0,665.6,No
517,50,0,0,1,0,1,0,956.8,No
518,29,0,0,0,0,1,0,1290.9,No
534,33,0,0,0,0,1,0,874.9,No
535,42,0,0,1,0,1,0,1690,Yes
537,33,0,0,0,0,1,0,2096.9,No
541,36,0,0,1,0,1,0,1297.4,No
542,37,0,0,1,0,1,0,995.8,No
546,42,0,0,0,1,1,0,2354.3,No
553,43,0,0,0,1,1,0,959.4,No
556,41,0,0,0,0,1,0,39,No
557,36,0,0,1,0,1,0,522.6,No
558,38,0,0,1,0,1,0,863.2,No
559,41,0,0,1,0,1,0,2332.2,No
560,58,0,0,1,0,1,0,1554.8,No
562,30,0,0,0,0,1,0,45.5,Yes
564,46,0,0,1,0,1,0,722.8,No
569,46,0,0,0,1,1,0,3269.5,No
570,48,0,0,0,1,1,0,1440.4,No
573,52,0,0,1,0,1,0,292.5,No
574,47,0,0,0,1,1,0,137.8,No
577,49,0,0,0,0,1,0,930.8,No
581,55,0,0,1,0,1,0,1436.5,No
583,34,0,0,0,0,1,0,2215.2,No
585,53,0,0,1,0,1,0,256.1,No
589,39,0,0,1,0,1,0,777.4,No
594,55,0,0,1,0,1,0,1432.6,No
598,52,0,0,1,0,1,0,513.5,No
600,32,0,0,0,0,1,0,375.7,No
615,45,0,0,0,1,1,0,141.7,No
620,40,0,0,0,0,1,0,960.7,No
625,30,0,0,1,0,1,0,52,No
629,31,0,0,1,0,1,0,6.5,No
632,44,0,0,1,0,1,0,153,No
637,34,0,0,1,0,1,0,833.3,No
639,24,0,0,0,0,1,0,1001,No
644,37,0,0,1,0,1,0,365.3,No
646,35,0,0,0,0,1,0,478.4,No
647,45,0,0,1,0,1,0,237.9,No
649,26,0,0,0,0,1,0,423.8,No
655,44,0,0,1,0,1,0,1623.7,Yes
668,31,0,0,0,0,1,0,514.8,No
676,38,0,0,1,0,1,0,1747.2,No
678,27,0,0,0,0,1,0,4908.8,No
683,38,0,0,0,1,1,0,4875,No
688,35,0,0,1,0,1,0,2778.1,No
689,31,0,0,0,0,1,0,208,No
691,34,0,0,1,0,1,0,2195.7,No
693,33,0,0,1,0,1,0,2.6,No
696,36,0,0,1,0,1,0,2639,No
699,32,0,0,1,0,1,0,36,No
703,33,0,0,1,0,1,0,1907.1,No
704,39,0,0,1,0,1,0,470.6,No
708,27,0,0,0,0,1,0,279.5,No
709,34,0,0,1,0,1,0,65,No
710,35,0,0,1,0,1,0,247,No
712,32,0,0,0,0,1,0,2789.8,No
713,37,0,0,0,1,1,0,4984.2,No
720,34,0,0,1,0,1,0,2172.3,No
721,45,0,0,1,0,1,0,484.9,No
722,33,0,0,1,0,1,0,2896.4,No
724,31,0,0,1,0,1,0,11419.2,No
727,28,0,0,1,0,1,0,221,No
728,29,0,0,0,0,1,0,7424.3,No
730,39,0,0,1,0,1,0,2580.5,No
731,52,0,0,1,0,1,0,2512.9,No
737,31,0,0,0,0,1,0,7185.1,No
742,35,0,0,1,0,1,0,2909.4,No
747,34,0,0,0,0,1,0,7211.1,No
748,34,0,0,0,1,1,0,2787.2,No
751,34,0,0,1,0,1,0,102.7,No
754,52,0,0,0,1,1,0,271.7,No
755,36,0,0,1,0,1,0,2081.3,No
756,37,0,0,0,0,1,0,431.6,No
758,35,0,0,0,1,1,0,752.7,No
761,35,0,0,0,1,1,0,39,No
762,32,0,0,0,0,1,0,165.1,No
768,50,0,0,1,0,1,0,39,No
769,53,0,0,1,0,1,0,487.5,No
775,35,0,0,0,0,1,0,118.3,No
778,27,0,0,0,0,1,0,1939.6,No
780,45,0,0,0,1,1,0,1137.5,No
783,32,0,0,1,0,1,0,657.8,No
789,46,0,0,1,0,1,0,185.9,No
796,59,0,0,1,0,1,0,514.8,No
797,46,0,0,0,1,1,0,590.2,No
800,50,0,0,0,0,1,0,2146.3,No
801,36,0,0,1,0,1,0,50,No
803,32,0,0,1,0,1,0,111.8,No
804,30,0,0,1,0,1,0,278.2,No
806,30,0,0,1,0,1,0,221,No
807,34,0,0,1,0,1,0,2683.2,No
816,31,0,0,0,1,1,0,752.7,No
817,37,0,0,1,0,1,0,647.4,No
819,33,0,0,1,0,1,0,217.1,No
823,40,0,0,1,0,1,0,1725.1,No
828,33,0,0,0,0,1,0,5766.8,No
832,43,0,0,1,0,1,0,557.7,No
834,42,0,0,1,0,1,0,270.4,No
835,36,0,0,1,0,1,0,166,No
836,58,0,0,1,0,1,0,119.6,No
837,26,0,0,1,0,1,0,4108,No
842,31,0,0,0,0,1,0,5704.4,No
843,32,0,0,1,0,1,0,595.4,No
845,27,0,0,0,0,1,0,171,No
848,38,0,0,0,1,1,0,275.6,No
850,34,0,0,1,0,1,0,332.8,No
852,42,0,0,1,0,1,0,1063.4,No
854,24,0,0,0,0,1,0,659.1,No
856,42,0,0,0,0,1,0,1101.1,No
863,29,0,0,0,0,1,0,1189.5,No
864,47,0,0,0,1,1,0,529.1,No
867,33,0,0,0,1,1,0,622.7,No
873,27,0,0,0,0,1,0,1808.3,No
874,41,0,0,0,1,1,0,452.4,No
875,33,0,0,1,0,1,0,286,No
878,36,0,0,0,1,1,0,794.3,No
884,28,0,0,1,0,1,0,8357.7,No
886,27,0,0,1,0,1,0,241.8,No
887,45,0,0,1,0,1,0,224.9,No
888,27,0,0,1,0,1,0,171.6,No
890,24,0,0,0,0,1,0,1033.5,No
892,41,0,0,1,0,1,0,1196,No
900,56,0,0,1,0,1,0,379.6,No
902,37,0,0,1,0,1,0,1459.9,No
908,33,0,0,0,0,1,0,777.4,No
914,27,0,0,0,0,1,0,143,No
916,29,0,0,0,0,1,0,1885,No
917,41,0,0,0,1,1,0,474.5,No
918,30,0,0,0,0,1,0,1.3,No
922,46,0,0,1,0,1,0,471.9,No
927,40,0,0,0,1,1,0,703.3,No
929,26,0,0,0,0,1,0,880.1,No
938,32,0,0,0,0,1,0,730.6,No
940,50,0,0,0,0,1,0,429,No
943,47,0,0,0,1,1,0,624,No
955,45,0,0,1,0,1,0,1215.5,No
956,28,0,0,1,0,1,0,28822.3,No
958,31,0,0,1,0,1,0,570.7,No
961,28,0,0,0,0,1,0,1609.4,No
962,45,0,0,1,0,1,0,32.5,No
968,54,0,0,1,0,1,0,553.8,No
969,46,0,0,0,1,1,0,2520.7,No
971,56,0,0,1,0,1,0,1955.2,No
973,49,0,0,0,1,1,0,345.8,No
977,32,0,0,1,0,1,0,442,No
978,45,0,0,1,0,1,0,339.3,No
981,35,0,0,0,1,1,0,462.8,No
991,37,0,0,1,0,1,0,128.7,No
994,45,0,0,1,0,1,0,6817.2,No
1002,29,0,0,1,0,1,0,514.8,No
1008,41,0,0,0,1,1,0,3116.1,No
1010,49,0,0,0,1,1,0,219.7,No
1012,40,0,0,0,1,1,0,136.5,No
1014,45,0,0,1,0,1,0,1066,No
1015,41,0,0,1,0,1,0,5900.7,No
1016,44,0,0,1,0,1,0,18.2,No
1022,43,0,0,0,1,1,0,947.7,No
1026,32,0,0,1,0,1,0,396.5,No
1033,56,0,0,1,0,1,0,449.8,No
1037,32,0,0,0,1,1,0,542.1,No
1041,48,0,0,0,1,1,0,1002.3,No
1042,43,0,0,0,1,1,0,20164.3,No
1044,35,0,0,1,0,1,0,634.4,No
1046,51,0,0,1,0,1,0,1839.5,No
1058,34,0,0,1,0,1,0,373.1,No
1059,43,0,0,1,0,1,0,8086,No
1065,29,0,0,1,0,1,0,391.3,No
1068,37,0,0,0,1,1,0,874.9,No
1069,41,0,0,1,0,1,0,23.4,No
1071,58,0,0,1,0,1,0,4544.8,No
1075,45,0,0,0,1,1,0,157.3,No
1095,27,0,0,0,0,1,0,898.3,No
1102,39,0,0,0,0,1,0,1401.4,No
1108,45,0,0,1,0,1,0,711.1,No
1113,37,0,0,1,0,1,0,1748.5,No
1115,39,0,0,1,0,1,0,59.8,No
1117,31,0,0,0,0,1,0,568.1,No
1121,52,0,0,0,1,1,0,2602.6,No
1126,29,0,0,0,0,1,0,401.7,No
1129,27,0,0,1,0,1,0,5387.2,No
1131,27,0,0,0,1,1,0,98.8,No
1132,30,0,0,0,0,1,0,314.6,Yes
1138,29,0,0,0,0,1,0,169,No
1141,35,0,0,0,1,1,0,568.1,No
1143,31,0,0,1,0,1,0,590.2,No
1153,39,0,0,1,0,1,0,1085.5,No
1154,38,0,0,0,1,1,0,28,No
1159,37,0,0,1,0,1,0,833.3,No
1165,48,0,0,1,0,1,0,618.8,No
1166,38,0,0,1,0,1,0,5795.4,No
1172,24,0,0,1,0,1,0,703.3,No
1175,38,0,0,1,0,1,0,1149.2,No
1178,49,0,0,1,0,1,0,2180.1,No
1183,51,0,0,1,0,1,0,2208.7,No
1185,39,0,0,1,0,1,0,573.3,No
1187,28,0,0,1,0,1,0,202.8,No
1189,36,0,0,1,0,1,0,6220.5,No
1191,47,0,0,1,0,1,0,1378,No
1192,30,0,0,0,0,1,0,289.9,No
1193,40,0,0,1,0,1,0,434.2,No
1194,38,0,0,1,0,1,0,279.5,No
1200,47,0,0,1,0,1,0,1797.9,No
1201,47,0,0,0,1,1,0,383.5,No
1206,48,0,0,0,1,1,0,3460.6,No
1216,44,0,0,1,0,1,0,1946.1,No
1218,37,0,0,1,0,1,0,10,Yes
1219,35,0,0,1,0,1,0,7498.4,No
1223,52,0,0,1,0,1,0,1305.2,No
1224,47,0,0,1,0,1,0,692.9,No
1226,36,0,0,0,0,1,0,17807.4,No
1229,37,0,0,1,0,1,0,570.7,No
1239,40,0,0,0,1,1,0,117,No
1240,28,0,0,0,0,1,0,347.1,No
1242,38,0,0,0,0,1,0,5229.9,No
1243,55,0,0,1,0,1,0,1292.2,No
1244,42,0,0,1,0,1,0,136.5,No
1245,40,0,0,0,1,1,0,2557.1,No
1247,39,0,0,0,0,1,0,45.5,No
1263,56,0,0,1,0,1,0,1677,No
1264,52,0,0,1,0,1,0,900.9,No
1265,39,0,0,1,0,1,0,1587.3,No
1266,38,0,0,1,0,1,0,708.5,No
1267,40,0,0,1,0,1,0,2706.6,No
1272,27,0,0,0,0,1,0,23644.4,No
1274,33,0,0,1,0,1,0,483.6,No
1279,39,0,0,0,1,1,0,1237.6,No
1303,47,0,0,1,0,1,0,943.8,No
1304,55,0,0,0,1,1,0,159,No
1306,38,0,0,0,1,1,0,202.8,No
1309,40,0,0,0,0,1,0,1560,No
1312,39,0,0,1,0,1,0,291.2,No
1314,42,0,0,0,1,1,0,132,No
1317,27,0,0,1,0,1,0,126.1,No
1319,35,0,0,1,0,1,0,214.5,No
1326,59,0,0,1,0,1,0,622.7,No
1328,41,0,0,1,0,1,0,1618.5,No
1329,33,0,0,0,0,1,0,4108,No
1334,39,0,0,1,0,1,0,13,No
1336,47,0,0,1,0,1,0,1553.5,No
1343,42,0,0,0,0,1,0,367.9,No
1347,41,0,0,0,1,1,0,332.8,No
1348,40,0,0,1,0,1,0,1.3,No
1349,42,0,0,1,0,1,0,130,No
1350,37,0,0,1,0,1,0,42,No
1354,52,0,0,1,0,1,0,548.6,No
1355,56,0,0,1,0,1,0,6903,No
1357,37,0,0,0,1,1,0,1034.8,No
1358,36,0,0,1,0,1,0,5214.3,No
1360,37,0,0,1,0,1,0,406.9,No
1366,45,0,0,0,0,1,0,257.4,No
1371,43,0,0,1,0,1,0,759.2,No
1375,43,0,0,1,0,1,0,873.6,No
1381,30,0,0,1,0,1,0,890.5,No
1383,36,0,0,0,1,1,0,2044.9,No
1384,36,0,0,1,0,1,0,1268.8,No
1385,40,0,0,1,0,1,0,367.9,No
1392,43,0,0,1,0,1,0,1142.7,No
1395,30,0,0,1,0,1,0,1363.7,No
1396,37,0,0,1,0,1,0,158,No
1400,53,0,0,1,0,1,0,4894.5,No
1405,39,0,0,0,1,1,0,41.6,No
1407,30,0,0,1,0,1,0,5.2,No
1409,40,0,0,1,0,1,0,87.1,No
1420,55,0,0,1,0,1,0,8069.1,No
1422,32,0,0,0,1,1,0,313.3,No
1433,51,0,0,0,1,1,0,26,No
1435,43,0,0,0,0,1,0,16.9,No
1438,31,0,0,0,0,1,0,55.9,No
1439,35,0,0,1,0,1,0,1179.1,No
1450,36,0,0,1,0,1,0,97.5,No
1452,26,0,0,1,0,1,0,521.3,No
1454,24,0,0,0,0,1,0,449.8,No
1458,28,0,0,1,0,1,0,1214.2,No
1460,34,0,0,0,0,1,0,384.8,No
1472,32,0,0,1,0,1,0,2085.2,No
1475,35,0,0,0,0,1,0,45,No
1478,48,0,0,1,0,1,0,10.4,No
1484,32,0,0,0,0,1,0,347.1,No
1489,28,0,0,0,0,1,0,1959.1,No
1493,30,0,0,0,0,1,0,67.6,No
1502,36,0,0,1,0,1,0,88.4,No
1505,25,0,0,0,0,1,0,92,No
1506,28,0,0,0,0,1,0,187.2,No
1508,41,0,0,0,0,1,0,33.8,No
1512,35,0,0,0,1,1,0,192.4,No
1517,49,0,0,1,0,1,0,17197.7,No
1521,30,0,0,0,1,1,0,5.2,No
1526,28,0,0,0,0,1,0,24.7,No
1528,52,0,0,1,0,1,0,455,No
1531,32,0,0,1,0,1,0,1.3,No
1541,34,0,0,0,1,1,0,188.5,No
1545,48,0,0,1,0,1,0,934.7,No
1551,40,0,0,0,1,1,0,5.2,No
1552,36,0,0,0,0,1,0,61.1,No
1554,40,0,0,1,0,1,0,328.9,No
1556,45,0,0,1,0,1,0,435.5,No
1557,28,0,0,0,0,1,0,525.2,No
1558,45,0,0,1,0,1,0,1426.1,No
1560,52,0,0,1,0,1,0,41.6,No
1566,37,0,0,0,0,1,0,47,No
1571,29,0,0,0,0,1,0,1.3,No
1572,50,0,0,1,0,1,0,1115.4,No
1577,54,0,0,0,1,1,0,568.1,No
1582,38,0,0,0,0,1,0,2919.8,No
1592,55,0,0,0,0,1,0,838.5,No
1593,37,0,0,0,0,1,0,339.3,No
1595,54,0,0,0,1,1,0,1028.3,No
1600,25,0,0,0,0,1,0,24.7,No
1604,34,0,0,1,0,1,0,3091.4,No
1605,36,0,0,1,0,1,0,1021.8,No
1608,47,0,0,1,0,1,0,4401.8,No
1612,37,0,0,0,1,1,0,1116.7,No
1614,33,0,0,1,0,1,0,17108,No
1615,29,0,0,1,0,1,0,144.3,No
1616,40,0,0,1,0,1,0,193.7,No
1617,38,0,0,1,0,1,0,946.4,No
1619,33,0,0,0,0,1,0,41.6,No
1621,27,0,0,0,0,1,0,556.4,No
1624,29,0,0,1,0,1,0,373.1,No
1630,48,0,0,0,1,1,0,73,No
1634,42,0,0,0,0,1,0,553.8,No
1635,31,0,0,1,0,1,0,2159.3,No
1636,34,0,0,0,1,1,0,32.5,No
1637,40,0,0,0,0,1,0,241.8,No
1644,39,0,0,1,0,1,0,241.8,No
1650,32,0,0,1,0,1,0,219.7,No
1653,57,0,0,1,0,1,0,1050.4,No
1654,27,0,0,1,0,1,0,830.7,No
1656,33,0,0,0,0,1,0,143,No
1657,44,0,0,0,1,1,0,211.9,No
1658,33,0,0,0,0,1,0,105,No
1662,34,0,0,0,1,1,0,101,No
1663,32,0,0,1,0,1,0,9778.6,No
1670,38,0,0,1,0,1,0,383.5,No
1676,56,0,0,1,0,1,0,136.5,No
1677,43,0,0,1,0,1,0,76.7,No
1680,57,0,0,1,0,1,0,1657.5,No
1684,48,0,0,1,0,1,0,3983.2,No
1686,39,0,0,1,0,1,0,1804.4,No
1687,28,0,0,1,0,1,0,412.1,No
1696,28,0,0,1,0,1,0,136.5,Yes
1697,40,0,0,1,0,1,0,70,No
1698,26,0,0,0,0,1,0,96.2,No
1700,27,0,0,0,1,1,0,586.3,No
1704,30,0,0,0,0,1,0,46.8,No
1720,32,0,0,1,0,1,0,80,No
1721,48,0,0,1,0,1,0,25,No
1724,35,0,0,1,0,1,0,94,No
1725,40,0,0,1,0,1,0,999.7,No
1726,42,0,0,1,0,1,0,1662.7,No
1729,34,0,0,1,0,1,0,331.5,No
1734,58,0,0,1,0,1,0,2356.9,No
1740,36,0,0,1,0,1,0,1708.2,No
1745,33,0,0,0,0,1,0,119.6,No
1748,32,0,0,1,0,1,0,364,No
1751,25,0,0,1,0,1,0,23.4,No
1754,39,0,0,1,0,1,0,304.2,No
1757,28,0,0,1,0,1,0,22.1,No
1758,31,0,0,0,0,1,0,557.7,Yes
1759,31,0,0,0,0,1,0,959.4,No
1760,31,0,0,0,0,1,0,808.6,No
1761,30,0,0,0,1,1,0,13,No
1766,34,0,0,0,1,1,0,326.3,No
1773,32,0,0,0,1,1,0,59.8,No
1774,29,0,0,0,0,1,0,1024.4,No
1776,32,0,0,1,0,1,0,266.5,No
1777,34,0,0,1,0,1,0,559,No
1778,44,0,0,1,0,1,0,7.8,No
1779,44,0,0,0,1,1,0,6294.6,No
1783,35,0,0,1,0,1,0,2961.4,No
1793,34,0,0,0,0,1,0,235.3,No
1794,49,0,0,0,0,1,0,535.6,No
1800,43,0,0,1,0,1,0,4179.5,No
1808,31,0,0,1,0,1,0,116,No
1814,33,0,0,0,0,1,0,760.5,No
1815,51,0,0,1,0,1,0,1179.1,No
1817,32,0,0,0,0,1,0,5647.2,No
1822,47,0,0,1,0,1,0,377,No
1824,36,0,0,0,0,1,0,28.6,No
1828,43,0,0,1,0,1,0,2.6,No
1829,33,0,0,0,0,1,0,313.3,No
1830,27,0,0,1,0,1,0,1027,No
1832,48,0,0,1,0,1,0,492.7,No
1839,41,0,0,1,0,1,0,3890.9,No
1842,26,0,0,0,0,1,0,417.3,No
1856,31,0,0,1,0,1,0,313.3,No
1857,30,0,0,0,0,1,0,2210,No
1859,37,0,0,1,0,1,0,1443,No
1861,30,0,0,0,0,1,0,127.4,No
1862,32,0,0,1,0,1,0,2000.7,No
1863,45,0,0,1,0,1,0,383.5,No
1864,34,0,0,1,0,1,0,1045.2,No
1865,53,0,0,0,0,1,0,378.3,No
1869,28,0,0,1,0,1,0,549.9,No
1876,49,0,0,0,1,1,0,3126.5,Yes
1881,32,0,0,0,0,1,0,595.4,No
1885,56,0,0,0,1,1,0,557.7,No
1887,31,0,0,0,0,1,0,491.4,No
1890,37,0,0,1,0,1,0,696.8,No
1899,42,0,0,0,1,1,0,27,Yes
1901,29,0,0,1,0,1,0,707.2,No
1906,28,0,0,0,0,1,0,2.6,No
1908,29,0,0,1,0,1,0,243.1,No
1915,56,0,0,1,0,1,0,468,No
1926,50,0,0,0,1,1,0,722.8,No
1931,30,0,0,1,0,1,0,78,No
1932,41,0,0,0,0,1,0,24,No
1934,32,0,0,1,0,1,0,30,No
1938,33,0,0,0,0,1,0,390,No
1945,49,0,0,0,1,1,0,728,No
1946,40,0,0,0,1,1,0,356.2,No
1947,36,0,0,1,0,1,0,871,No
1949,28,0,0,0,0,1,0,843.7,No
1954,34,0,0,0,0,1,0,102.7,No
1955,59,0,0,1,0,1,0,484.9,No
1957,56,0,0,0,1,1,0,1333.8,No
1963,30,0,0,0,0,1,0,712.4,No
1965,35,0,0,0,0,1,0,375.7,No
1967,32,0,0,1,0,1,0,3208.4,No
1968,50,0,0,1,0,1,0,709.8,No
1971,46,0,0,1,0,1,0,924.3,No
1978,32,0,0,1,0,1,0,62.4,No
1980,50,0,0,0,0,1,0,172.9,No
1981,27,0,0,0,0,1,0,249.6,No
1983,40,0,0,0,0,1,0,544.7,No
1991,51,0,0,1,0,1,0,124,No
1992,57,0,0,0,1,1,0,4030,No
1994,43,0,0,1,0,1,0,11924.9,No
1999,42,0,0,0,0,1,0,3294.2,No
2006,52,0,0,1,0,1,0,7172.1,No
2009,34,0,0,1,0,1,0,191.1,No
2010,27,0,0,0,0,1,0,314.6,No
2011,36,0,0,1,0,1,0,82,No
2012,53,0,0,1,0,1,0,2359.5,No
2014,52,0,0,0,0,1,0,3031.6,No
2021,31,0,0,1,0,1,0,24,No
2024,32,0,0,1,0,1,0,3463.2,No
2026,52,0,0,1,0,1,0,2269.8,No
2033,47,0,0,0,0,1,0,1136.2,No
2037,32,0,0,1,0,1,0,32,No
2038,37,0,0,0,1,1,0,313.3,No
2043,35,0,0,0,1,1,0,74,No
2048,25,0,0,1,0,1,0,314.6,No
2051,33,0,0,1,0,1,0,109,No
2052,30,0,0,0,0,1,0,429,No
2054,36,0,0,1,0,1,0,326.3,No
2055,30,0,0,0,0,1,0,370.5,No
2057,43,0,0,1,0,1,0,3486.6,No
2058,41,0,0,1,0,1,0,2216.5,No
2059,25,0,0,0,0,1,0,299,No
2060,43,0,0,1,0,1,0,491.4,No
2061,29,0,0,0,0,1,0,448.5,No
2063,34,0,0,1,0,1,0,317.2,No
2069,43,0,0,1,0,1,0,457.6,No
2070,37,0,0,0,0,1,0,627.9,No
2077,57,0,0,1,0,1,0,442,No
2079,38,0,0,1,0,1,0,178.1,No
2082,49,0,0,1,0,1,0,2117.7,No
2085,33,0,0,0,0,1,0,3320.2,No
2087,36,0,0,1,0,1,0,611,No
