Customer,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Churn
32,144,1,0,0.00,2,139.6,96,35.0,6.21,15.0,No
33,137,1,0,0.00,3,110.5,79,38.0,11.16,10.5,No
34,99,0,0,0.00,0,242.3,102,72.0,17.55,11.3,Yes
35,64,1,0,0.29,1,162.6,83,43.9,7.62,14.2,No
36,97,1,0,0.00,1,146.0,121,43.0,10.15,13.3,No
37,93,0,0,0.00,1,216.9,61,55.0,10.37,17.5,Yes
38,126,1,1,3.46,4,153.4,90,73.6,7.57,12.8,Yes
39,130,0,0,0.00,5,216.2,106,68.0,18.19,16.9,Yes
40,68,1,0,0.11,3,222.8,99,54.1,8.79,11.0,No
41,115,0,0,0.00,1,345.3,81,76.0,10.17,11.8,Yes
42,115,1,1,1.22,0,155.2,110,59.2,11.55,4.5,No
43,112,1,0,0.00,3,272.5,119,66.0,11.31,16.4,Yes
44,103,1,1,3.75,4,110.5,101,74.5,10.42,13.9,Yes
45,164,1,1,2.59,3,159.7,102,67.9,8.44,9.6,No
46,94,1,0,0.00,3,271.2,105,64.0,10.13,11.5,Yes
47,70,1,1,2.65,1,249.5,101,91.5,12.99,9.8,No
48,83,1,0,0.00,0,337.4,120,77.0,11.37,15.8,Yes
49,125,1,1,2.78,0,268.4,112,92.8,11.11,10.3,No
50,109,1,0,0.31,3,180.0,100,54.1,11.45,7.8,No
51,66,1,0,0.00,1,118.0,133,42.0,12.41,5.3,No
52,106,1,0,0.00,3,213.9,95,50.0,7.60,12.2,No
53,100,1,0,0.00,4,113.3,96,37.0,9.90,11.7,Yes
54,58,1,1,2.27,0,178.1,111,73.7,11.84,8.4,No
55,73,1,0,0.00,1,217.8,91,56.0,11.03,10.3,Yes
56,76,0,0,0.00,0,246.8,110,60.0,10.32,13.2,Yes
57,106,1,0,0.00,1,158.7,74,33.0,3.22,10.2,No
58,88,1,0,0.00,2,189.8,111,50.0,9.87,14.9,No
59,142,1,0,0.00,1,145.4,93,43.0,10.46,10.9,No
60,126,1,0,0.00,3,249.8,96,65.0,13.10,12.7,Yes
61,58,1,0,0.00,0,112.2,95,37.0,10.48,13.9,Yes
62,75,1,1,3.35,1,130.9,115,73.5,10.17,12.4,No
63,125,1,0,0.00,0,240.7,82,64.0,13.47,10.1,Yes
64,122,0,0,0.00,0,230.9,132,60.0,12.16,11.0,Yes
65,37,1,0,0.00,0,206.0,89,51.0,9.30,8.4,No
66,73,1,0,0.00,1,286.4,109,64.0,8.91,10.7,Yes
67,90,1,0,0.00,1,175.9,111,55.0,14.26,13.0,No
68,116,1,0,0.00,0,288.0,120,71.0,12.79,13.4,Yes
69,117,1,0,0.39,5,118.4,126,45.9,12.47,13.6,Yes
70,60,1,0,0.00,1,179.3,147,49.0,10.45,13.5,Yes
71,156,1,0,0.00,1,237.7,122,56.0,9.08,7.7,No
72,122,1,1,3.65,1,174.9,103,87.5,12.41,13.5,Yes
73,135,1,1,3.94,2,197.1,113,95.4,12.97,14.6,No
74,77,0,1,3.21,0,103.2,117,70.1,11.82,11.9,Yes
75,119,0,1,2.35,5,160.0,95,69.5,10.48,8.7,Yes
76,68,0,1,3.83,3,125.7,92,83.3,13.80,14.2,Yes
77,167,1,0,0.00,1,166.4,85,49.0,12.16,9.9,No
78,88,0,0,0.00,4,235.1,98,62.0,12.59,7.2,Yes
79,139,1,0,0.00,2,271.6,130,60.0,7.80,11.6,No
80,109,0,0,0.00,2,268.4,85,59.0,7.53,9.7,Yes
81,100,1,0,0.00,2,142.5,87,41.0,9.79,7.8,No
82,109,1,0,0.00,1,264.7,69,71.0,15.25,9.5,Yes
83,165,1,0,0.13,1,150.5,75,43.3,9.66,10.3,No
84,98,1,1,2.97,2,110.3,71,64.7,9.12,11.0,No
85,62,1,1,3.00,2,186.4,84,79.0,10.05,11.1,Yes
86,159,1,0,0.29,5,198.8,107,53.9,9.78,16.5,No
87,170,0,0,0.00,3,259.9,68,66.0,12.25,8.4,No
88,56,1,0,0.00,2,164.3,92,48.0,11.69,11.8,No
89,52,1,0,0.00,3,129.3,80,35.0,7.14,12.3,No
90,89,1,0,0.00,1,197.1,110,48.0,8.30,12.8,No
91,78,1,0,0.00,3,252.9,93,59.0,8.92,9.5,No
92,225,1,0,0.30,0,165.4,106,55.0,13.69,8.7,Yes
93,92,1,1,1.73,1,201.3,130,69.3,10.19,6.4,Yes
94,131,1,0,0.00,1,131.6,95,38.0,8.97,15.5,Yes
95,78,1,0,0.51,1,168.3,110,53.1,11.06,12.5,No
96,138,1,0,0.00,0,205.9,96,57.0,12.86,12.1,No
97,149,1,0,0.00,7,166.6,61,47.0,10.94,8.2,No
98,51,0,1,3.32,2,135.8,60,74.2,10.03,12.3,No
99,85,1,0,0.00,5,165.8,96,45.0,9.50,10.9,Yes
100,48,1,1,4.24,2,152.0,63,90.4,12.94,15.7,Yes
101,131,1,1,3.62,1,156.6,134,69.2,3.55,13.4,No
102,132,1,1,2.84,3,226.2,103,82.4,9.08,10.5,Yes
103,58,1,0,0.00,4,210.1,126,57.0,12.45,14.4,No
104,113,1,0,0.00,3,245.3,108,64.0,13.00,10.7,Yes
105,126,0,0,0.00,1,239.7,87,65.0,14.09,11.4,Yes
106,59,1,0,0.00,1,204.3,65,56.0,12.37,12.0,No
107,116,1,0,0.00,6,159.4,79,43.0,8.98,9.7,Yes
108,86,1,0,0.30,7,128.3,121,42.0,9.86,12.2,Yes
109,171,1,0,0.00,1,270.5,69,66.0,11.50,9.6,Yes
110,91,1,1,2.48,0,162.3,107,72.8,11.70,9.2,No
111,41,1,0,0.00,1,207.2,138,54.0,10.71,11.9,No
112,84,1,0,0.00,1,216.1,114,54.0,9.88,9.8,No
113,128,1,1,2.32,0,179.3,104,73.2,11.30,8.6,No
114,127,1,1,2.65,1,182.0,80,76.5,10.81,9.8,No
115,118,0,0,0.00,2,160.0,123,43.0,8.77,9.9,No
116,115,0,0,0.00,3,251.3,69,65.0,12.63,9.9,Yes
117,104,1,0,0.00,2,144.5,107,40.0,9.03,17.0,No
118,70,1,0,0.00,1,213.4,86,54.0,10.24,5.7,No
119,80,1,0,0.00,1,124.3,100,36.0,8.65,7.9,No
120,125,0,0,0.00,0,187.3,118,46.0,8.04,9.6,Yes
121,75,0,0,0.29,1,153.2,78,46.9,10.54,7.8,No
122,71,1,0,0.00,3,290.4,108,71.0,12.70,10.1,Yes
123,74,1,0,0.00,2,174.1,96,51.0,12.56,8.3,Yes
124,78,1,0,0.00,0,149.7,119,41.0,9.11,9.7,No
125,122,1,1,3.19,4,270.8,96,96.9,11.02,11.8,No
126,44,1,0,0.00,1,240.3,146,55.0,8.23,10.6,No
127,2,0,0,0.27,2,132.1,42,37.7,6.95,9.1,Yes
128,103,1,1,2.94,6,87.2,92,59.4,8.47,10.9,Yes
129,106,1,0,0.00,2,210.6,96,57.0,12.46,12.4,Yes
130,72,1,0,0.27,0,272.4,88,58.7,5.40,12.7,No
131,17,1,1,2.70,6,153.1,115,69.0,9.30,10.0,Yes
132,98,1,0,0.16,1,171.7,99,46.6,8.74,7.8,No
133,99,1,0,0.12,7,135.7,107,42.2,10.42,8.8,Yes
134,93,1,0,0.17,3,152.4,74,51.7,13.73,6.6,No
135,212,1,0,0.23,2,226.0,127,67.3,15.23,12.6,Yes
136,111,1,0,0.00,0,284.4,89,62.0,7.85,8.4,Yes
137,55,1,0,0.40,0,285.7,124,73.0,11.55,14.8,Yes
138,128,1,0,0.00,1,237.9,125,62.0,12.38,13.9,Yes
139,113,1,0,0.00,1,207.2,113,57.0,12.80,9.9,No
140,122,0,0,0.30,4,140.0,101,44.0,9.82,9.7,Yes
141,194,1,0,0.00,0,193.3,106,48.0,8.45,11.8,No
142,86,1,0,0.00,3,136.4,104,41.0,10.13,11.5,No
143,66,1,0,0.00,1,167.3,91,48.0,11.50,10.6,Yes
144,98,1,0,0.00,0,288.1,101,61.0,6.90,0.0,No
145,94,0,0,0.00,1,89.5,94,45.0,17.00,7.9,Yes
146,127,1,0,0.00,0,245.2,91,61.0,10.86,13.9,Yes
147,108,1,0,0.27,2,291.6,99,71.7,11.06,14.0,Yes
148,62,0,0,0.00,0,159.7,86,44.0,9.88,13.9,Yes
149,161,0,0,0.00,1,194.2,106,55.0,12.47,12.9,Yes
150,74,1,0,0.00,3,314.1,86,73.0,11.12,12.3,Yes
151,54,1,0,0.00,1,286.6,73,68.0,11.16,11.5,Yes
152,105,0,0,0.00,1,273.9,119,71.0,13.93,10.9,Yes
153,209,1,0,0.00,3,255.1,124,63.0,11.53,8.5,Yes
154,57,1,1,2.57,0,213.0,115,78.7,9.56,9.5,No
155,110,1,0,0.00,1,227.7,88,54.0,8.50,11.7,No
156,11,1,1,2.70,2,131.5,98,69.0,11.51,10.0,No
157,91,1,0,0.00,5,154.4,165,41.0,8.42,11.7,Yes
158,137,0,0,0.00,2,135.1,95,35.0,6.71,12.3,Yes
159,89,1,1,2.86,1,215.1,140,82.6,9.87,10.6,No
160,56,1,0,0.25,0,221.9,112,64.5,13.91,7.1,Yes
161,95,1,0,0.00,1,229.9,116,57.0,10.12,14.2,No
162,96,1,1,2.78,5,172.7,93,67.8,6.01,10.3,Yes
163,107,1,1,2.78,1,96.3,83,59.8,8.98,10.3,No
164,208,1,0,0.33,2,326.5,67,74.3,8.82,10.7,Yes
165,31,1,1,3.11,1,210.5,101,89.1,12.53,11.5,No
166,97,1,0,0.00,0,225.1,90,63.0,13.98,8.8,Yes
167,145,1,0,0.00,1,199.2,124,45.0,6.30,7.6,No
168,109,1,1,2.43,6,111.2,90,66.3,13.18,9.0,Yes
169,124,1,0,0.00,1,312.0,112,69.0,9.00,12.8,Yes
170,120,1,0,0.36,2,98.2,99,36.6,9.34,9.3,No
171,122,1,0,0.00,4,296.4,99,69.0,10.74,11.4,Yes
172,192,1,0,0.00,4,221.6,101,62.0,14.26,12.7,No
173,69,1,0,0.00,3,228.2,70,62.0,13.19,10.7,No
174,61,1,0,0.00,1,267.1,104,61.0,9.02,17.3,Yes
175,125,1,0,0.00,4,143.2,80,32.0,4.41,8.8,Yes
176,118,1,0,0.00,2,253.2,122,61.0,10.05,9.7,No
177,98,1,0,0.00,4,271.4,119,63.0,9.52,11.1,Yes
178,155,0,1,3.00,1,211.7,121,78.0,6.96,11.1,No
179,55,1,0,0.00,0,132.0,103,47.0,13.98,13.5,No
180,152,0,1,1.16,1,146.8,128,61.6,14.28,4.3,Yes
181,72,1,1,1.67,4,96.6,59,60.7,15.77,6.2,Yes
182,185,1,1,2.59,0,157.3,123,74.9,12.89,9.6,No
183,158,1,0,0.14,0,205.2,97,57.4,12.03,14.4,No
184,136,1,0,0.00,1,250.2,121,66.0,13.36,13.0,Yes
185,119,0,1,3.75,1,172.1,119,86.5,11.18,13.9,Yes
186,68,1,0,0.00,2,249.9,127,65.0,12.73,8.9,Yes
187,83,1,0,0.00,3,178.8,102,45.0,8.40,8.6,No
188,113,1,0,0.00,2,128.7,100,42.0,11.36,9.2,Yes
189,58,1,1,3.02,1,240.4,80,81.2,5.95,11.2,No
190,79,1,0,0.31,1,268.3,114,65.1,9.28,6.3,Yes
191,28,1,0,0.00,6,121.7,48,32.0,6.29,8.3,Yes
192,161,1,0,0.00,4,154.7,84,42.0,8.89,5.9,Yes
193,111,1,1,2.78,2,128.8,104,63.8,7.87,10.3,No
194,151,0,0,0.29,0,218.0,57,49.9,5.72,12.4,Yes
195,74,0,0,0.00,1,125.8,103,40.0,10.39,14.1,Yes
196,105,0,1,3.97,0,156.1,89,75.7,5.36,14.7,Yes
197,89,1,0,0.00,1,303.9,95,74.0,13.05,5.3,Yes
198,54,0,0,0.38,2,190.5,108,58.8,12.99,9.7,Yes
199,112,1,1,2.48,2,181.8,110,75.8,11.41,9.2,No
200,98,1,0,0.00,3,72.8,107,29.0,9.32,10.5,No
201,66,1,1,3.24,2,187.8,117,75.4,6.49,12.0,No
202,80,1,0,0.00,2,268.7,120,72.0,15.05,5.8,Yes
203,110,1,0,0.00,1,148.5,115,49.0,13.82,12.4,No
204,106,0,0,0.00,3,204.0,84,49.0,8.43,13.3,Yes
205,140,1,0,0.00,1,159.1,104,50.0,13.49,10.3,No
206,70,0,0,0.00,2,226.7,98,58.0,11.41,17.6,Yes
207,158,1,0,0.00,1,209.9,112,55.0,11.07,8.2,No
208,47,0,0,0.00,0,47.8,120,24.0,8.95,13.3,Yes
209,140,1,0,0.00,4,120.3,108,41.0,12.02,7.7,Yes
210,79,1,0,0.00,2,213.6,110,57.0,11.75,8.8,No
211,79,1,0,0.00,0,177.9,83,45.0,8.37,15.2,No
212,56,1,0,0.00,1,121.6,84,35.0,8.27,8.9,No
213,143,1,0,0.27,1,202.8,109,51.7,8.29,4.6,No
214,95,0,1,1.11,0,220.2,109,65.1,9.27,4.1,Yes
215,113,1,0,0.00,1,209.4,151,66.0,17.37,7.4,Yes
216,60,0,1,3.78,0,265.9,113,101.8,10.79,14.0,Yes
217,61,1,1,2.67,3,163.7,78,64.7,5.66,9.9,No
218,24,1,0,0.23,0,243.0,91,59.3,9.20,15.3,Yes
219,100,1,1,1.92,0,58.8,104,48.2,10.98,7.1,No
220,143,1,0,0.00,4,167.8,72,47.0,10.55,10.5,Yes
221,121,0,0,0.00,3,167.7,94,37.0,4.69,13.4,Yes
222,24,1,0,0.00,2,149.0,73,37.0,6.55,8.6,Yes
223,90,1,0,0.00,1,193.7,83,47.0,7.71,12.7,No
224,139,1,0,0.00,1,236.6,109,55.0,8.50,11.1,Yes
225,107,1,1,3.40,3,198.9,87,86.0,10.35,12.6,No
226,125,0,0,0.30,0,298.4,78,77.0,13.53,12.2,Yes
227,64,1,0,0.00,0,261.9,113,58.0,7.41,13.8,No
228,123,0,0,0.00,4,125.5,106,33.0,6.45,6.3,Yes
229,117,0,0,0.00,2,167.1,86,44.0,8.88,14.1,Yes
230,119,1,0,0.21,3,239.1,88,64.1,12.18,10.9,Yes
231,52,1,1,2.97,1,142.1,77,70.7,9.65,11.0,No
232,67,1,1,3.92,1,129.6,107,81.2,11.65,14.5,No
233,88,1,0,0.00,4,85.7,112,34.0,11.08,11.6,Yes
234,118,1,0,0.00,1,133.4,113,33.0,6.05,5.9,No
235,147,1,1,2.73,2,197.3,134,73.3,7.06,10.1,Yes
236,53,1,0,0.31,0,261.2,119,69.1,12.54,9.8,Yes
237,1,1,1,2.19,1,208.0,115,73.9,9.25,8.1,No
238,105,1,0,0.28,2,125.4,116,46.8,13.08,11.4,No
239,136,1,0,0.31,1,259.4,99,62.1,8.64,10.7,Yes
240,82,1,0,0.00,3,266.9,83,65.0,11.49,11.0,Yes
241,54,1,0,0.21,2,247.5,85,64.1,11.27,10.2,Yes
242,99,1,0,0.00,3,200.0,66,44.0,5.40,11.4,No
243,101,1,0,0.00,3,269.7,85,64.0,10.38,4.5,Yes
244,52,1,1,2.21,0,169.3,88,70.1,11.30,8.2,No
245,40,1,0,0.00,4,169.7,115,41.0,7.07,10.5,Yes
246,123,1,0,0.20,1,209.4,49,58.0,11.87,9.8,No
247,103,1,0,0.00,6,174.7,151,43.0,7.40,15.8,Yes
248,112,1,1,2.70,2,113.7,117,60.0,7.88,10.0,No
249,101,1,0,0.00,1,93.8,127,29.0,7.50,10.7,No
250,95,1,0,0.00,6,128.6,115,41.0,10.81,6.3,Yes
251,82,1,0,0.31,6,167.1,77,43.1,6.59,9.4,Yes
252,89,1,0,0.00,1,213.0,63,52.0,8.83,9.1,Yes
253,75,1,0,0.00,4,109.0,88,41.0,12.97,13.3,Yes
254,87,0,1,3.11,1,221.6,79,83.1,7.86,11.5,No
255,57,1,1,3.51,1,279.9,121,102.1,11.16,13.0,No
256,141,1,1,1.81,1,322.4,92,97.1,14.16,6.7,Yes
257,63,0,0,0.00,1,62.9,112,28.0,10.15,8.9,No
258,134,1,1,2.92,1,142.9,105,61.2,4.43,10.8,No
259,115,0,0,0.00,2,122.0,110,40.0,11.01,10.8,Yes
260,100,1,0,0.00,1,96.5,86,35.0,10.51,12.5,Yes
261,121,1,1,1.57,3,198.4,129,56.7,3.77,5.8,Yes
262,166,1,0,0.00,0,274.3,110,52.0,2.65,10.9,No
263,76,1,1,2.19,1,214.6,110,75.9,10.26,8.1,No
264,154,1,0,0.00,3,154.5,122,45.0,10.71,12.0,Yes
265,137,0,0,0.21,0,258.0,112,67.1,12.33,10.9,Yes
266,91,1,0,0.00,1,153.0,123,38.0,7.06,10.3,Yes
267,154,1,1,3.94,1,64.9,76,66.4,9.21,14.6,No
268,107,1,1,3.24,1,248.6,91,85.4,5.97,12.0,No
269,74,1,0,0.21,1,282.5,114,69.1,11.00,9.4,Yes
270,75,1,0,0.00,3,224.7,116,55.0,9.60,11.3,No
271,153,1,1,2.03,1,167.7,104,70.3,12.34,7.5,No
272,55,1,0,0.00,1,245.5,130,59.0,9.64,9.1,No
273,102,1,0,0.00,2,273.2,85,65.0,10.56,13.1,Yes
274,111,1,0,0.00,2,246.5,108,61.0,10.82,12.7,No
275,66,1,0,0.00,4,154.0,133,44.0,9.95,9.5,Yes
276,95,1,1,2.86,0,262.2,123,87.6,8.26,10.6,No
277,80,1,0,0.00,0,322.3,113,74.0,11.10,6.7,Yes
278,110,1,0,0.00,3,196.1,103,51.0,9.99,12.9,No
279,71,1,0,0.00,2,141.2,132,37.0,7.46,7.0,No
280,34,1,0,0.29,2,293.7,89,76.9,13.63,11.0,Yes
281,170,1,1,2.94,4,199.5,119,75.4,6.75,10.9,Yes
282,118,1,0,0.00,5,267.8,145,73.0,15.82,14.4,Yes
283,93,0,0,0.00,1,131.4,78,42.0,10.99,11.1,Yes
284,94,1,0,0.18,1,234.4,103,65.8,13.97,2.0,Yes
285,112,1,0,0.00,2,335.5,77,76.0,10.63,12.7,Yes
286,80,0,0,0.00,1,276.5,122,64.0,9.78,7.2,Yes
287,153,1,0,0.33,0,228.9,102,56.3,8.04,12.5,No
288,70,1,0,0.30,1,170.2,98,46.0,7.76,15.0,No
289,126,1,0,0.00,5,58.2,94,22.0,6.94,11.9,Yes
290,101,1,0,0.00,5,89.7,118,38.0,13.01,13.5,Yes
291,117,1,0,0.39,1,119.0,82,40.9,9.38,11.5,No
292,84,1,0,0.00,2,289.1,100,70.0,11.69,12.7,Yes
293,92,0,1,2.03,0,281.1,88,85.3,9.90,7.5,No
294,174,1,1,3.92,4,167.8,91,85.2,10.27,14.5,Yes
295,113,1,0,0.00,5,61.2,111,19.0,4.62,13.7,Yes
296,130,1,0,0.35,1,162.8,113,56.5,14.52,7.2,No
297,92,1,1,2.62,0,134.0,112,67.2,10.30,9.7,No
298,89,1,1,2.84,2,188.0,105,73.4,7.57,10.5,No
299,71,1,0,0.00,0,238.0,82,65.0,13.93,11.8,Yes
300,132,0,1,3.48,2,200.3,75,88.8,11.33,12.9,No
301,107,1,0,0.00,1,294.9,71,67.0,9.64,13.2,Yes
302,104,1,0,0.24,1,170.6,97,45.4,8.11,6.1,No
303,210,1,1,2.73,3,313.8,87,93.3,7.39,10.1,No
304,113,1,0,0.00,2,239.7,47,65.0,14.15,8.7,Yes
305,133,1,0,0.00,0,117.8,100,37.0,9.96,11.8,Yes
306,159,0,0,0.44,1,257.1,53,75.4,15.61,8.8,Yes
307,136,1,0,0.45,1,269.8,106,70.5,11.44,10.1,Yes
308,99,1,1,2.86,2,179.1,93,79.6,11.92,10.6,No
309,99,1,0,0.00,1,62.9,81,31.0,11.55,8.5,No
310,139,1,0,0.00,3,196.0,135,50.0,9.30,9.8,No
311,147,0,1,3.00,3,157.5,109,73.0,9.48,11.1,Yes
312,141,1,0,0.00,0,185.1,126,52.0,11.65,9.1,No
313,185,0,1,3.48,2,154.1,114,71.8,5.94,12.9,No
314,135,1,0,0.00,0,151.7,82,36.0,5.95,10.5,No
315,62,1,0,0.00,2,172.8,101,47.0,10.24,9.1,No
316,46,1,0,0.00,2,250.3,100,65.0,13.03,13.3,Yes
317,159,1,0,0.00,0,167.4,68,41.0,7.19,10.3,Yes
318,118,1,0,0.00,4,188.8,60,51.0,10.87,8.2,No
319,67,1,1,3.48,2,186.2,117,91.8,14.34,12.9,No
320,107,1,1,2.21,1,134.2,101,63.1,10.60,8.2,No
321,52,1,0,0.00,4,155.0,110,38.0,6.67,7.0,Yes
322,50,1,0,0.00,5,131.1,129,36.0,8.03,5.6,Yes
323,115,1,0,0.00,3,226.4,101,63.0,13.84,12.3,Yes
324,55,1,0,0.23,0,189.0,100,45.3,5.93,17.1,No
325,108,1,0,0.00,1,246.2,102,60.0,10.12,9.4,No
326,55,1,0,0.00,2,119.7,148,41.0,11.59,4.6,No
327,60,1,0,0.00,1,145.0,133,43.0,10.46,14.6,No
328,73,1,0,0.00,1,187.3,118,53.0,11.99,15.1,No
329,81,0,0,0.00,3,149.4,68,41.0,8.60,17.9,Yes
330,97,1,0,0.00,4,120.8,96,35.0,8.49,11.9,Yes
331,135,1,1,3.48,2,201.4,100,90.8,12.33,12.9,Yes
332,44,1,0,0.33,2,228.1,121,66.3,13.83,9.9,Yes
333,136,0,0,0.00,3,199.6,89,52.0,10.57,11.0,Yes
334,82,1,0,0.00,3,189.2,81,48.0,9.22,10.6,Yes
335,77,1,0,0.00,5,62.4,89,26.0,8.50,5.7,Yes
336,51,0,0,0.00,0,153.6,108,46.0,11.65,14.1,Yes
337,97,1,0,0.40,0,276.1,82,69.0,10.06,8.9,Yes
338,50,1,0,0.00,1,157.1,90,46.0,11.17,6.1,No
339,94,1,0,0.28,3,269.2,104,65.8,9.69,8.9,Yes
340,141,1,0,0.00,0,146.5,121,40.0,8.50,8.2,No
341,75,0,0,0.00,1,222.4,78,66.0,16.35,8.7,Yes
342,75,1,0,0.00,2,122.8,89,39.0,10.57,10.7,No
343,145,1,0,0.00,2,129.4,97,38.0,9.27,1.1,No
344,127,0,0,0.00,4,143.2,60,40.0,8.98,6.2,Yes
345,69,1,0,0.00,3,183.4,85,52.0,11.88,9.0,No
346,80,1,0,0.00,2,220.0,114,56.0,10.39,12.1,No
347,137,0,0,0.00,0,237.3,103,56.0,8.84,14.2,Yes
348,87,1,1,0.00,1,165.8,122,45.0,9.35,0.0,No
349,96,1,1,3.05,1,183.1,88,74.5,7.37,11.3,No
350,131,1,1,2.46,0,69.1,122,45.6,5.07,9.1,No
351,134,1,1,1.65,2,247.2,105,78.5,11.28,6.1,Yes
352,121,1,1,2.03,3,218.2,88,87.3,17.43,7.5,No
353,57,1,0,0.00,2,272.7,74,66.0,11.25,10.5,Yes
354,95,0,1,2.78,5,136.8,91,68.8,10.04,10.3,Yes
355,66,1,1,3.27,1,106.7,76,68.7,10.49,12.1,No
356,57,0,0,0.00,0,115.0,65,30.0,6.12,6.4,Yes
357,153,1,0,0.00,1,159.5,103,51.0,13.78,10.1,Yes
358,86,1,0,0.42,3,190.5,115,52.2,8.98,10.1,No
359,98,1,0,0.00,4,0.0,0,14.0,7.98,6.8,Yes
360,120,1,0,0.00,3,180.0,80,50.0,11.21,4.7,No
361,77,1,1,2.73,1,149.4,74,63.3,6.20,10.1,No
362,130,1,0,0.00,5,139.1,72,45.0,12.30,11.4,No
363,105,0,1,3.56,1,220.7,82,92.6,10.89,13.2,Yes
364,61,1,0,0.00,1,260.0,123,63.0,10.53,9.0,Yes
365,87,1,0,0.00,0,240.0,83,53.0,6.71,9.3,Yes
366,77,1,0,0.00,2,251.8,72,61.0,10.29,9.8,Yes
367,101,1,1,2.38,1,123.7,125,59.8,8.63,8.8,Yes
368,96,1,0,0.00,1,170.5,86,53.0,13.88,12.2,No
369,145,1,0,0.00,1,229.6,82,51.0,6.91,3.3,No
370,193,1,0,0.29,2,96.8,92,31.9,7.13,10.9,Yes
371,36,0,1,5.40,0,196.8,89,110.0,12.75,20.0,Yes
372,101,1,0,0.00,0,206.6,105,55.0,11.25,14.6,No
373,89,0,0,0.00,1,125.6,108,40.0,10.65,5.4,No
374,98,1,0,0.00,5,206.5,92,51.0,8.81,12.4,No
375,138,1,0,0.28,3,171.4,117,41.8,5.76,17.0,No
376,103,1,0,0.00,1,246.5,47,59.0,9.78,11.7,No
377,50,1,0,0.21,1,301.7,82,68.1,8.36,10.5,No
378,125,1,0,0.39,2,131.8,97,38.9,6.84,7.7,No
379,138,0,1,3.16,0,225.2,116,85.6,8.67,11.7,No
380,92,1,0,0.00,1,197.0,84,57.0,13.47,10.8,No
381,93,1,1,3.19,4,134.2,105,68.9,8.13,11.8,Yes
382,120,1,0,0.00,1,212.1,131,54.0,10.47,5.3,Yes
383,112,1,0,0.00,5,111.9,92,29.0,5.70,14.1,Yes
384,224,0,0,0.26,1,171.5,99,45.6,8.00,5.0,Yes
385,64,1,0,0.00,5,148.1,73,40.0,8.25,12.3,Yes
386,90,1,0,0.00,1,261.8,128,64.0,11.03,9.6,No
387,123,1,0,0.00,2,236.2,135,64.0,13.70,10.1,Yes
388,108,1,0,0.21,3,210.7,112,59.1,11.94,9.2,No
389,48,1,0,0.00,2,171.9,98,43.0,7.95,7.6,No
390,148,1,0,0.39,1,178.3,98,58.9,14.13,11.4,No
391,129,1,0,0.00,1,168.4,117,48.0,10.86,11.8,No
392,111,1,0,0.00,4,172.8,58,45.0,9.16,7.9,Yes
393,119,1,0,0.00,2,287.1,115,63.0,7.97,13.9,Yes
394,3,1,1,3.08,2,67.4,116,63.8,12.20,11.4,No
395,93,1,1,2.54,2,218.7,117,72.4,5.75,9.4,No
